ZIP,emp
11423,-0.36036036036036034
11424,-1.0
11425,-0.9883268482490273
11426,-0.42557651991614254
11427,-0.2817053426875338
11428,-0.5682778038479588
11429,-0.25577387107893834
11430,1.2883153121730033
11431,-1.0
11432,-0.2753445506045489
11433,-0.49835171081050356
11434,-0.2512525788387857
11435,-0.5267843319399288
11436,-0.5004344048653344
11439,-1.0
11451,-1.0
11501,750.0
11510,196.0
11516,135.35714285714286
11520,5571.5
11530,3135.0
11548,569.7
11551,3.5
11552,1190.3333333333333
11553,737.25
11554,5221.5
11555,-1.0
11557,40.13186813186813
11558,270.5
11559,405.0
11560,1723.0
11563,1388.857142857143
11570,325.0232558139535
11572,1847.5
11576,2504.0
11577,919.0
11580,434.65
11582,12.76923076923077
11590,3264.1428571428573
11598,192.3846153846154
11690,-1.0
11691,-0.13430876008253612
11692,-0.24237881059470268
11693,-0.125
11694,-0.38229426433915215
11695,-1.0
11697,-1.0
11703,249.0
11710,661.9090909090909
11714,12530.0
11722,64.50617283950618
11727,256.6666666666667
11729,13054.0
11731,1973.3333333333333
11732,148.4
11735,32992.0
11740,2532.0
11741,7521.0
11746,3784.0
11747,14956.666666666666
11753,6427.5
11756,1672.25
11762,2633.0
11764,201.3
11768,2643.5
11782,465.875
11783,38.54545454545455
11787,1818.5
11791,1762.4444444444443
11792,1560.0
11798,641.0
11802,80.8
11803,3441.8333333333335
11930,85.57142857142857
11932,323.7142857142857
11937,2287.0
11940,69.72727272727273
11942,539.0
11952,1744.0
11961,156.16666666666666
11963,303.2
11964,306.0
11967,2166.0
11975,48.0
12106,307.5
12167,212.0
12201,5.386666666666667
12404,181.0
12435,0.0
12464,117.0
12494,18.0
12498,1204.0
12513,94.0
12531,426.0
12533,1641.8
12553,1278.6
12561,874.6
12567,134.33333333333334
12570,31.200000000000003
12572,1366.6666666666667
12583,33.4
12590,7274.0
12778,-0.5
12866,7213.333333333333
12996,200.5
13057,12537.0
13601,2912.0
