zip,sic,est,n1_4,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000
10001,2254,1,0,0,1,0,0,0,0,0,0
10001,2257,1,0,0,0,1,0,0,0,0,0
10001,2258,1,0,0,0,0,0,1,0,0,0
10001,2269,1,0,0,1,0,0,0,0,0,0
10001,2295,3,1,0,1,0,0,0,1,0,0
10001,2300,15,13,2,0,0,0,0,0,0,0
10001,2310,4,2,1,0,0,1,0,0,0,0
10001,2321,5,1,2,1,1,0,0,0,0,0
10001,2323,11,2,0,2,5,1,1,0,0,0
10001,2325,4,0,1,2,1,0,0,0,0,0
10001,2326,1,1,0,0,0,0,0,0,0,0
10001,2329,6,4,0,1,0,1,0,0,0,0
10001,2331,12,6,2,3,1,0,0,0,0,0
10001,2335,72,37,11,10,11,1,2,0,0,0
10001,2337,28,9,6,5,7,1,0,0,0,0
10001,2339,37,22,6,6,2,1,0,0,0,0
10001,2341,3,1,0,2,0,0,0,0,0,0
10001,2342,1,0,0,1,0,0,0,0,0,0
10001,2350,18,11,4,3,0,0,0,0,0,0
10001,2361,11,0,2,2,4,1,2,0,0,0
10001,2369,1,1,0,0,0,0,0,0,0,0
10001,2370,93,81,7,4,1,0,0,0,0,0
10001,2384,1,0,0,0,0,0,0,1,0,0
10001,2385,2,2,0,0,0,0,0,0,0,0
10001,2386,5,5,0,0,0,0,0,0,0,0
10001,2387,13,7,2,1,2,1,0,0,0,0
10001,2389,2,0,0,2,0,0,0,0,0,0
10001,2392,3,0,1,1,1,0,0,0,0,0
10001,2395,8,3,4,1,0,0,0,0,0,0
10001,2396,17,5,4,2,4,1,1,0,0,0
10001,2397,2,0,2,0,0,0,0,0,0,0
10001,2399,6,0,1,3,1,1,0,0,0,0
10001,2431,1,0,0,1,0,0,0,0,0,0
10001,2449,1,1,0,0,0,0,0,0,0,0
10001,2499,3,3,0,0,0,0,0,0,0,0
10001,2511,4,2,0,2,0,0,0,0,0,0
10001,2512,4,1,2,0,1,0,0,0,0,0
10001,2517,1,1,0,0,0,0,0,0,0,0
10001,2542,2,1,0,0,1,0,0,0,0,0
10001,2599,1,1,0,0,0,0,0,0,0,0
10001,2653,1,1,0,0,0,0,0,0,0,0
10001,2672,1,0,0,1,0,0,0,0,0,0
10001,2675,4,0,1,0,1,2,0,0,0,0
10001,2678,2,1,1,0,0,0,0,0,0,0
10001,2679,2,0,0,2,0,0,0,0,0,0
10001,2700,12,9,1,1,0,0,1,0,0,0
10001,2710,6,3,0,2,1,0,0,0,0,0
10001,2720,20,4,2,4,2,5,2,0,1,0
10001,2731,14,5,5,0,2,1,1,0,0,0
10001,2732,1,0,1,0,0,0,0,0,0,0
10001,2740,13,6,2,2,0,2,0,1,0,0
10001,2750,1,1,0,0,0,0,0,0,0,0
10001,2752,95,35,24,19,13,2,2,0,0,0
10001,2754,2,0,1,1,0,0,0,0,0,0
10001,2759,13,6,3,2,1,1,0,0,0,0
10001,2760,1,0,1,0,0,0,0,0,0,0
10001,2780,1,1,0,0,0,0,0,0,0,0
10001,2782,1,1,0,0,0,0,0,0,0,0
10001,2789,6,1,2,2,1,0,0,0,0,0
10001,2791,17,9,4,3,1,0,0,0,0,0
10001,2796,25,12,4,2,5,1,1,0,0,0
10001,2836,1,0,0,1,0,0,0,0,0,0
10001,3086,1,0,1,0,0,0,0,0,0,0
10001,3089,1,0,0,1,0,0,0,0,0,0
10001,3100,4,4,0,0,0,0,0,0,0,0
10001,3110,6,3,2,1,0,0,0,0,0,0
10001,3140,1,1,0,0,0,0,0,0,0,0
10001,3160,4,2,1,0,0,0,1,0,0,0
10001,3170,1,1,0,0,0,0,0,0,0,0
10001,3171,33,20,6,3,2,1,1,0,0,0
10001,3172,1,1,0,0,0,0,0,0,0,0
10001,3190,4,1,1,2,0,0,0,0,0,0
10001,3230,2,2,0,0,0,0,0,0,0,0
10001,3269,1,0,1,0,0,0,0,0,0,0
10001,3299,1,0,0,1,0,0,0,0,0,0
10001,3321,1,1,0,0,0,0,0,0,0,0
10001,3340,1,0,0,1,0,0,0,0,0,0
10001,3356,1,0,1,0,0,0,0,0,0,0
10001,3369,1,0,0,0,0,1,0,0,0,0
10001,3423,1,0,0,1,0,0,0,0,0,0
10001,3469,1,1,0,0,0,0,0,0,0,0
10001,3471,7,2,2,2,1,0,0,0,0,0
10001,3479,1,1,0,0,0,0,0,0,0,0
10001,3499,1,0,0,0,0,1,0,0,0,0
10001,3544,5,2,1,1,1,0,0,0,0,0
10001,3549,1,1,0,0,0,0,0,0,0,0
10001,3559,4,2,1,1,0,0,0,0,0,0
10001,3571,1,1,0,0,0,0,0,0,0,0
10001,3577,1,0,1,0,0,0,0,0,0,0
10001,3599,1,1,0,0,0,0,0,0,0,0
10001,3634,1,1,0,0,0,0,0,0,0,0
10001,3639,1,1,0,0,0,0,0,0,0,0
10001,3644,1,1,0,0,0,0,0,0,0,0
10001,3645,1,0,0,1,0,0,0,0,0,0
10001,3660,1,0,1,0,0,0,0,0,0,0
10001,3671,1,0,1,0,0,0,0,0,0,0
10001,3679,2,2,0,0,0,0,0,0,0,0
10001,3695,1,0,0,0,0,1,0,0,0,0
10001,3800,1,1,0,0,0,0,0,0,0,0
10001,3825,1,0,0,0,1,0,0,0,0,0
10001,3842,1,1,0,0,0,0,0,0,0,0
10001,3850,1,0,0,0,1,0,0,0,0,0
10001,3870,1,0,0,0,0,1,0,0,0,0
10001,3900,2,2,0,0,0,0,0,0,0,0
10001,3910,1,1,0,0,0,0,0,0,0,0
10001,3911,54,15,16,12,10,1,0,0,0,0
10001,3915,6,1,2,1,2,0,0,0,0,0
10001,3944,4,1,2,0,1,0,0,0,0,0
10001,3949,1,1,0,0,0,0,0,0,0,0
10001,3953,3,0,1,1,1,0,0,0,0,0
10001,3955,1,0,0,1,0,0,0,0,0,0
10001,3961,13,6,2,2,2,1,0,0,0,0
10001,3965,6,2,0,2,1,0,1,0,0,0
10001,3993,9,1,2,0,4,2,0,0,0,0
10001,3999,16,6,5,4,1,0,0,0,0,0
10001,399\,19,3,5,3,4,2,1,0,1,0
10001,40--,248,154,27,24,21,7,11,2,1,1
10001,4100,1,1,0,0,0,0,0,0,0,0
10001,4111,1,1,0,0,0,0,0,0,0,0
10001,4120,11,11,0,0,0,0,0,0,0,0
10001,4210,49,21,5,9,7,2,3,1,0,1
10001,4220,2,1,0,0,0,1,0,0,0,0
10001,4222,1,1,0,0,0,0,0,0,0,0
10001,4225,1,1,0,0,0,0,0,0,0,0
10001,4226,2,1,0,0,1,0,0,0,0,0
10001,4400,1,1,0,0,0,0,0,0,0,0
10001,4510,23,6,3,1,2,4,6,1,0,0
10001,4520,2,1,0,1,0,0,0,0,0,0
10001,4580,4,2,0,1,0,0,0,0,1,0
10001,4700,1,1,0,0,0,0,0,0,0,0
10001,4724,77,61,9,5,2,0,0,0,0,0
10001,4725,10,7,2,0,1,0,0,0,0,0
10001,4729,2,2,0,0,0,0,0,0,0,0
10001,4730,28,19,4,3,2,0,0,0,0,0
10001,4800,3,3,0,0,0,0,0,0,0,0
10001,4812,2,1,1,0,0,0,0,0,0,0
10001,4813,12,5,1,1,4,0,1,0,0,0
10001,4820,2,1,1,0,0,0,0,0,0,0
10001,4830,3,0,0,2,1,0,0,0,0,0
10001,4840,2,0,1,1,0,0,0,0,0,0
10001,4890,1,0,0,0,1,0,0,0,0,0
10001,4910,1,1,0,0,0,0,0,0,0,0
10001,4940,1,1,0,0,0,0,0,0,0,0
10001,497\,5,4,0,0,0,0,1,0,0,0
10001,50--,2085,1379,362,207,100,20,15,2,0,0
10001,5000,27,27,0,0,0,0,0,0,0,0
10001,5013,5,5,0,0,0,0,0,0,0,0
10001,5015,2,1,1,0,0,0,0,0,0,0
10001,5020,1,1,0,0,0,0,0,0,0,0
10001,5021,16,12,1,1,1,1,0,0,0,0
10001,5023,73,52,11,3,7,0,0,0,0,0
10001,5031,1,1,0,0,0,0,0,0,0,0
10001,5032,3,1,1,0,1,0,0,0,0,0
10001,5033,1,0,0,1,0,0,0,0,0,0
10001,5043,11,6,2,2,1,0,0,0,0,0
10001,5044,18,5,4,3,3,0,3,0,0,0
10001,5045,27,15,5,3,3,0,1,0,0,0
10001,5046,10,4,2,2,2,0,0,0,0,0
10001,5047,4,3,0,0,1,0,0,0,0,0
10001,5048,12,6,4,2,0,0,0,0,0,0
10001,5049,1,1,0,0,0,0,0,0,0,0
10001,5050,1,1,0,0,0,0,0,0,0,0
10001,5051,10,5,1,2,2,0,0,0,0,0
10001,5052,2,1,1,0,0,0,0,0,0,0
10001,5060,2,2,0,0,0,0,0,0,0,0
10001,5063,10,8,0,1,1,0,0,0,0,0
10001,5064,22,10,8,2,2,0,0,0,0,0
10001,5065,47,29,7,5,2,2,2,0,0,0
10001,5070,1,1,0,0,0,0,0,0,0,0
10001,5072,5,3,1,0,1,0,0,0,0,0
10001,5074,1,1,0,0,0,0,0,0,0,0
10001,5075,4,2,0,1,1,0,0,0,0,0
10001,5078,2,1,1,0,0,0,0,0,0,0
10001,5080,3,2,0,1,0,0,0,0,0,0
10001,5083,1,1,0,0,0,0,0,0,0,0
10001,5084,20,12,5,1,2,0,0,0,0,0
10001,5085,8,5,2,0,1,0,0,0,0,0
10001,5087,4,2,1,1,0,0,0,0,0,0
10001,5088,1,0,0,1,0,0,0,0,0,0
10001,5091,6,5,0,0,1,0,0,0,0,0
10001,5092,26,14,6,2,3,0,1,0,0,0
10001,5093,10,8,1,0,1,0,0,0,0,0
10001,5094,266,180,54,23,6,2,1,0,0,0
10001,5099,44,32,7,3,1,0,1,0,0,0
10001,5100,4,4,0,0,0,0,0,0,0,0
10001,5110,1,1,0,0,0,0,0,0,0,0
10001,5111,6,3,1,0,2,0,0,0,0,0
10001,5112,31,18,8,4,1,0,0,0,0,0
10001,5113,23,10,9,2,1,0,1,0,0,0
10001,5120,45,37,5,2,0,0,1,0,0,0
10001,5130,83,77,4,2,0,0,0,0,0,0
10001,5131,218,135,47,25,9,2,0,0,0,0
10001,5136,125,76,20,21,5,3,0,0,0,0
10001,5137,420,279,67,44,21,5,2,2,0,0
10001,5139,51,31,7,8,2,2,1,0,0,0
10001,5140,3,3,0,0,0,0,0,0,0,0
10001,5141,5,4,0,1,0,0,0,0,0,0
10001,5142,1,0,0,0,1,0,0,0,0,0
10001,5143,1,1,0,0,0,0,0,0,0,0
10001,5144,1,1,0,0,0,0,0,0,0,0
10001,5145,2,0,1,1,0,0,0,0,0,0
10001,5146,2,1,1,0,0,0,0,0,0,0
10001,5147,2,1,0,0,1,0,0,0,0,0
10001,5148,3,1,1,0,1,0,0,0,0,0
10001,5149,8,4,3,1,0,0,0,0,0,0
10001,5150,1,1,0,0,0,0,0,0,0,0
10001,5154,1,1,0,0,0,0,0,0,0,0
10001,5159,28,20,8,0,0,0,0,0,0,0
10001,5162,2,2,0,0,0,0,0,0,0,0
10001,5169,7,6,0,0,1,0,0,0,0,0
10001,5180,1,1,0,0,0,0,0,0,0,0
10001,5182,4,1,0,2,1,0,0,0,0,0
10001,5190,22,21,1,0,0,0,0,0,0,0
10001,5191,8,7,0,1,0,0,0,0,0,0
10001,5192,20,12,3,1,3,1,0,0,0,0
10001,5193,41,22,5,11,3,0,0,0,0,0
10001,5194,2,0,1,1,0,0,0,0,0,0
10001,5198,1,1,0,0,0,0,0,0,0,0
10001,5199,193,127,41,18,4,2,1,0,0,0
10001,519\,11,5,3,2,1,0,0,0,0,0
10001,52--,1016,553,197,109,98,35,18,1,3,2
10001,5200,2,2,0,0,0,0,0,0,0,0
10001,5210,3,2,1,0,0,0,0,0,0,0
10001,5230,1,1,0,0,0,0,0,0,0,0
10001,5250,7,6,0,1,0,0,0,0,0,0
10001,5260,1,0,1,0,0,0,0,0,0,0
10001,5300,1,1,0,0,0,0,0,0,0,0
10001,5310,4,0,0,0,0,2,0,0,1,1
10001,5330,9,3,3,1,1,0,1,0,0,0
10001,5390,22,12,0,2,6,2,0,0,0,0
10001,5400,2,1,0,0,1,0,0,0,0,0
10001,5410,53,35,12,5,1,0,0,0,0,0
10001,5430,6,5,1,0,0,0,0,0,0,0
10001,5440,3,2,1,0,0,0,0,0,0,0
10001,5450,4,4,0,0,0,0,0,0,0,0
10001,5460,15,9,2,2,2,0,0,0,0,0
10001,5490,5,3,0,2,0,0,0,0,0,0
10001,5530,1,1,0,0,0,0,0,0,0,0
10001,5540,3,3,0,0,0,0,0,0,0,0
10001,5570,1,0,1,0,0,0,0,0,0,0
10001,5600,14,14,0,0,0,0,0,0,0,0
10001,5610,25,15,5,2,2,0,1,0,0,0
10001,5620,51,27,7,5,8,2,2,0,0,0
10001,5630,54,42,9,3,0,0,0,0,0,0
10001,5640,5,1,0,1,1,2,0,0,0,0
10001,5650,18,9,2,2,4,0,1,0,0,0
10001,5660,33,10,10,8,5,0,0,0,0,0
10001,5690,17,13,1,2,0,0,1,0,0,0
10001,5712,7,2,4,0,1,0,0,0,0,0
10001,5713,8,8,0,0,0,0,0,0,0,0
10001,5719,5,2,0,1,2,0,0,0,0,0
10001,5720,6,3,2,1,0,0,0,0,0,0
10001,5730,1,1,0,0,0,0,0,0,0,0
10001,5731,23,13,7,3,0,0,0,0,0,0
10001,5734,12,7,4,1,0,0,0,0,0,0
10001,5735,13,7,1,4,1,0,0,0,0,0
10001,5736,1,0,1,0,0,0,0,0,0,0
10001,5800,32,27,1,2,1,0,1,0,0,0
10001,5812,266,85,62,44,46,21,7,0,1,0
10001,5813,15,7,7,1,0,0,0,0,0,0
10001,5900,7,7,0,0,0,0,0,0,0,0
10001,5910,13,9,3,0,1,0,0,0,0,0
10001,5920,5,4,1,0,0,0,0,0,0,0
10001,5930,11,5,4,2,0,0,0,0,0,0
10001,5941,11,4,1,2,3,1,0,0,0,0
10001,5942,8,3,5,0,0,0,0,0,0,0
10001,5943,10,7,0,2,1,0,0,0,0,0
10001,5944,42,30,11,0,1,0,0,0,0,0
10001,5945,5,3,0,1,0,0,1,0,0,0
10001,5946,7,4,0,2,0,1,0,0,0,0
10001,5947,21,16,4,1,0,0,0,0,0,0
10001,5948,10,7,3,0,0,0,0,0,0,0
10001,5949,4,4,0,0,0,0,0,0,0,0
10001,5961,14,5,3,2,3,1,0,0,0,0
10001,5962,1,0,1,0,0,0,0,0,0,0
10001,5963,8,4,3,1,0,0,0,0,0,0
10001,5983,1,1,0,0,0,0,0,0,0,0
10001,5992,11,7,2,1,1,0,0,0,0,0
10001,5993,3,2,1,0,0,0,0,0,0,0
10001,5994,24,19,2,1,0,2,0,0,0,0
10001,5995,7,4,2,0,1,0,0,0,0,0
10001,5999,26,20,3,1,1,1,0,0,0,0
10001,599\,18,5,3,0,4,0,3,1,1,1
10001,60--,651,380,92,95,53,17,8,2,3,1
10001,6020,18,3,3,2,7,1,1,0,1,0
10001,6030,5,1,0,2,2,0,0,0,0,0
10001,6060,6,5,0,0,1,0,0,0,0,0
10001,6080,2,0,0,0,2,0,0,0,0,0
10001,6090,11,7,3,1,0,0,0,0,0,0
10001,6100,2,2,0,0,0,0,0,0,0,0
10001,6140,1,0,0,0,0,0,1,0,0,0
10001,6150,11,9,0,0,1,0,1,0,0,0
10001,6160,6,5,0,1,0,0,0,0,0,0
10001,6210,78,26,8,23,18,2,1,0,0,0
10001,6220,2,2,0,0,0,0,0,0,0,0
10001,6230,1,0,1,0,0,0,0,0,0,0
10001,6280,5,3,0,1,1,0,0,0,0,0
10001,6310,11,2,2,0,2,3,1,0,1,0
10001,6324,4,1,1,0,0,0,0,0,1,1
10001,6330,8,4,0,1,0,0,2,1,0,0
10001,6370,4,0,0,3,1,0,0,0,0,0
10001,6400,37,24,7,2,3,1,0,0,0,0
10001,6500,7,7,0,0,0,0,0,0,0,0
10001,6510,272,174,48,35,8,6,0,1,0,0
10001,6530,109,70,16,12,6,4,1,0,0,0
10001,6540,3,2,1,0,0,0,0,0,0,0
10001,6550,1,1,0,0,0,0,0,0,0,0
10001,6552,1,0,1,0,0,0,0,0,0,0
10001,6553,1,1,0,0,0,0,0,0,0,0
10001,6700,2,2,0,0,0,0,0,0,0,0
10001,6710,12,10,0,1,1,0,0,0,0,0
10001,6720,2,2,0,0,0,0,0,0,0,0
10001,6732,9,4,0,5,0,0,0,0,0,0
10001,6733,4,2,1,1,0,0,0,0,0,0
10001,6794,3,1,0,2,0,0,0,0,0,0
10001,6798,1,1,0,0,0,0,0,0,0,0
10001,6799,11,9,0,2,0,0,0,0,0,0
10001,679\,1,0,0,1,0,0,0,0,0,0
10001,70--,1942,1106,364,206,143,67,36,8,6,6
10001,7000,1,1,0,0,0,0,0,0,0,0
10001,7010,8,2,0,0,4,1,0,0,0,1
10001,7020,2,1,0,0,0,1,0,0,0,0
10001,7040,1,1,0,0,0,0,0,0,0,0
10001,7200,4,4,0,0,0,0,0,0,0,0
10001,7210,1,1,0,0,0,0,0,0,0,0
10001,7211,1,0,0,0,0,0,1,0,0,0
10001,7212,2,2,0,0,0,0,0,0,0,0
10001,7215,1,0,1,0,0,0,0,0,0,0
10001,7216,5,1,3,1,0,0,0,0,0,0
10001,7217,4,1,1,1,0,1,0,0,0,0
10001,7219,15,10,3,0,1,1,0,0,0,0
10001,7220,11,7,2,1,1,0,0,0,0,0
10001,7230,36,29,5,1,1,0,0,0,0,0
10001,7240,5,5,0,0,0,0,0,0,0,0
10001,7250,2,1,1,0,0,0,0,0,0,0
10001,7291,5,3,1,0,0,0,1,0,0,0
10001,7299,9,5,3,1,0,0,0,0,0,0
10001,7300,20,17,1,1,1,0,0,0,0,0
10001,7310,4,4,0,0,0,0,0,0,0,0
10001,7311,48,31,9,5,2,0,1,0,0,0
10001,7313,4,2,0,1,1,0,0,0,0,0
10001,7319,8,2,3,1,2,0,0,0,0,0
10001,7322,15,4,3,4,2,1,1,0,0,0
10001,7323,1,0,0,0,1,0,0,0,0,0
10001,7331,12,4,0,5,3,0,0,0,0,0
10001,7334,10,5,1,2,2,0,0,0,0,0
10001,7335,60,52,5,2,1,0,0,0,0,0
10001,7336,105,70,18,9,7,1,0,0,0,0
10001,7338,5,3,0,2,0,0,0,0,0,0
10001,7342,6,1,2,2,1,0,0,0,0,0
10001,7349,29,10,3,2,3,5,2,0,2,2
10001,7352,1,1,0,0,0,0,0,0,0,0
10001,7359,7,2,2,1,0,2,0,0,0,0
10001,7361,37,20,6,7,3,1,0,0,0,0
10001,7363,6,4,0,0,0,1,0,0,1,0
10001,7370,1,1,0,0,0,0,0,0,0,0
10001,7371,32,16,7,3,3,2,0,1,0,0
10001,7372,10,4,2,0,3,0,0,0,1,0
10001,7373,9,4,0,2,1,1,1,0,0,0
10001,7374,13,7,2,0,1,2,1,0,0,0
10001,7375,5,3,0,1,0,0,1,0,0,0
10001,7377,3,1,1,0,1,0,0,0,0,0
10001,7378,6,3,1,0,2,0,0,0,0,0
10001,7379,36,23,6,1,4,1,1,0,0,0
10001,7381,16,5,2,1,2,1,2,2,1,0
10001,7382,3,0,2,0,0,0,0,1,0,0
10001,7383,4,0,1,2,1,0,0,0,0,0
10001,7384,12,6,4,1,1,0,0,0,0,0
10001,7389,150,91,23,21,9,3,3,0,0,0
10001,7500,1,1,0,0,0,0,0,0,0,0
10001,7513,2,1,0,1,0,0,0,0,0,0
10001,7520,91,49,24,8,6,3,1,0,0,0
10001,7532,1,0,1,0,0,0,0,0,0,0
10001,7534,1,1,0,0,0,0,0,0,0,0
10001,7536,1,1,0,0,0,0,0,0,0,0
10001,7538,13,10,2,1,0,0,0,0,0,0
10001,7539,1,0,0,1,0,0,0,0,0,0
10001,7542,1,1,0,0,0,0,0,0,0,0
10001,7622,2,1,1,0,0,0,0,0,0,0
10001,7623,4,2,2,0,0,0,0,0,0,0
10001,7629,5,1,3,0,1,0,0,0,0,0
10001,7630,2,1,0,1,0,0,0,0,0,0
10001,7640,8,7,0,1,0,0,0,0,0,0
10001,7692,2,1,0,1,0,0,0,0,0,0
10001,7699,15,8,2,3,2,0,0,0,0,0
10001,7812,60,42,10,5,3,0,0,0,0,0
10001,7819,15,8,4,1,1,1,0,0,0,0
10001,7822,7,4,1,2,0,0,0,0,0,0
10001,7829,1,0,0,0,0,0,1,0,0,0
10001,7832,2,1,0,1,0,0,0,0,0,0
10001,7840,3,2,0,0,1,0,0,0,0,0
10001,7900,4,4,0,0,0,0,0,0,0,0
10001,7910,3,2,0,0,0,1,0,0,0,0
10001,7920,1,1,0,0,0,0,0,0,0,0
10001,7922,40,20,11,4,2,2,1,0,0,0
10001,7929,16,12,3,1,0,0,0,0,0,0
10001,7930,2,1,1,0,0,0,0,0,0,0
10001,7941,1,0,0,0,1,0,0,0,0,0
10001,7990,1,1,0,0,0,0,0,0,0,0
10001,7991,8,4,2,0,2,0,0,0,0,0
10001,7993,1,0,1,0,0,0,0,0,0,0
10001,7997,4,3,0,1,0,0,0,0,0,0
10001,7999,10,6,2,1,0,0,1,0,0,0
10001,8010,45,31,8,3,1,0,2,0,0,0
10001,8020,14,10,3,1,0,0,0,0,0,0
10001,8041,3,2,0,1,0,0,0,0,0,0
10001,8042,1,1,0,0,0,0,0,0,0,0
10001,8043,3,3,0,0,0,0,0,0,0,0
10001,8049,11,10,1,0,0,0,0,0,0,0
10001,8050,2,0,0,0,0,0,1,0,0,1
10001,8071,3,0,1,1,1,0,0,0,0,0
10001,8072,8,4,2,1,1,0,0,0,0,0
10001,8080,5,2,0,0,0,1,1,0,0,1
10001,8090,6,0,1,2,1,1,0,1,0,0
10001,8100,100,70,19,6,2,3,0,0,0,0
10001,8200,3,2,1,0,0,0,0,0,0,0
10001,8210,7,0,0,1,4,2,0,0,0,0
10001,8220,6,2,0,0,2,1,0,1,0,0
10001,8240,14,7,4,0,1,2,0,0,0,0
10001,8290,27,16,5,2,2,2,0,0,0,0
10001,8300,4,3,1,0,0,0,0,0,0,0
10001,8320,29,8,6,6,3,3,2,0,0,1
10001,8330,3,0,2,0,1,0,0,0,0,0
10001,8350,3,1,0,1,1,0,0,0,0,0
10001,8360,2,1,0,0,0,1,0,0,0,0
10001,8390,28,12,5,4,4,2,1,0,0,0
10001,8410,3,2,1,0,0,0,0,0,0,0
10001,8610,24,15,4,2,2,1,0,0,0,0
10001,8620,9,2,3,4,0,0,0,0,0,0
10001,8630,14,3,2,6,1,1,1,0,0,0
10001,8640,19,11,7,0,0,0,1,0,0,0
10001,8650,1,1,0,0,0,0,0,0,0,0
10001,8660,19,7,6,2,2,0,1,1,0,0
10001,8690,8,3,4,1,0,0,0,0,0,0
10001,8710,4,4,0,0,0,0,0,0,0,0
10001,8711,56,27,9,10,4,4,2,0,0,0
10001,8712,63,36,16,6,3,2,0,0,0,0
10001,8713,1,0,1,0,0,0,0,0,0,0
10001,8720,102,65,18,15,2,0,1,1,0,0
10001,8730,1,0,1,0,0,0,0,0,0,0
10001,8731,1,0,1,0,0,0,0,0,0,0
10001,8732,12,7,2,0,2,1,0,0,0,0
10001,8733,8,1,2,4,1,0,0,0,0,0
10001,8734,2,0,1,0,1,0,0,0,0,0
10001,8741,35,12,5,5,7,5,1,0,0,0
10001,8742,52,25,18,4,4,0,1,0,0,0
10001,8743,18,15,2,0,1,0,0,0,0,0
10001,8744,1,0,0,0,0,1,0,0,0,0
10001,8748,13,8,4,1,0,0,0,0,0,0
10001,8900,19,10,3,1,4,0,1,0,0,0
10001,899\,10,1,1,2,2,2,1,0,1,0
10001,99--,59,53,3,1,2,0,0,0,0,0
10002,----,1819,1278,253,159,88,27,10,2,2,0
10002,07--,5,3,1,1,0,0,0,0,0,0
10002,0720,1,1,0,0,0,0,0,0,0,0
10002,0740,1,0,1,0,0,0,0,0,0,0
10002,0780,3,2,0,1,0,0,0,0,0,0
10002,15--,47,36,2,6,3,0,0,0,0,0
10002,1500,3,2,1,0,0,0,0,0,0,0
10002,1510,13,10,1,1,1,0,0,0,0,0
10002,1530,2,2,0,0,0,0,0,0,0,0
10002,1700,3,3,0,0,0,0,0,0,0,0
10002,1710,12,8,0,3,1,0,0,0,0,0
10002,1730,3,2,0,1,0,0,0,0,0,0
10002,1751,3,3,0,0,0,0,0,0,0,0
10002,1752,1,1,0,0,0,0,0,0,0,0
10002,1760,1,1,0,0,0,0,0,0,0,0
10002,1790,1,1,0,0,0,0,0,0,0,0
10002,1793,2,1,0,1,0,0,0,0,0,0
10002,1796,1,1,0,0,0,0,0,0,0,0
10002,1799,2,1,0,0,1,0,0,0,0,0
10002,20--,216,93,36,39,33,13,1,0,1,0
10002,2000,1,1,0,0,0,0,0,0,0,0
10002,2013,2,0,1,1,0,0,0,0,0,0
10002,2050,2,1,0,1,0,0,0,0,0,0
10002,2051,6,2,1,3,0,0,0,0,0,0
10002,2052,3,2,0,0,0,1,0,0,0,0
10002,2075,1,1,0,0,0,0,0,0,0,0
10002,2092,1,1,0,0,0,0,0,0,0,0
10002,2098,1,1,0,0,0,0,0,0,0,0
10002,2099,5,1,2,1,1,0,0,0,0,0
10002,2200,1,1,0,0,0,0,0,0,0,0
10002,2250,1,0,1,0,0,0,0,0,0,0
10002,2253,1,0,1,0,0,0,0,0,0,0
10002,2284,1,0,1,0,0,0,0,0,0,0
10002,2300,4,3,1,0,0,0,0,0,0,0
10002,2329,3,1,0,1,1,0,0,0,0,0
10002,2330,1,1,0,0,0,0,0,0,0,0
10002,2331,25,7,3,7,8,0,0,0,0,0
10002,2335,53,19,4,10,14,5,1,0,0,0
10002,2337,9,2,1,0,2,4,0,0,0,0
10002,2339,44,16,10,11,5,2,0,0,0,0
10002,2341,1,0,0,1,0,0,0,0,0,0
10002,2342,1,0,1,0,0,0,0,0,0,0
10002,2350,1,1,0,0,0,0,0,0,0,0
