zip,sic,est,n1_4,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000
10304,5994,1,0,1,0,0,0,0,0,0,0
10304,5999,2,1,1,0,0,0,0,0,0,0
10304,60--,45,25,8,8,3,0,1,0,0,0
10304,6020,2,0,1,1,0,0,0,0,0,0
10304,6030,6,1,0,3,1,0,1,0,0,0
10304,6060,1,1,0,0,0,0,0,0,0,0
10304,6090,1,0,1,0,0,0,0,0,0,0
10304,6210,3,3,0,0,0,0,0,0,0,0
10304,6280,1,0,0,1,0,0,0,0,0,0
10304,6330,2,2,0,0,0,0,0,0,0,0
10304,6400,7,4,2,1,0,0,0,0,0,0
10304,6510,11,6,1,2,2,0,0,0,0,0
10304,6530,6,4,2,0,0,0,0,0,0,0
10304,6540,3,2,1,0,0,0,0,0,0,0
10304,6552,1,1,0,0,0,0,0,0,0,0
10304,6799,1,1,0,0,0,0,0,0,0,0
10304,70--,233,129,44,29,18,4,4,3,1,1
10304,7020,1,1,0,0,0,0,0,0,0,0
10304,7211,2,1,0,0,1,0,0,0,0,0
10304,7215,5,5,0,0,0,0,0,0,0,0
10304,7216,3,2,1,0,0,0,0,0,0,0
10304,7230,7,7,0,0,0,0,0,0,0,0
10304,7240,2,1,1,0,0,0,0,0,0,0
10304,7260,1,0,1,0,0,0,0,0,0,0
10304,7300,2,2,0,0,0,0,0,0,0,0
10304,7311,2,2,0,0,0,0,0,0,0,0
10304,7313,1,0,0,1,0,0,0,0,0,0
10304,7336,2,1,1,0,0,0,0,0,0,0
10304,7349,3,2,0,0,0,0,0,1,0,0
10304,7361,2,2,0,0,0,0,0,0,0,0
10304,7370,1,1,0,0,0,0,0,0,0,0
10304,7371,3,2,1,0,0,0,0,0,0,0
10304,7374,2,1,0,0,1,0,0,0,0,0
10304,7379,1,1,0,0,0,0,0,0,0,0
10304,7381,2,1,0,0,0,0,1,0,0,0
10304,7389,2,1,1,0,0,0,0,0,0,0
10304,7532,3,2,1,0,0,0,0,0,0,0
10304,7538,8,6,1,1,0,0,0,0,0,0
10304,7540,1,1,0,0,0,0,0,0,0,0
10304,7549,1,1,0,0,0,0,0,0,0,0
10304,7623,3,3,0,0,0,0,0,0,0,0
10304,7630,1,1,0,0,0,0,0,0,0,0
10304,7699,1,1,0,0,0,0,0,0,0,0
10304,7832,1,0,0,0,0,0,1,0,0,0
10304,7840,1,1,0,0,0,0,0,0,0,0
10304,7910,1,1,0,0,0,0,0,0,0,0
10304,7929,1,1,0,0,0,0,0,0,0,0
10304,7993,1,1,0,0,0,0,0,0,0,0
10304,7997,1,0,0,0,0,1,0,0,0,0
10304,8010,47,25,11,7,3,1,0,0,0,0
10304,8020,14,5,6,2,1,0,0,0,0,0
10304,8041,3,3,0,0,0,0,0,0,0,0
10304,8043,2,1,0,1,0,0,0,0,0,0
10304,8049,3,1,1,0,1,0,0,0,0,0
10304,8050,5,0,0,0,2,0,0,2,1,0
10304,8060,2,0,0,0,0,0,1,0,0,1
10304,8071,1,0,1,0,0,0,0,0,0,0
10304,8090,3,2,0,0,1,0,0,0,0,0
10304,8100,9,6,0,0,3,0,0,0,0,0
10304,8210,9,0,3,4,1,0,1,0,0,0
10304,8220,1,1,0,0,0,0,0,0,0,0
10304,8230,2,0,0,2,0,0,0,0,0,0
10304,8240,1,0,1,0,0,0,0,0,0,0
10304,8290,2,1,0,0,0,1,0,0,0,0
10304,8320,6,2,2,1,1,0,0,0,0,0
10304,8330,1,0,1,0,0,0,0,0,0,0
10304,8350,12,2,4,4,1,1,0,0,0,0
10304,8360,3,0,2,1,0,0,0,0,0,0
10304,8390,3,1,0,2,0,0,0,0,0,0
10304,8610,1,1,0,0,0,0,0,0,0,0
10304,8620,1,1,0,0,0,0,0,0,0,0
10304,8630,1,0,1,0,0,0,0,0,0,0
10304,8660,13,8,1,3,1,0,0,0,0,0
10304,8711,3,3,0,0,0,0,0,0,0,0
10304,8712,7,6,1,0,0,0,0,0,0,0
10304,8713,1,0,0,0,1,0,0,0,0,0
10304,8720,5,5,0,0,0,0,0,0,0,0
10304,8733,1,0,1,0,0,0,0,0,0,0
10304,8741,1,1,0,0,0,0,0,0,0,0
10304,8742,1,1,0,0,0,0,0,0,0,0
10304,8743,1,1,0,0,0,0,0,0,0,0
10304,99--,3,3,0,0,0,0,0,0,0,0
10305,----,628,411,97,54,48,9,5,2,0,2
10305,07--,5,3,0,0,2,0,0,0,0,0
10305,0740,3,1,0,0,2,0,0,0,0,0
10305,0780,2,2,0,0,0,0,0,0,0,0
10305,15--,80,64,12,4,0,0,0,0,0,0
10305,1500,3,2,1,0,0,0,0,0,0,0
10305,1510,18,14,3,1,0,0,0,0,0,0
10305,1530,2,1,1,0,0,0,0,0,0,0
10305,1620,2,2,0,0,0,0,0,0,0,0
10305,1710,7,5,2,0,0,0,0,0,0,0
10305,1720,6,6,0,0,0,0,0,0,0,0
10305,1730,13,10,2,1,0,0,0,0,0,0
10305,1741,5,5,0,0,0,0,0,0,0,0
10305,1742,2,2,0,0,0,0,0,0,0,0
10305,1743,1,1,0,0,0,0,0,0,0,0
10305,1751,6,3,3,0,0,0,0,0,0,0
10305,1752,1,1,0,0,0,0,0,0,0,0
10305,1760,3,3,0,0,0,0,0,0,0,0
10305,1770,1,0,0,1,0,0,0,0,0,0
10305,1791,2,2,0,0,0,0,0,0,0,0
10305,1794,2,2,0,0,0,0,0,0,0,0
10305,1796,1,0,0,1,0,0,0,0,0,0
10305,1799,5,5,0,0,0,0,0,0,0,0
10305,20--,14,6,4,1,1,0,1,1,0,0
10305,2361,1,1,0,0,0,0,0,0,0,0
10305,2389,1,0,1,0,0,0,0,0,0,0
10305,2396,1,0,1,0,0,0,0,0,0,0
10305,2710,2,0,0,1,0,0,0,1,0,0
10305,2740,1,0,1,0,0,0,0,0,0,0
10305,2759,2,2,0,0,0,0,0,0,0,0
10305,2865,1,0,0,0,0,0,1,0,0,0
10305,3271,1,1,0,0,0,0,0,0,0,0
10305,3446,1,1,0,0,0,0,0,0,0,0
10305,3469,1,0,0,0,1,0,0,0,0,0
10305,3732,1,0,1,0,0,0,0,0,0,0
10305,3843,1,1,0,0,0,0,0,0,0,0
10305,40--,38,19,7,6,4,1,1,0,0,0
10305,4119,1,0,0,0,1,0,0,0,0,0
10305,4120,5,4,0,0,0,1,0,0,0,0
10305,4140,1,0,1,0,0,0,0,0,0,0
10305,4141,1,1,0,0,0,0,0,0,0,0
10305,4150,1,0,0,0,1,0,0,0,0,0
10305,4210,6,4,0,2,0,0,0,0,0,0
10305,4491,1,0,0,1,0,0,0,0,0,0
10305,4499,4,1,0,2,1,0,0,0,0,0
10305,4724,3,2,1,0,0,0,0,0,0,0
10305,4725,1,1,0,0,0,0,0,0,0,0
10305,4729,1,1,0,0,0,0,0,0,0,0
10305,4730,8,3,4,0,1,0,0,0,0,0
10305,4812,1,0,0,1,0,0,0,0,0,0
10305,4813,1,0,0,0,0,0,1,0,0,0
10305,4920,1,0,1,0,0,0,0,0,0,0
10305,4950,1,1,0,0,0,0,0,0,0,0
10305,497\,1,1,0,0,0,0,0,0,0,0
10305,50--,39,29,6,2,1,0,1,0,0,0
10305,5000,1,1,0,0,0,0,0,0,0,0
10305,5010,1,1,0,0,0,0,0,0,0,0
10305,5015,1,1,0,0,0,0,0,0,0,0
10305,5021,1,1,0,0,0,0,0,0,0,0
10305,5023,2,2,0,0,0,0,0,0,0,0
10305,5045,1,1,0,0,0,0,0,0,0,0
10305,5046,2,2,0,0,0,0,0,0,0,0
10305,5047,1,1,0,0,0,0,0,0,0,0
10305,5063,4,3,1,0,0,0,0,0,0,0
10305,5065,3,0,3,0,0,0,0,0,0,0
10305,5070,1,1,0,0,0,0,0,0,0,0
10305,5084,2,2,0,0,0,0,0,0,0,0
10305,5088,1,0,0,1,0,0,0,0,0,0
10305,5093,1,1,0,0,0,0,0,0,0,0
10305,5099,1,1,0,0,0,0,0,0,0,0
10305,5120,1,1,0,0,0,0,0,0,0,0
10305,5137,3,1,1,0,1,0,0,0,0,0
10305,5140,1,1,0,0,0,0,0,0,0,0
10305,5147,1,1,0,0,0,0,0,0,0,0
10305,5148,2,2,0,0,0,0,0,0,0,0
10305,5149,5,3,1,0,0,0,1,0,0,0
10305,5194,1,0,0,1,0,0,0,0,0,0
10305,5199,2,2,0,0,0,0,0,0,0,0
10305,52--,174,117,29,13,12,3,0,0,0,0
10305,5210,2,0,1,0,1,0,0,0,0,0
10305,5250,1,0,1,0,0,0,0,0,0,0
10305,5260,1,1,0,0,0,0,0,0,0,0
10305,5410,27,21,3,1,1,1,0,0,0,0
10305,5420,2,2,0,0,0,0,0,0,0,0
10305,5430,1,1,0,0,0,0,0,0,0,0
10305,5460,4,3,1,0,0,0,0,0,0,0
10305,5490,3,2,1,0,0,0,0,0,0,0
10305,5510,6,1,0,2,1,2,0,0,0,0
10305,5520,1,1,0,0,0,0,0,0,0,0
10305,5530,2,1,0,1,0,0,0,0,0,0
10305,5540,9,5,4,0,0,0,0,0,0,0
10305,5620,2,2,0,0,0,0,0,0,0,0
10305,5690,1,1,0,0,0,0,0,0,0,0
10305,5700,1,1,0,0,0,0,0,0,0,0
10305,5712,1,1,0,0,0,0,0,0,0,0
10305,5713,2,1,1,0,0,0,0,0,0,0
10305,5714,1,1,0,0,0,0,0,0,0,0
10305,5719,1,1,0,0,0,0,0,0,0,0
10305,5736,1,1,0,0,0,0,0,0,0,0
10305,5800,1,1,0,0,0,0,0,0,0,0
10305,5812,60,36,11,6,7,0,0,0,0,0
10305,5813,9,8,1,0,0,0,0,0,0,0
10305,5910,7,1,2,2,2,0,0,0,0,0
10305,5920,2,2,0,0,0,0,0,0,0,0
10305,5940,1,1,0,0,0,0,0,0,0,0
10305,5941,1,1,0,0,0,0,0,0,0,0
10305,5944,5,5,0,0,0,0,0,0,0,0
10305,5946,1,1,0,0,0,0,0,0,0,0
10305,5947,2,2,0,0,0,0,0,0,0,0
10305,5948,1,0,0,1,0,0,0,0,0,0
10305,5961,1,0,1,0,0,0,0,0,0,0
10305,5963,1,1,0,0,0,0,0,0,0,0
10305,5983,1,1,0,0,0,0,0,0,0,0
10305,5992,3,2,1,0,0,0,0,0,0,0
10305,5995,1,0,1,0,0,0,0,0,0,0
10305,5999,6,6,0,0,0,0,0,0,0,0
10305,599\,2,2,0,0,0,0,0,0,0,0
10305,60--,40,29,3,4,4,0,0,0,0,0
10305,6020,2,0,0,1,1,0,0,0,0,0
10305,6030,2,0,0,1,1,0,0,0,0,0
10305,6090,1,0,1,0,0,0,0,0,0,0
10305,6160,2,2,0,0,0,0,0,0,0,0
10305,6210,2,0,1,0,1,0,0,0,0,0
10305,6310,1,0,0,0,1,0,0,0,0,0
10305,6330,2,2,0,0,0,0,0,0,0,0
10305,6400,2,1,0,1,0,0,0,0,0,0
10305,6500,1,0,1,0,0,0,0,0,0,0
10305,6510,11,10,0,1,0,0,0,0,0,0
10305,6530,10,10,0,0,0,0,0,0,0,0
10305,6540,1,1,0,0,0,0,0,0,0,0
10305,6550,1,1,0,0,0,0,0,0,0,0
10305,6552,1,1,0,0,0,0,0,0,0,0
10305,6553,1,1,0,0,0,0,0,0,0,0
10305,70--,237,143,36,24,24,5,2,1,0,2
10305,7010,2,1,1,0,0,0,0,0,0,0
10305,7200,2,2,0,0,0,0,0,0,0,0
10305,7210,1,1,0,0,0,0,0,0,0,0
10305,7215,4,3,1,0,0,0,0,0,0,0
10305,7216,4,4,0,0,0,0,0,0,0,0
10305,7230,15,11,3,1,0,0,0,0,0,0
10305,7260,5,3,2,0,0,0,0,0,0,0
10305,7291,1,1,0,0,0,0,0,0,0,0
10305,7299,3,2,0,1,0,0,0,0,0,0
10305,7313,1,0,0,1,0,0,0,0,0,0
10305,7331,1,0,0,0,1,0,0,0,0,0
10305,7334,1,1,0,0,0,0,0,0,0,0
10305,7338,1,0,1,0,0,0,0,0,0,0
10305,7349,4,2,0,1,1,0,0,0,0,0
10305,7359,3,2,0,1,0,0,0,0,0,0
10305,7371,2,2,0,0,0,0,0,0,0,0
10305,7373,1,1,0,0,0,0,0,0,0,0
10305,7374,3,0,2,0,1,0,0,0,0,0
10305,7378,1,1,0,0,0,0,0,0,0,0
10305,7379,3,3,0,0,0,0,0,0,0,0
10305,7380,1,1,0,0,0,0,0,0,0,0
10305,7381,5,5,0,0,0,0,0,0,0,0
10305,7389,5,4,1,0,0,0,0,0,0,0
10305,7500,2,1,1,0,0,0,0,0,0,0
10305,7513,1,1,0,0,0,0,0,0,0,0
10305,7514,2,2,0,0,0,0,0,0,0,0
10305,7520,1,0,1,0,0,0,0,0,0,0
10305,7532,2,2,0,0,0,0,0,0,0,0
10305,7533,1,0,1,0,0,0,0,0,0,0
10305,7536,1,1,0,0,0,0,0,0,0,0
10305,7537,3,2,1,0,0,0,0,0,0,0
10305,7538,7,7,0,0,0,0,0,0,0,0
10305,7622,1,0,0,0,1,0,0,0,0,0
10305,7623,1,1,0,0,0,0,0,0,0,0
10305,7699,2,1,0,1,0,0,0,0,0,0
10305,7812,1,0,1,0,0,0,0,0,0,0
10305,7832,1,0,0,0,1,0,0,0,0,0
10305,7900,1,1,0,0,0,0,0,0,0,0
10305,7910,1,1,0,0,0,0,0,0,0,0
10305,7930,1,1,0,0,0,0,0,0,0,0
10305,7993,2,2,0,0,0,0,0,0,0,0
10305,7996,1,1,0,0,0,0,0,0,0,0
10305,7997,1,1,0,0,0,0,0,0,0,0
10305,8010,37,20,8,3,5,1,0,0,0,0
10305,8020,7,4,1,1,1,0,0,0,0,0
10305,8030,1,1,0,0,0,0,0,0,0,0
10305,8041,2,2,0,0,0,0,0,0,0,0
10305,8042,2,1,0,1,0,0,0,0,0,0
10305,8049,2,2,0,0,0,0,0,0,0,0
10305,8050,5,1,0,1,2,0,1,0,0,0
10305,8060,2,0,0,0,0,0,0,0,0,2
10305,8071,2,1,0,0,1,0,0,0,0,0
10305,8072,2,2,0,0,0,0,0,0,0,0
10305,8080,3,1,0,0,0,1,0,1,0,0
10305,8090,2,1,1,0,0,0,0,0,0,0
10305,8100,7,6,1,0,0,0,0,0,0,0
10305,8200,1,0,1,0,0,0,0,0,0,0
10305,8210,7,0,0,2,3,2,0,0,0,0
10305,8230,1,0,1,0,0,0,0,0,0,0
10305,8290,2,1,1,0,0,0,0,0,0,0
10305,8320,6,0,3,0,3,0,0,0,0,0
10305,8330,1,1,0,0,0,0,0,0,0,0
10305,8350,4,0,1,2,0,1,0,0,0,0
10305,8360,3,0,0,1,2,0,0,0,0,0
10305,8410,1,1,0,0,0,0,0,0,0,0
10305,8620,1,1,0,0,0,0,0,0,0,0
10305,8630,3,1,0,1,1,0,0,0,0,0
10305,8640,2,2,0,0,0,0,0,0,0,0
10305,8660,3,2,0,1,0,0,0,0,0,0
10305,8710,1,1,0,0,0,0,0,0,0,0
10305,8711,2,1,0,1,0,0,0,0,0,0
10305,8712,4,3,1,0,0,0,0,0,0,0
10305,8720,6,3,1,2,0,0,0,0,0,0
10305,8741,2,1,0,0,0,0,1,0,0,0
10305,8742,6,5,0,1,0,0,0,0,0,0
10305,8748,4,3,0,0,1,0,0,0,0,0
10305,899\,1,0,0,1,0,0,0,0,0,0
10305,99--,1,1,0,0,0,0,0,0,0,0
10306,----,878,575,140,78,62,13,6,1,3,0
10306,07--,15,13,1,0,1,0,0,0,0,0
10306,0740,2,0,1,0,1,0,0,0,0,0
10306,0780,13,13,0,0,0,0,0,0,0,0
10306,15--,89,66,16,6,1,0,0,0,0,0
10306,1500,3,2,1,0,0,0,0,0,0,0
10306,1510,23,18,5,0,0,0,0,0,0,0
10306,1700,3,3,0,0,0,0,0,0,0,0
10306,1710,14,8,2,4,0,0,0,0,0,0
10306,1720,4,3,1,0,0,0,0,0,0,0
10306,1730,13,9,3,0,1,0,0,0,0,0
10306,1741,7,5,2,0,0,0,0,0,0,0
10306,1743,2,2,0,0,0,0,0,0,0,0
10306,1751,7,4,1,2,0,0,0,0,0,0
10306,1752,1,1,0,0,0,0,0,0,0,0
10306,1760,3,3,0,0,0,0,0,0,0,0
10306,1770,2,2,0,0,0,0,0,0,0,0
10306,1791,1,1,0,0,0,0,0,0,0,0
10306,1793,2,2,0,0,0,0,0,0,0,0
10306,1794,1,1,0,0,0,0,0,0,0,0
10306,1799,3,2,1,0,0,0,0,0,0,0
10306,20--,12,7,1,4,0,0,0,0,0,0
10306,2339,1,0,0,1,0,0,0,0,0,0
10306,2361,1,0,0,1,0,0,0,0,0,0
10306,2710,1,1,0,0,0,0,0,0,0,0
10306,2740,1,1,0,0,0,0,0,0,0,0
10306,2752,5,3,1,1,0,0,0,0,0,0
10306,3645,1,1,0,0,0,0,0,0,0,0
10306,3732,1,0,0,1,0,0,0,0,0,0
10306,3999,1,1,0,0,0,0,0,0,0,0
10306,40--,40,23,6,4,6,1,0,0,0,0
10306,4111,1,1,0,0,0,0,0,0,0,0
10306,4119,7,2,2,0,2,1,0,0,0,0
10306,4130,2,1,0,1,0,0,0,0,0,0
10306,4141,2,1,0,0,1,0,0,0,0,0
10306,4150,2,0,0,1,1,0,0,0,0,0
10306,4200,1,1,0,0,0,0,0,0,0,0
10306,4210,12,8,1,1,2,0,0,0,0,0
10306,4492,1,1,0,0,0,0,0,0,0,0
10306,4493,1,0,0,1,0,0,0,0,0,0
10306,4700,2,2,0,0,0,0,0,0,0,0
10306,4724,4,3,1,0,0,0,0,0,0,0
10306,4725,2,1,1,0,0,0,0,0,0,0
10306,4730,1,1,0,0,0,0,0,0,0,0
10306,4780,1,1,0,0,0,0,0,0,0,0
10306,4813,1,0,1,0,0,0,0,0,0,0
10306,50--,37,32,2,2,1,0,0,0,0,0
10306,5012,1,1,0,0,0,0,0,0,0,0
10306,5013,3,2,1,0,0,0,0,0,0,0
10306,5023,1,1,0,0,0,0,0,0,0,0
10306,5031,1,1,0,0,0,0,0,0,0,0
10306,5045,2,2,0,0,0,0,0,0,0,0
10306,5046,1,1,0,0,0,0,0,0,0,0
10306,5047,1,1,0,0,0,0,0,0,0,0
10306,5051,1,1,0,0,0,0,0,0,0,0
10306,5063,1,0,0,1,0,0,0,0,0,0
10306,5065,1,1,0,0,0,0,0,0,0,0
10306,5070,1,1,0,0,0,0,0,0,0,0
10306,5072,1,1,0,0,0,0,0,0,0,0
10306,5074,1,0,1,0,0,0,0,0,0,0
10306,5093,1,1,0,0,0,0,0,0,0,0
10306,5112,2,1,0,0,1,0,0,0,0,0
10306,5120,2,1,0,1,0,0,0,0,0,0
10306,5145,2,2,0,0,0,0,0,0,0,0
10306,5147,2,2,0,0,0,0,0,0,0,0
10306,5149,8,8,0,0,0,0,0,0,0,0
10306,5159,1,1,0,0,0,0,0,0,0,0
10306,5160,1,1,0,0,0,0,0,0,0,0
10306,5169,1,1,0,0,0,0,0,0,0,0
10306,5181,1,1,0,0,0,0,0,0,0,0
10306,52--,263,144,53,27,26,8,5,0,0,0
10306,5210,4,1,1,1,0,1,0,0,0,0
10306,5230,1,1,0,0,0,0,0,0,0,0
10306,5250,3,1,1,0,1,0,0,0,0,0
10306,5260,3,2,0,0,1,0,0,0,0,0
10306,5310,1,0,0,0,0,0,1,0,0,0
10306,5330,1,1,0,0,0,0,0,0,0,0
10306,5390,3,1,0,1,1,0,0,0,0,0
10306,5410,24,13,3,2,0,2,4,0,0,0
10306,5420,4,3,0,0,1,0,0,0,0,0
10306,5430,1,0,0,1,0,0,0,0,0,0
10306,5450,2,0,2,0,0,0,0,0,0,0
10306,5460,6,2,1,2,1,0,0,0,0,0
10306,5490,3,1,2,0,0,0,0,0,0,0
10306,5510,2,0,0,0,2,0,0,0,0,0
10306,5520,2,2,0,0,0,0,0,0,0,0
10306,5530,4,1,1,2,0,0,0,0,0,0
10306,5540,15,8,5,2,0,0,0,0,0,0
10306,5620,13,3,3,4,3,0,0,0,0,0
10306,5630,2,2,0,0,0,0,0,0,0,0
10306,5640,1,1,0,0,0,0,0,0,0,0
10306,5650,5,2,0,1,1,1,0,0,0,0
10306,5660,6,2,4,0,0,0,0,0,0,0
10306,5690,1,1,0,0,0,0,0,0,0,0
10306,5712,7,7,0,0,0,0,0,0,0,0
10306,5713,2,2,0,0,0,0,0,0,0,0
10306,5714,1,0,1,0,0,0,0,0,0,0
10306,5720,2,1,1,0,0,0,0,0,0,0
10306,5731,2,1,1,0,0,0,0,0,0,0
10306,5735,2,1,0,1,0,0,0,0,0,0
10306,5800,1,0,0,0,1,0,0,0,0,0
10306,5812,65,34,14,5,8,4,0,0,0,0
10306,5813,8,7,0,1,0,0,0,0,0,0
10306,5900,3,3,0,0,0,0,0,0,0,0
10306,5910,7,3,3,0,1,0,0,0,0,0
10306,5920,5,3,2,0,0,0,0,0,0,0
10306,5941,4,1,1,0,2,0,0,0,0,0
10306,5944,5,4,0,1,0,0,0,0,0,0
10306,5945,2,0,1,0,1,0,0,0,0,0
10306,5946,1,1,0,0,0,0,0,0,0,0
10306,5947,7,3,2,1,1,0,0,0,0,0
10306,5949,1,0,1,0,0,0,0,0,0,0
10306,5961,1,1,0,0,0,0,0,0,0,0
10306,5962,1,1,0,0,0,0,0,0,0,0
10306,5963,4,3,0,1,0,0,0,0,0,0
10306,5983,1,1,0,0,0,0,0,0,0,0
10306,5992,7,5,1,0,1,0,0,0,0,0
10306,5993,1,1,0,0,0,0,0,0,0,0
10306,5994,4,3,1,0,0,0,0,0,0,0
10306,5995,3,1,1,1,0,0,0,0,0,0
10306,5999,8,8,0,0,0,0,0,0,0,0
10306,599\,1,1,0,0,0,0,0,0,0,0
10306,60--,76,53,10,10,2,1,0,0,0,0
10306,6020,3,1,0,2,0,0,0,0,0,0
10306,6030,6,1,0,3,1,1,0,0,0,0
10306,6140,1,0,1,0,0,0,0,0,0,0
10306,6160,1,1,0,0,0,0,0,0,0,0
10306,6210,2,1,1,0,0,0,0,0,0,0
10306,6330,6,6,0,0,0,0,0,0,0,0
10306,6400,16,11,4,1,0,0,0,0,0,0
10306,6510,10,10,0,0,0,0,0,0,0,0
10306,6530,22,17,3,2,0,0,0,0,0,0
10306,6540,1,1,0,0,0,0,0,0,0,0
10306,6552,3,3,0,0,0,0,0,0,0,0
10306,6553,4,1,0,2,1,0,0,0,0,0
10306,6732,1,0,1,0,0,0,0,0,0,0
10306,70--,344,235,51,25,25,3,1,1,3,0
10306,7212,1,1,0,0,0,0,0,0,0,0
10306,7213,1,0,0,0,1,0,0,0,0,0
10306,7215,2,2,0,0,0,0,0,0,0,0
10306,7216,5,5,0,0,0,0,0,0,0,0
10306,7220,4,3,1,0,0,0,0,0,0,0
10306,7230,27,20,7,0,0,0,0,0,0,0
10306,7260,3,1,2,0,0,0,0,0,0,0
10306,7291,3,2,0,1,0,0,0,0,0,0
10306,7299,4,3,0,1,0,0,0,0,0,0
10306,7300,1,1,0,0,0,0,0,0,0,0
10306,7311,1,1,0,0,0,0,0,0,0,0
10306,7322,2,2,0,0,0,0,0,0,0,0
10306,7338,1,0,1,0,0,0,0,0,0,0
10306,7342,2,2,0,0,0,0,0,0,0,0
10306,7349,4,3,1,0,0,0,0,0,0,0
10306,7359,1,1,0,0,0,0,0,0,0,0
10306,7361,1,0,0,0,1,0,0,0,0,0
10306,7371,2,2,0,0,0,0,0,0,0,0
10306,7374,3,2,0,0,1,0,0,0,0,0
10306,7378,1,1,0,0,0,0,0,0,0,0
10306,7379,5,5,0,0,0,0,0,0,0,0
10306,7381,6,2,0,1,2,1,0,0,0,0
10306,7382,3,2,1,0,0,0,0,0,0,0
10306,7384,2,2,0,0,0,0,0,0,0,0
10306,7389,2,1,0,1,0,0,0,0,0,0
10306,7513,1,1,0,0,0,0,0,0,0,0
10306,7532,3,3,0,0,0,0,0,0,0,0
10306,7533,2,1,1,0,0,0,0,0,0,0
10306,7538,11,9,1,1,0,0,0,0,0,0
10306,7542,1,0,0,1,0,0,0,0,0,0
10306,7549,1,1,0,0,0,0,0,0,0,0
10306,7622,2,1,1,0,0,0,0,0,0,0
10306,7629,5,5,0,0,0,0,0,0,0,0
10306,7699,3,2,1,0,0,0,0,0,0,0
10306,7812,1,1,0,0,0,0,0,0,0,0
10306,7840,1,0,0,1,0,0,0,0,0,0
10306,7900,1,0,0,0,1,0,0,0,0,0
10306,7910,2,2,0,0,0,0,0,0,0,0
10306,7922,1,1,0,0,0,0,0,0,0,0
10306,7991,3,2,0,0,1,0,0,0,0,0
10306,7992,1,0,0,0,1,0,0,0,0,0
10306,7997,3,2,1,0,0,0,0,0,0,0
10306,7999,4,4,0,0,0,0,0,0,0,0
10306,8010,47,32,9,3,3,0,0,0,0,0
10306,8020,35,21,9,4,1,0,0,0,0,0
10306,8041,8,7,1,0,0,0,0,0,0,0
10306,8042,1,0,1,0,0,0,0,0,0,0
10306,8043,2,1,0,1,0,0,0,0,0,0
10306,8049,5,5,0,0,0,0,0,0,0,0
10306,8050,1,0,0,0,0,0,0,0,1,0
10306,8071,4,2,0,1,1,0,0,0,0,0
10306,8072,1,1,0,0,0,0,0,0,0,0
10306,8080,3,0,0,1,0,0,0,1,1,0
10306,8090,4,2,1,0,1,0,0,0,0,0
10306,8100,31,21,8,1,1,0,0,0,0,0
10306,8210,5,0,1,0,4,0,0,0,0,0
10306,8230,2,0,0,0,2,0,0,0,0,0
10306,8240,1,1,0,0,0,0,0,0,0,0
10306,8290,2,1,1,0,0,0,0,0,0,0
10306,8320,4,1,0,0,1,1,1,0,0,0
10306,8350,3,2,0,1,0,0,0,0,0,0
10306,8360,1,0,0,1,0,0,0,0,0,0
10306,8390,2,1,0,0,0,0,0,0,1,0
10306,8410,2,1,0,0,1,0,0,0,0,0
10306,8610,2,2,0,0,0,0,0,0,0,0
10306,8620,2,1,0,1,0,0,0,0,0,0
10306,8630,3,2,0,0,1,0,0,0,0,0
10306,8640,2,2,0,0,0,0,0,0,0,0
10306,8650,2,2,0,0,0,0,0,0,0,0
10306,8660,10,6,2,1,1,0,0,0,0,0
10306,8711,3,3,0,0,0,0,0,0,0,0
10306,8712,9,7,0,2,0,0,0,0,0,0
10306,8720,10,9,0,0,0,1,0,0,0,0
10306,8741,1,1,0,0,0,0,0,0,0,0
10306,8742,2,1,0,1,0,0,0,0,0,0
10306,8748,1,1,0,0,0,0,0,0,0,0
10306,99--,2,2,0,0,0,0,0,0,0,0
10307,----,178,127,34,12,2,1,2,0,0,0
10307,07--,7,5,0,2,0,0,0,0,0,0
10307,0780,7,5,0,2,0,0,0,0,0,0
10307,15--,44,34,8,1,1,0,0,0,0,0
10307,1500,5,3,2,0,0,0,0,0,0,0
10307,1510,9,8,0,0,1,0,0,0,0,0
10307,1530,2,2,0,0,0,0,0,0,0,0
10307,1610,2,1,1,0,0,0,0,0,0,0
10307,1620,2,2,0,0,0,0,0,0,0,0
10307,1710,9,6,2,1,0,0,0,0,0,0
10307,1720,2,1,1,0,0,0,0,0,0,0
10307,1730,5,4,1,0,0,0,0,0,0,0
10307,1741,2,2,0,0,0,0,0,0,0,0
10307,1742,1,1,0,0,0,0,0,0,0,0
10307,1743,1,1,0,0,0,0,0,0,0,0
10307,1751,2,1,1,0,0,0,0,0,0,0
10307,1760,1,1,0,0,0,0,0,0,0,0
10307,1794,1,1,0,0,0,0,0,0,0,0
10307,20--,4,4,0,0,0,0,0,0,0,0
10307,2752,1,1,0,0,0,0,0,0,0,0
10307,2759,1,1,0,0,0,0,0,0,0,0
10307,2760,1,1,0,0,0,0,0,0,0,0
10307,3599,1,1,0,0,0,0,0,0,0,0
10307,40--,10,6,3,0,1,0,0,0,0,0
10307,4119,1,1,0,0,0,0,0,0,0,0
10307,4210,5,4,1,0,0,0,0,0,0,0
10307,4492,1,0,0,0,1,0,0,0,0,0
10307,4493,2,1,1,0,0,0,0,0,0,0
