OBJECTID,zip_1,large_03,large_04,large_05,large_06,large_07,large_08,large_09,large_10,large_11,large_12,Shape_Length,Shape_Area,SS_SEED,SS_GROUP
106,11218,-0.481628097000000,-0.500194459000000,-0.361602613000000,-0.357233546000000,-0.363407620000000,-0.362593141000000,-0.357897790000000,-0.297193382000000,-0.306790196000000,-0.305056588000000,0.100920067641748,0.000394288544146,0,2
107,11369,-0.148976834000000,-0.289992096000000,-0.226042171000000,-0.292026724000000,-0.230971364000000,-0.235655174000000,-0.290388189000000,-0.367140923000000,-0.306790196000000,-0.371331875000000,0.092995848559705,0.000300102861082,0,2
108,10458,-0.082446581000000,-0.079789733000000,-0.293822392000000,-0.161613080000000,-0.164753237000000,-0.108717207000000,-0.087859385000000,-0.157298299000000,-0.238650822000000,-0.172506012000000,0.085509214293778,0.000275773104165,0,1
109,10461,0.117144177000000,0.410682448000000,0.316199594000000,0.360041495000000,0.298773658000000,0.208627712000000,0.317198222000000,0.332334491000000,0.374603544000000,0.092595139000000,0.155619960659607,0.000659902331586,0,1
110,10465,-0.215507087000000,-0.219924641000000,-0.158261951000000,-0.226819902000000,-0.164753237000000,-0.172186190000000,-0.222878588000000,-0.157298299000000,-0.170511448000000,-0.172506012000000,0.241798753182393,0.000953345835126,0,1
111,11225,-0.481628097000000,-0.430127004000000,-0.497163054000000,-0.422440368000000,-0.429625748000000,-0.362593141000000,-0.425407392000000,-0.507036006000000,-0.443068944000000,-0.437607163000000,0.079728301799016,0.000246553209912,0,2
112,10304,-0.348567592000000,-0.430127004000000,-0.361602613000000,-0.357233546000000,-0.230971364000000,-0.299124158000000,-0.290388189000000,-0.297193382000000,-0.306790196000000,-0.305056588000000,0.243198105445408,0.001075368471017,0,2
113,10010,1.447749231000000,2.232436260000000,1.739584229000000,1.598971112000000,1.689354341000000,1.731883321000000,1.397351842000000,1.241652531000000,1.464833529000000,1.550651470000000,0.069430374997759,0.000109345379487,0,3
114,10001,4.242019845000000,4.404527344000000,4.450793056000000,4.272450812000000,4.338079451000000,4.397580636000000,3.962716689000000,4.599134522000000,4.531105360000000,4.798140570000000,0.090701438649509,0.000169099113698,0,4
115,10032,-0.282037339000000,-0.289992096000000,-0.293822392000000,-0.226819902000000,-0.230971364000000,-0.235655174000000,-0.290388189000000,-0.297193382000000,-0.306790196000000,-0.305056588000000,0.064545255068054,0.000180321209569,0,2
116,10464,-0.481628097000000,-0.500194459000000,-0.497163054000000,-0.487647190000000,-0.495843875000000,-0.489531109000000,-0.492916993000000,-0.507036006000000,-0.511208318000000,-0.503882451000000,0.297728401414166,0.000960446836993,0,2
117,11414,-0.415097845000000,-0.430127004000000,-0.429382833000000,-0.422440368000000,-0.429625748000000,-0.426062125000000,-0.492916993000000,-0.507036006000000,-0.511208318000000,-0.437607163000000,0.147176539893337,0.000660615409811,0,2
118,11203,-0.148976834000000,-0.079789733000000,-0.090481730000000,-0.096406258000000,-0.032316981000000,-0.045248223000000,0.047159817000000,0.122491867000000,0.102046048000000,0.158870427000000,0.100662428600110,0.000592458221129,0,1
119,10473,-0.215507087000000,-0.289992096000000,-0.293822392000000,-0.292026724000000,-0.230971364000000,-0.172186190000000,-0.290388189000000,-0.367140923000000,-0.443068944000000,-0.437607163000000,0.137421749396671,0.000604823411937,0,2
120,11357,-0.282037339000000,-0.289992096000000,-0.293822392000000,-0.161613080000000,-0.230971364000000,-0.172186190000000,-0.222878588000000,-0.227245841000000,-0.443068944000000,-0.437607163000000,0.139151329210836,0.000779051447666,0,2
121,11374,-0.215507087000000,-0.149857187000000,-0.158261951000000,-0.031199436000000,-0.098535109000000,-0.108717207000000,-0.222878588000000,-0.087350758000000,-0.102372074000000,-0.172506012000000,0.095171751138864,0.000258149810227,0,1
122,10467,-0.148976834000000,-0.149857187000000,-0.022701509000000,-0.031199436000000,-0.032316981000000,-0.045248223000000,0.114669418000000,0.052544325000000,0.033906674000000,0.026319851000000,0.209378745044259,0.000641020271955,0,1
123,11208,-0.082446581000000,-0.079789733000000,-0.022701509000000,0.034007386000000,-0.032316981000000,-0.172186190000000,-0.222878588000000,-0.157298299000000,-0.238650822000000,-0.172506012000000,0.190078530085146,0.000945805441154,0,1
124,10030,-0.481628097000000,-0.500194459000000,-0.497163054000000,-0.487647190000000,-0.495843875000000,-0.489531109000000,-0.492916993000000,-0.507036006000000,-0.511208318000000,-0.503882451000000,0.038115749871783,0.000072382608841,0,2
125,11216,-0.481628097000000,-0.500194459000000,-0.497163054000000,-0.422440368000000,-0.495843875000000,-0.489531109000000,-0.492916993000000,-0.437088465000000,-0.511208318000000,-0.503882451000000,0.091434106352019,0.000260216191996,0,2
