OBJECTID,zip_1,small_03,small_04,small_05,small_06,small_07,small_08,small_09,small_10,small_11,small_12,Shape_Length,Shape_Area,SS_SEED,SS_GROUP
107,10458,0.041104113000000,0.013474136000000,0.018543768000000,0.020334794000000,-0.020755270000000,0.003201254000000,0.004452616000000,0.014223198000000,0.000226336000000,-0.008805545000000,0.085509214293778,0.000275773104165,0,2
108,10461,0.187997998000000,0.185637114000000,0.182233656000000,0.175791480000000,0.189625513000000,0.192922741000000,0.168027468000000,0.163194187000000,0.142138815000000,0.147909897000000,0.155619960659607,0.000659902331586,0,2
109,10465,-0.413085027000000,-0.395617892000000,-0.406388568000000,-0.419714557000000,-0.428159325000000,-0.427449732000000,-0.441352420000000,-0.435229048000000,-0.450007898000000,-0.447944002000000,0.241798753182393,0.000953345835126,0,1
110,11225,-0.373406793000000,-0.380861065000000,-0.389027519000000,-0.383523582000000,-0.378068663000000,-0.376241720000000,-0.369311682000000,-0.351432866000000,-0.344418256000000,-0.333131085000000,0.079728301799016,0.000246553209912,0,2
111,10304,-0.308402028000000,-0.293959753000000,-0.289821526000000,-0.284820924000000,-0.309611424000000,-0.296491537000000,-0.293033254000000,-0.297261597000000,-0.306405985000000,-0.323912529000000,0.243198105445408,0.001075368471017,0,2
112,10010,1.616414401000000,1.576877937000000,1.576077853000000,1.551871038000000,1.498661495000000,1.538602137000000,1.501204887000000,1.520015184000000,1.536766808000000,1.534883458000000,0.069430374997759,0.000109345379487,0,4
113,10001,4.884381240000000,4.948812826000000,4.932547273000000,4.987546061000000,5.146931420000000,5.093781327000000,5.027810888000000,4.954812195000000,4.908032903000000,4.856077551000000,0.090701438649509,0.000169099113698,0,3
114,10032,-0.193588416000000,-0.203779145000000,-0.208803299000000,-0.209971408000000,-0.221952764000000,-0.244444050000000,-0.219297440000000,-0.223622529000000,-0.211797666000000,-0.188148350000000,0.064545255068054,0.000180321209569,0,2
115,10464,-0.652842862000000,-0.645664121000000,-0.660190566000000,-0.661536069000000,-0.672768728000000,-0.683489792000000,-0.697308924000000,-0.713703226000000,-0.727919837000000,-0.734557269000000,0.297728401414166,0.000960446836993,0,1
116,11414,-0.413929244000000,-0.409554895000000,-0.411348867000000,-0.414779424000000,-0.418976037000000,-0.437523439000000,-0.459150720000000,-0.469932517000000,-0.477883564000000,-0.490684577000000,0.147176539893337,0.000660615409811,0,1
117,11203,-0.223980255000000,-0.222635090000000,-0.208803299000000,-0.206681320000000,-0.210264943000000,-0.225975587000000,-0.215059749000000,-0.182147651000000,-0.181387849000000,-0.165520987000000,0.100662428600110,0.000592458221129,0,2
118,10473,-0.505948977000000,-0.510393210000000,-0.521302176000000,-0.520884781000000,-0.547542071000000,-0.550852646000000,-0.565092981000000,-0.573196498000000,-0.572491883000000,-0.566947171000000,0.137421749396671,0.000604823411937,0,1
119,11357,-0.063578886000000,-0.058670350000000,-0.055860727000000,-0.043821934000000,-0.044130912000000,-0.039612002000000,-0.059112741000000,-0.078883670000000,-0.064816884000000,-0.095962796000000,0.139151329210836,0.000779051447666,0,2
120,11374,0.052078944000000,0.058564440000000,0.091294829000000,0.078733867000000,0.068573079000000,0.051890839000000,0.073103202000000,0.061623058000000,0.062735404000000,0.027230626000000,0.095171751138864,0.000258149810227,0,2
121,10467,0.026752412000000,0.031510257000000,0.053265865000000,0.027737493000000,0.010133972000000,0.032582900000000,0.023945993000000,0.034537424000000,0.019654830000000,0.015497919000000,0.209378745044259,0.000641020271955,0,2
122,11208,-0.229045561000000,-0.218535972000000,-0.234431514000000,-0.254387604000000,-0.252007162000000,-0.261233562000000,-0.237095740000000,-0.227008233000000,-0.198282192000000,-0.179767845000000,0.190078530085146,0.000945805441154,0,2
123,10030,-0.603034016000000,-0.601393641000000,-0.604800553000000,-0.601491952000000,-0.621008376000000,-0.628084402000000,-0.630353415000000,-0.639217732000000,-0.636690386000000,-0.631477059000000,0.038115749871783,0.000072382608841,0,1
124,11216,-0.332884342000000,-0.346428470000000,-0.351825272000000,-0.358847917000000,-0.358032398000000,-0.356094305000000,-0.352360920000000,-0.334504345000000,-0.318232025000000,-0.297932964000000,0.091434106352019,0.000260216191996,0,2
125,11105,-0.075397934000000,-0.084904708000000,-0.058340877000000,-0.069320120000000,-0.080864065000000,-0.078227880000000,-0.080301193000000,-0.090733635000000,-0.080866509000000,-0.067469079000000,0.108176137268642,0.000453526256810,0,2
126,10035,-0.394512236000000,-0.403816129000000,-0.404735134000000,-0.404086636000000,-0.397270083000000,-0.394710183000000,-0.400670592000000,-0.386982761000000,-0.366380902000000,-0.369167256000000,0.122275477479190,0.000384955931180,0,1
