zip,naics,est,n1_4,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000
10001,314910,2,0,1,1,0,0,0,0,0,0
10001,314999,2,1,1,0,0,0,0,0,0,0
10001,315190,1,1,0,0,0,0,0,0,0,0
10001,315210,33,12,8,11,1,1,0,0,0,0
10001,315220,3,3,0,0,0,0,0,0,0,0
10001,315240,16,10,4,1,0,1,0,0,0,0
10001,315280,23,16,4,3,0,0,0,0,0,0
10001,315990,8,5,2,1,0,0,0,0,0,0
10001,316110,2,0,2,0,0,0,0,0,0,0
10001,316210,1,1,0,0,0,0,0,0,0,0
10001,316992,7,6,1,0,0,0,0,0,0,0
10001,316998,1,0,0,1,0,0,0,0,0,0
10001,321918,1,1,0,0,0,0,0,0,0,0
10001,322220,1,0,0,1,0,0,0,0,0,0
10001,322230,1,0,1,0,0,0,0,0,0,0
10001,322299,1,1,0,0,0,0,0,0,0,0
10001,323111,36,21,7,4,4,0,0,0,0,0
10001,323113,9,7,1,0,1,0,0,0,0,0
10001,323117,2,1,0,1,0,0,0,0,0,0
10001,323120,8,4,2,1,0,1,0,0,0,0
10001,325620,1,1,0,0,0,0,0,0,0,0
10001,331529,1,0,0,1,0,0,0,0,0,0
10001,332216,1,1,0,0,0,0,0,0,0,0
10001,332812,1,0,1,0,0,0,0,0,0,0
10001,333314,1,1,0,0,0,0,0,0,0,0
10001,333415,1,0,0,0,0,1,0,0,0,0
10001,333515,1,1,0,0,0,0,0,0,0,0
10001,334111,1,1,0,0,0,0,0,0,0,0
10001,334413,1,0,1,0,0,0,0,0,0,0
10001,334419,1,0,1,0,0,0,0,0,0,0
10001,334513,1,1,0,0,0,0,0,0,0,0
10001,334614,2,2,0,0,0,0,0,0,0,0
10001,335122,1,0,1,0,0,0,0,0,0,0
10001,337121,2,0,1,1,0,0,0,0,0,0
10001,337122,2,2,0,0,0,0,0,0,0,0
10001,337215,1,1,0,0,0,0,0,0,0,0
10001,339116,4,2,1,0,1,0,0,0,0,0
10001,339910,20,11,3,3,1,2,0,0,0,0
10001,339930,1,1,0,0,0,0,0,0,0,0
10001,339940,1,0,1,0,0,0,0,0,0,0
10001,339950,3,3,0,0,0,0,0,0,0,0
10001,339992,1,0,0,0,1,0,0,0,0,0
10001,339993,1,1,0,0,0,0,0,0,0,0
10001,339999,18,10,2,5,1,0,0,0,0,0
10001,42----,1456,934,248,153,73,35,12,1,0,0
10001,423110,4,3,0,1,0,0,0,0,0,0
10001,423120,4,3,0,1,0,0,0,0,0,0
10001,423210,24,15,5,3,0,0,1,0,0,0
10001,423220,63,38,13,5,5,2,0,0,0,0
10001,423310,2,2,0,0,0,0,0,0,0,0
10001,423320,1,0,0,0,1,0,0,0,0,0
10001,423410,8,4,1,1,2,0,0,0,0,0
10001,423420,11,5,1,1,3,0,1,0,0,0
10001,423430,21,7,6,3,3,1,0,1,0,0
10001,423440,8,4,1,2,1,0,0,0,0,0
10001,423450,6,2,2,1,1,0,0,0,0,0
10001,423460,18,12,1,3,2,0,0,0,0,0
10001,423490,1,0,0,1,0,0,0,0,0,0
10001,423510,4,2,1,1,0,0,0,0,0,0
10001,423610,22,14,4,3,1,0,0,0,0,0
10001,423620,7,5,0,2,0,0,0,0,0,0
10001,423690,29,19,3,5,1,0,1,0,0,0
10001,423710,3,3,0,0,0,0,0,0,0,0
10001,423720,6,4,1,1,0,0,0,0,0,0
10001,423730,3,1,0,2,0,0,0,0,0,0
10001,423740,2,0,1,1,0,0,0,0,0,0
10001,423830,10,4,3,2,1,0,0,0,0,0
10001,423840,3,3,0,0,0,0,0,0,0,0
10001,423850,2,2,0,0,0,0,0,0,0,0
10001,423910,7,3,3,0,1,0,0,0,0,0
10001,423920,17,12,4,0,1,0,0,0,0,0
10001,423930,2,2,0,0,0,0,0,0,0,0
10001,423940,281,183,49,36,9,4,0,0,0,0
10001,423990,34,24,4,5,0,1,0,0,0,0
10001,424110,6,1,4,1,0,0,0,0,0,0
10001,424120,15,9,3,1,1,1,0,0,0,0
10001,424130,9,7,0,2,0,0,0,0,0,0
10001,424210,76,58,11,5,1,1,0,0,0,0
10001,424310,60,47,6,5,2,0,0,0,0,0
10001,424320,83,48,17,6,7,3,2,0,0,0
10001,424330,292,179,51,23,19,16,4,0,0,0
10001,424340,31,16,7,2,3,2,1,0,0,0
10001,424410,1,1,0,0,0,0,0,0,0,0
10001,424420,1,1,0,0,0,0,0,0,0,0
10001,424450,1,1,0,0,0,0,0,0,0,0
10001,424460,1,0,0,0,1,0,0,0,0,0
10001,424490,9,7,0,1,1,0,0,0,0,0
10001,424520,1,0,1,0,0,0,0,0,0,0
10001,424590,9,7,2,0,0,0,0,0,0,0
10001,424610,4,3,1,0,0,0,0,0,0,0
10001,424690,6,5,1,0,0,0,0,0,0,0
10001,424810,1,1,0,0,0,0,0,0,0,0
10001,424820,10,2,2,2,1,3,0,0,0,0
10001,424910,2,2,0,0,0,0,0,0,0,0
10001,424920,12,10,0,1,0,1,0,0,0,0
10001,424930,27,9,13,5,0,0,0,0,0,0
10001,424940,1,0,0,1,0,0,0,0,0,0
10001,424950,2,1,1,0,0,0,0,0,0,0
10001,424990,92,67,14,8,1,0,2,0,0,0
10001,425110,3,3,0,0,0,0,0,0,0,0
10001,425120,98,73,11,10,4,0,0,0,0,0
10001,44----,717,446,127,67,39,13,14,8,1,2
10001,441110,1,0,0,0,0,1,0,0,0,0
10001,441310,1,0,1,0,0,0,0,0,0,0
10001,441320,1,1,0,0,0,0,0,0,0,0
10001,442110,2,2,0,0,0,0,0,0,0,0
10001,442210,5,4,0,1,0,0,0,0,0,0
10001,442291,1,1,0,0,0,0,0,0,0,0
10001,442299,9,6,3,0,0,0,0,0,0,0
10001,443141,4,4,0,0,0,0,0,0,0,0
10001,443142,42,27,9,4,1,0,0,0,0,1
10001,444110,1,1,0,0,0,0,0,0,0,0
10001,444130,7,4,3,0,0,0,0,0,0,0
10001,444190,6,5,1,0,0,0,0,0,0,0
10001,445110,37,23,6,4,2,1,0,1,0,0
10001,445120,7,6,1,0,0,0,0,0,0,0
10001,445210,1,0,1,0,0,0,0,0,0,0
10001,445220,1,1,0,0,0,0,0,0,0,0
10001,445230,2,2,0,0,0,0,0,0,0,0
10001,445291,3,1,1,0,1,0,0,0,0,0
10001,445299,4,3,1,0,0,0,0,0,0,0
10001,445310,6,4,2,0,0,0,0,0,0,0
10001,446110,18,9,0,3,5,1,0,0,0,0
10001,446120,23,18,2,2,0,1,0,0,0,0
10001,446130,11,6,2,2,1,0,0,0,0,0
10001,446191,8,3,5,0,0,0,0,0,0,0
10001,447110,7,7,0,0,0,0,0,0,0,0
10001,447190,2,2,0,0,0,0,0,0,0,0
10001,448110,15,11,2,0,1,1,0,0,0,0
10001,448120,49,23,13,6,4,0,3,0,0,0
10001,448130,3,1,0,0,1,1,0,0,0,0
10001,448140,36,9,4,6,4,3,9,1,0,0
10001,448150,24,13,7,2,1,1,0,0,0,0
10001,448190,27,18,5,2,1,0,0,1,0,0
10001,448210,19,4,2,5,7,0,0,1,0,0
10001,448310,47,40,4,3,0,0,0,0,0,0
10001,448320,4,3,0,1,0,0,0,0,0,0
10001,451110,8,3,3,0,2,0,0,0,0,0
10001,451120,6,1,3,1,0,0,0,1,0,0
10001,451130,3,2,0,1,0,0,0,0,0,0
10001,451140,2,2,0,0,0,0,0,0,0,0
10001,451211,6,2,2,1,1,0,0,0,0,0
10001,451212,16,14,0,1,0,0,1,0,0,0
10001,452111,2,0,0,0,0,0,0,0,1,1
10001,452990,5,4,0,0,0,0,1,0,0,0
10001,453110,29,20,5,2,2,0,0,0,0,0
10001,453210,6,2,0,2,1,1,0,0,0,0
10001,453220,22,17,5,0,0,0,0,0,0,0
10001,453310,7,2,3,1,1,0,0,0,0,0
10001,453910,1,0,1,0,0,0,0,0,0,0
10001,453920,71,53,10,8,0,0,0,0,0,0
10001,453991,2,2,0,0,0,0,0,0,0,0
10001,453998,16,7,7,1,1,0,0,0,0,0
10001,454111,49,34,6,5,1,1,0,2,0,0
10001,454112,2,1,0,1,0,0,0,0,0,0
10001,454113,11,7,2,0,1,0,0,1,0,0
10001,454390,19,11,5,2,0,1,0,0,0,0
10001,48----,80,41,11,12,10,3,3,0,0,0
10001,481111,1,0,0,1,0,0,0,0,0,0
10001,481211,1,1,0,0,0,0,0,0,0,0
10001,481219,1,0,0,1,0,0,0,0,0,0
10001,483211,1,1,0,0,0,0,0,0,0,0
10001,484110,5,4,0,0,0,1,0,0,0,0
10001,484210,5,3,0,0,2,0,0,0,0,0
10001,484220,3,1,1,0,0,0,1,0,0,0
10001,485310,5,3,0,2,0,0,0,0,0,0
10001,485320,2,1,1,0,0,0,0,0,0,0
10001,485510,1,1,0,0,0,0,0,0,0,0
10001,487990,1,0,1,0,0,0,0,0,0,0
10001,488119,1,0,0,0,1,0,0,0,0,0
10001,488510,22,12,4,4,2,0,0,0,0,0
10001,488991,1,0,0,1,0,0,0,0,0,0
10001,492110,9,6,2,0,1,0,0,0,0,0
10001,492210,13,4,0,3,2,2,2,0,0,0
10001,493110,5,2,1,0,2,0,0,0,0,0
10001,493120,1,0,1,0,0,0,0,0,0,0
10001,493190,2,2,0,0,0,0,0,0,0,0
10001,51----,354,182,72,36,39,10,11,3,1,0
10001,511110,10,5,4,0,1,0,0,0,0,0
10001,511120,34,10,8,6,8,0,1,1,0,0
10001,511130,10,2,3,1,2,1,1,0,0,0
10001,511140,3,1,1,0,0,1,0,0,0,0
10001,511199,2,1,1,0,0,0,0,0,0,0
10001,511210,14,7,2,1,2,2,0,0,0,0
10001,512110,94,61,16,8,5,0,4,0,0,0
10001,512120,5,1,2,2,0,0,0,0,0,0
10001,512131,2,0,1,0,0,1,0,0,0,0
10001,512191,21,13,3,1,4,0,0,0,0,0
10001,512199,2,0,1,0,1,0,0,0,0,0
10001,512210,2,1,1,0,0,0,0,0,0,0
10001,512220,2,2,0,0,0,0,0,0,0,0
10001,512230,9,7,0,2,0,0,0,0,0,0
10001,512240,20,16,4,0,0,0,0,0,0,0
10001,512290,3,3,0,0,0,0,0,0,0,0
10001,515112,1,0,0,0,1,0,0,0,0,0
10001,515120,3,1,1,0,1,0,0,0,0,0
10001,515210,9,1,0,0,2,2,3,1,0,0
10001,517110,10,6,0,3,0,0,1,0,0,0
10001,517210,7,1,3,0,3,0,0,0,0,0
10001,517911,6,4,2,0,0,0,0,0,0,0
10001,517919,3,1,2,0,0,0,0,0,0,0
10001,518210,34,15,10,4,2,2,0,1,0,0
10001,519110,4,1,1,1,0,0,0,0,1,0
10001,519130,42,21,6,7,6,1,1,0,0,0
10001,519190,2,1,0,0,1,0,0,0,0,0
10001,52----,190,105,32,24,15,5,6,2,0,1
10001,522110,29,4,4,14,4,1,1,1,0,0
10001,522120,2,0,0,2,0,0,0,0,0,0
10001,522130,5,1,2,1,1,0,0,0,0,0
10001,522190,1,0,0,0,1,0,0,0,0,0
10001,522210,3,1,1,0,1,0,0,0,0,0
10001,522220,5,1,0,0,2,1,1,0,0,0
10001,522291,2,2,0,0,0,0,0,0,0,0
10001,522292,2,1,1,0,0,0,0,0,0,0
10001,522293,3,2,1,0,0,0,0,0,0,0
10001,522298,5,2,1,1,1,0,0,0,0,0
10001,522310,2,1,1,0,0,0,0,0,0,0
10001,522320,7,3,0,3,0,0,1,0,0,0
10001,522390,9,6,1,1,0,1,0,0,0,0
10001,523110,4,3,1,0,0,0,0,0,0,0
10001,523120,19,15,4,0,0,0,0,0,0,0
10001,523130,2,2,0,0,0,0,0,0,0,0
10001,523140,3,2,1,0,0,0,0,0,0,0
10001,523910,6,6,0,0,0,0,0,0,0,0
10001,523920,17,13,3,0,1,0,0,0,0,0
10001,523930,13,9,3,0,1,0,0,0,0,0
10001,523991,1,1,0,0,0,0,0,0,0,0
10001,524113,5,3,0,0,0,0,2,0,0,0
10001,524114,4,0,0,0,0,1,1,1,0,1
10001,524126,2,0,0,1,1,0,0,0,0,0
10001,524127,1,0,1,0,0,0,0,0,0,0
10001,524130,1,1,0,0,0,0,0,0,0,0
10001,524210,27,20,5,1,1,0,0,0,0,0
10001,524291,4,1,2,0,1,0,0,0,0,0
10001,524292,2,2,0,0,0,0,0,0,0,0
10001,524298,3,2,0,0,0,1,0,0,0,0
10001,525910,1,1,0,0,0,0,0,0,0,0
10001,53----,426,265,76,59,21,5,0,0,0,0
10001,531110,80,51,8,16,4,1,0,0,0,0
10001,531120,155,93,36,18,5,3,0,0,0,0
10001,531130,4,3,1,0,0,0,0,0,0,0
10001,531190,8,3,3,2,0,0,0,0,0,0
10001,531210,38,32,4,1,1,0,0,0,0,0
10001,531311,48,28,8,8,4,0,0,0,0,0
10001,531312,29,17,6,6,0,0,0,0,0,0
10001,531320,3,3,0,0,0,0,0,0,0,0
10001,531390,17,11,3,2,1,0,0,0,0,0
10001,532111,2,0,1,1,0,0,0,0,0,0
10001,532112,1,1,0,0,0,0,0,0,0,0
10001,532120,3,2,1,0,0,0,0,0,0,0
10001,532210,6,5,1,0,0,0,0,0,0,0
10001,532220,1,1,0,0,0,0,0,0,0,0
10001,532230,2,2,0,0,0,0,0,0,0,0
10001,532299,6,2,2,0,2,0,0,0,0,0
10001,532310,1,1,0,0,0,0,0,0,0,0
10001,532420,2,1,0,1,0,0,0,0,0,0
10001,532490,16,7,1,4,3,1,0,0,0,0
10001,533110,4,2,1,0,1,0,0,0,0,0
10001,54----,1519,941,262,155,106,37,12,4,2,0
10001,541110,169,115,25,17,9,1,2,0,0,0
10001,541191,4,3,1,0,0,0,0,0,0,0
10001,541199,4,3,1,0,0,0,0,0,0,0
10001,541211,73,47,16,6,4,0,0,0,0,0
10001,541213,12,9,1,2,0,0,0,0,0,0
10001,541214,12,3,2,2,2,2,0,1,0,0
10001,541219,25,15,4,3,3,0,0,0,0,0
10001,541310,155,74,43,20,15,2,1,0,0,0
10001,541320,6,1,3,2,0,0,0,0,0,0
10001,541330,74,27,15,11,12,6,3,0,0,0
10001,541340,2,1,0,1,0,0,0,0,0,0
10001,541350,1,1,0,0,0,0,0,0,0,0
10001,541370,1,0,1,0,0,0,0,0,0,0
10001,541380,1,0,0,1,0,0,0,0,0,0
10001,541410,56,38,14,3,0,0,1,0,0,0
10001,541420,10,6,1,0,1,2,0,0,0,0
10001,541430,107,75,17,11,3,1,0,0,0,0
10001,541490,48,37,2,7,2,0,0,0,0,0
10001,541511,118,80,14,10,8,4,2,0,0,0
10001,541512,64,42,7,5,10,0,0,0,0,0
10001,541513,9,6,1,0,1,1,0,0,0,0
10001,541519,13,10,1,0,1,1,0,0,0,0
10001,541611,76,54,9,5,7,1,0,0,0,0
10001,541612,9,5,1,1,1,0,0,1,0,0
10001,541613,84,60,10,10,1,2,1,0,0,0
10001,541614,7,3,3,0,1,0,0,0,0,0
10001,541618,4,2,2,0,0,0,0,0,0,0
10001,541620,7,2,1,1,3,0,0,0,0,0
10001,541690,21,13,2,3,1,2,0,0,0,0
10001,541712,6,5,1,0,0,0,0,0,0,0
10001,541720,5,1,3,1,0,0,0,0,0,0
10001,541810,86,47,12,9,8,4,2,2,2,0
10001,541820,72,42,17,9,4,0,0,0,0,0
10001,541830,8,2,2,0,3,1,0,0,0,0
10001,541840,10,7,1,1,1,0,0,0,0,0
10001,541850,7,6,1,0,0,0,0,0,0,0
10001,541860,8,2,1,2,1,2,0,0,0,0
10001,541870,1,1,0,0,0,0,0,0,0,0
10001,541890,13,5,2,6,0,0,0,0,0,0
10001,541910,24,12,7,2,1,2,0,0,0,0
10001,541921,25,20,4,0,0,1,0,0,0,0
10001,541922,61,47,11,2,0,1,0,0,0,0
10001,541930,7,3,1,1,1,1,0,0,0,0
10001,541940,1,0,0,0,1,0,0,0,0,0
10001,541990,13,9,2,1,1,0,0,0,0,0
10001,55----,102,38,9,9,12,13,7,10,1,3
10001,551112,11,7,1,0,3,0,0,0,0,0
10001,551114,91,31,8,9,9,13,7,10,1,3
10001,56----,388,206,66,42,29,17,14,5,8,1
10001,561110,42,20,8,5,6,2,1,0,0,0
10001,561210,1,0,0,0,1,0,0,0,0,0
10001,561311,24,15,7,0,0,1,0,1,0,0
10001,561312,21,13,5,1,1,1,0,0,0,0
10001,561320,36,8,4,10,2,5,4,2,1,0
10001,561330,4,1,0,1,0,2,0,0,0,0
10001,561410,9,3,4,1,0,1,0,0,0,0
10001,561421,1,0,1,0,0,0,0,0,0,0
10001,561422,4,2,2,0,0,0,0,0,0,0
10001,561431,1,1,0,0,0,0,0,0,0,0
10001,561439,14,9,1,3,0,0,0,0,1,0
10001,561440,7,2,3,1,0,0,0,0,1,0
10001,561450,1,0,1,0,0,0,0,0,0,0
10001,561492,1,1,0,0,0,0,0,0,0,0
10001,561499,7,6,1,0,0,0,0,0,0,0
10001,561510,73,58,7,5,3,0,0,0,0,0
10001,561520,16,8,6,0,1,0,1,0,0,0
10001,561591,1,1,0,0,0,0,0,0,0,0
10001,561599,13,10,1,0,0,2,0,0,0,0
10001,561611,6,3,1,1,1,0,0,0,0,0
10001,561612,18,2,0,2,3,1,4,2,3,1
10001,561621,10,4,2,2,2,0,0,0,0,0
10001,561622,3,3,0,0,0,0,0,0,0,0
10001,561710,7,1,3,1,2,0,0,0,0,0
10001,561720,23,5,2,4,4,2,4,0,2,0
10001,561730,5,3,1,1,0,0,0,0,0,0
10001,561740,2,1,0,0,1,0,0,0,0,0
10001,561790,2,2,0,0,0,0,0,0,0,0
10001,561920,15,12,1,2,0,0,0,0,0,0
10001,561990,20,12,5,2,1,0,0,0,0,0
10001,562111,1,0,0,0,1,0,0,0,0,0
10001,61----,119,40,20,22,22,9,5,0,1,0
10001,611110,5,1,0,1,2,1,0,0,0,0
10001,611210,2,0,1,0,0,0,0,0,1,0
10001,611310,3,1,0,1,1,0,0,0,0,0
10001,611410,1,0,0,0,1,0,0,0,0,0
10001,611420,2,0,0,0,1,1,0,0,0,0
10001,611430,6,3,1,0,1,0,1,0,0,0
10001,611511,3,1,0,1,0,1,0,0,0,0
10001,611519,15,0,5,6,1,2,1,0,0,0
10001,611610,21,9,4,2,6,0,0,0,0,0
10001,611620,7,4,2,0,1,0,0,0,0,0
10001,611630,14,5,2,1,2,2,2,0,0,0
10001,611691,14,7,2,1,1,2,1,0,0,0
10001,611699,11,4,0,4,3,0,0,0,0,0
10001,611710,15,5,3,5,2,0,0,0,0,0
10001,62----,265,124,38,34,25,12,19,4,4,5
10001,621111,30,24,2,2,0,1,0,1,0,0
10001,621112,5,5,0,0,0,0,0,0,0,0
10001,621210,33,21,5,5,2,0,0,0,0,0
10001,621310,10,7,2,1,0,0,0,0,0,0
10001,621320,3,2,0,1,0,0,0,0,0,0
10001,621330,13,11,1,0,1,0,0,0,0,0
10001,621340,20,9,4,4,2,0,1,0,0,0
10001,621391,2,2,0,0,0,0,0,0,0,0
10001,621399,18,13,3,1,1,0,0,0,0,0
10001,621410,3,0,0,1,0,1,0,1,0,0
10001,621420,13,6,2,3,1,1,0,0,0,0
10001,621498,1,0,1,0,0,0,0,0,0,0
10001,621511,1,1,0,0,0,0,0,0,0,0
10001,621512,1,1,0,0,0,0,0,0,0,0
10001,621610,19,3,2,0,1,1,5,1,2,4
10001,621991,2,1,0,0,0,0,1,0,0,0
10001,622110,1,0,0,0,0,0,1,0,0,0
10001,623110,1,1,0,0,0,0,0,0,0,0
10001,623210,4,1,1,0,1,0,0,0,0,1
10001,623220,4,0,0,2,0,1,1,0,0,0
10001,623990,3,0,0,0,1,1,1,0,0,0
10001,624110,8,4,3,0,0,0,1,0,0,0
10001,624120,19,3,3,5,3,2,1,0,2,0
10001,624190,23,4,7,3,4,0,4,1,0,0
10001,624210,2,1,0,1,0,0,0,0,0,0
10001,624221,7,1,0,0,4,1,1,0,0,0
10001,624229,3,0,0,2,0,0,1,0,0,0
10001,624230,2,0,0,0,0,1,1,0,0,0
10001,624310,6,1,1,2,1,1,0,0,0,0
10001,624410,8,2,1,1,3,1,0,0,0,0
10001,71----,227,157,30,23,7,6,3,0,0,1
10001,711110,16,8,1,2,2,2,1,0,0,0
10001,711120,5,1,1,2,1,0,0,0,0,0
10001,711130,11,6,3,1,1,0,0,0,0,0
10001,711219,1,1,0,0,0,0,0,0,0,0
10001,711310,6,4,0,0,0,0,1,0,0,1
10001,711320,19,13,3,2,1,0,0,0,0,0
10001,711410,61,42,13,4,0,2,0,0,0,0
10001,711510,72,59,5,6,1,0,1,0,0,0
10001,712110,7,6,1,0,0,0,0,0,0,0
10001,713120,1,1,0,0,0,0,0,0,0,0
10001,713940,16,7,3,4,1,1,0,0,0,0
10001,713990,12,9,0,2,0,1,0,0,0,0
10001,72----,416,148,71,59,91,25,16,4,2,0
10001,721110,34,8,1,3,10,4,6,1,1,0
10001,721199,1,1,0,0,0,0,0,0,0,0
10001,721214,1,0,0,0,1,0,0,0,0,0
10001,721310,6,2,1,0,3,0,0,0,0,0
10001,722310,12,2,3,1,3,1,1,1,0,0
10001,722320,13,3,4,2,1,0,2,0,1,0
10001,722330,1,1,0,0,0,0,0,0,0,0
10001,722410,32,19,1,3,5,2,1,1,0,0
10001,722511,139,42,22,23,37,10,4,1,0,0
10001,722513,129,52,32,15,21,7,2,0,0,0
10001,722514,1,0,1,0,0,0,0,0,0,0
10001,722515,47,18,6,12,10,1,0,0,0,0
10001,81----,493,278,101,57,40,11,4,2,0,0
10001,811111,3,2,1,0,0,0,0,0,0,0
10001,811121,1,0,1,0,0,0,0,0,0,0
10001,811192,2,2,0,0,0,0,0,0,0,0
10001,811211,1,1,0,0,0,0,0,0,0,0
10001,811212,10,6,2,1,1,0,0,0,0,0
10001,811213,3,0,0,3,0,0,0,0,0,0
10001,811310,3,2,0,0,0,1,0,0,0,0
10001,811420,9,6,1,2,0,0,0,0,0,0
10001,811430,6,5,1,0,0,0,0,0,0,0
10001,811490,6,4,1,1,0,0,0,0,0,0
10001,812111,4,4,0,0,0,0,0,0,0,0
10001,812112,45,30,12,1,1,1,0,0,0,0
10001,812113,19,17,2,0,0,0,0,0,0,0
10001,812199,18,14,3,1,0,0,0,0,0,0
10001,812310,4,4,0,0,0,0,0,0,0,0
10001,812320,16,13,3,0,0,0,0,0,0,0
10001,812910,1,0,1,0,0,0,0,0,0,0
10001,812921,1,1,0,0,0,0,0,0,0,0
10001,812930,53,20,16,8,9,0,0,0,0,0
10001,812990,18,7,6,3,2,0,0,0,0,0
10001,813110,32,17,5,2,5,1,1,1,0,0
10001,813211,35,18,4,8,4,1,0,0,0,0
10001,813212,15,8,2,1,2,1,1,0,0,0
10001,813219,8,5,1,0,1,1,0,0,0,0
10001,813311,23,8,6,3,4,2,0,0,0,0
10001,813312,9,6,0,2,1,0,0,0,0,0
10001,813319,25,16,3,2,3,1,0,0,0,0
10001,813410,20,10,3,3,3,1,0,0,0,0
10001,813910,17,8,4,3,2,0,0,0,0,0
10001,813920,8,2,1,5,0,0,0,0,0,0
10001,813930,20,10,3,2,1,1,2,1,0,0
10001,813940,2,2,0,0,0,0,0,0,0,0
10001,813990,56,30,19,6,1,0,0,0,0,0
10001,99----,4,4,0,0,0,0,0,0,0,0
10002,------,2954,2061,433,265,137,38,18,1,0,1
10002,21----,1,1,0,0,0,0,0,0,0,0
10002,212221,1,1,0,0,0,0,0,0,0,0
10002,23----,116,73,17,20,5,0,1,0,0,0
10002,236115,8,7,1,0,0,0,0,0,0,0
10002,236116,4,2,0,1,1,0,0,0,0,0
10002,236117,1,1,0,0,0,0,0,0,0,0
10002,236118,42,28,6,7,1,0,0,0,0,0
10002,236210,2,2,0,0,0,0,0,0,0,0
10002,236220,4,3,1,0,0,0,0,0,0,0
10002,237110,1,0,0,1,0,0,0,0,0,0
10002,238130,2,0,2,0,0,0,0,0,0,0
10002,238150,1,0,0,0,1,0,0,0,0,0
10002,238190,1,0,0,1,0,0,0,0,0,0
10002,238210,15,8,3,3,1,0,0,0,0,0
10002,238220,22,10,4,6,1,0,1,0,0,0
10002,238290,1,1,0,0,0,0,0,0,0,0
10002,238310,2,1,0,1,0,0,0,0,0,0
10002,238320,3,3,0,0,0,0,0,0,0,0
10002,238330,2,2,0,0,0,0,0,0,0,0
10002,238350,3,3,0,0,0,0,0,0,0,0
10002,238990,2,2,0,0,0,0,0,0,0,0
10002,31----,77,38,18,15,5,1,0,0,0,0
10002,311352,1,1,0,0,0,0,0,0,0,0
10002,311612,3,0,1,2,0,0,0,0,0,0
10002,311811,16,4,7,5,0,0,0,0,0,0
10002,311812,3,1,0,2,0,0,0,0,0,0
10002,311821,2,0,0,1,0,1,0,0,0,0
10002,311991,1,0,0,1,0,0,0,0,0,0
10002,311999,1,0,0,0,1,0,0,0,0,0
10002,313210,1,0,1,0,0,0,0,0,0,0
10002,313310,1,1,0,0,0,0,0,0,0,0
10002,315210,4,2,0,0,2,0,0,0,0,0
10002,315240,4,2,1,0,1,0,0,0,0,0
10002,315990,1,1,0,0,0,0,0,0,0,0
10002,323111,16,9,4,3,0,0,0,0,0,0
10002,323113,2,2,0,0,0,0,0,0,0,0
10002,323120,1,1,0,0,0,0,0,0,0,0
10002,333318,2,2,0,0,0,0,0,0,0,0
10002,335121,1,0,1,0,0,0,0,0,0,0
10002,337122,2,2,0,0,0,0,0,0,0,0
10002,337215,1,0,1,0,0,0,0,0,0,0
10002,339910,3,1,1,1,0,0,0,0,0,0
