zip,sic,est,n1_4,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000,year
11213,------,592,405,83,65,30,4,4,0,0,1,2008
11214,------,1591,1210,200,103,50,13,10,4,1,0,2008
11215,------,1802,1211,265,178,101,30,11,3,1,2,2008
11216,------,550,383,72,45,36,9,5,0,0,0,2008
11217,------,1033,636,170,104,82,22,10,4,4,1,2008
11218,------,1397,1001,188,115,69,15,7,1,1,0,2008
11219,------,2396,1752,328,168,97,32,10,4,3,2,2008
11220,------,1969,1347,286,165,118,27,19,4,2,1,2008
11221,------,483,314,78,57,28,0,4,1,1,0,2008
11222,------,1326,787,215,157,111,34,17,2,2,1,2008
11223,------,1832,1393,228,112,72,10,11,3,1,2,2008
11224,------,607,426,85,48,29,8,7,2,1,1,2008
11225,------,520,387,62,35,28,3,3,2,0,0,2008
11226,------,1083,797,123,86,56,11,7,2,1,0,2008
11228,------,768,555,108,61,34,5,4,0,1,0,2008
11229,------,1830,1343,273,109,77,13,10,2,2,1,2008
11230,------,1945,1445,268,135,65,11,15,4,0,2,2008
11231,------,925,565,168,101,69,11,9,2,0,0,2008
11232,------,1140,626,187,159,106,37,19,6,0,0,2008
11233,------,324,226,33,36,16,7,2,4,0,0,2008
11234,------,1646,1057,288,161,96,32,8,1,2,1,2008
11235,------,2223,1699,282,123,85,17,10,5,1,1,2008
11236,------,927,585,153,81,68,24,11,3,1,1,2008
11237,------,805,483,111,112,66,21,9,2,0,1,2008
11238,------,707,496,104,52,38,9,5,2,0,1,2008
11239,------,76,36,12,5,9,7,4,3,0,0,2008
11241,------,73,51,10,5,3,2,2,0,0,0,2008
11242,------,128,97,13,10,7,0,1,0,0,0,2008
11354,------,2545,1888,324,167,109,28,19,7,2,1,2008
11355,------,1754,1343,236,94,57,15,4,2,1,2,2008
11356,------,700,442,83,81,50,28,10,5,0,1,2008
11357,------,940,650,141,77,45,17,5,2,2,1,2008
11358,------,1142,896,137,66,34,5,4,0,0,0,2008
11360,------,375,260,48,38,22,4,2,0,1,0,2008
11361,------,1001,717,147,71,43,16,4,1,1,1,2008
11362,------,424,303,44,40,25,6,4,1,1,0,2008
11363,------,172,131,15,12,10,4,0,0,0,0,2008
11364,------,544,419,62,38,18,5,2,0,0,0,2008
11365,------,616,417,88,44,38,14,13,0,2,0,2008
11366,------,409,284,57,42,20,4,2,0,0,0,2008
11367,------,575,419,85,42,20,5,2,2,0,0,2008
11368,------,1232,902,149,97,54,14,11,4,1,0,2008
11369,------,273,188,33,17,18,8,5,3,1,0,2008
11370,------,279,189,43,14,20,9,3,0,1,0,2008
11371,------,105,34,13,20,12,9,8,5,3,1,2008
11372,------,1538,1159,219,100,44,10,4,2,0,0,2008
11373,------,1460,988,228,128,70,31,9,2,2,2,2008
11374,------,1057,744,140,85,53,19,10,4,2,0,2008
11375,------,2034,1421,304,183,81,25,13,3,2,2,2008
11377,------,1460,981,201,121,105,26,19,4,2,1,2008
11378,------,1098,613,194,114,97,40,30,6,3,1,2008
11379,------,537,395,66,33,23,13,6,1,0,0,2008
11385,------,1661,1127,225,152,104,32,20,1,0,0,2008
11411,------,128,89,18,9,7,3,2,0,0,0,2008
11412,------,228,158,29,25,14,2,0,0,0,0,2008
11413,------,425,245,68,62,31,12,6,0,1,0,2008
11414,------,447,311,53,41,34,6,1,1,0,0,2008
11415,------,414,296,61,34,8,7,6,2,0,0,2008
11416,------,390,260,49,31,29,12,4,4,0,1,2008
11417,------,376,272,39,31,26,4,2,1,1,0,2008
11418,------,671,456,87,66,38,14,7,1,0,2,2008
11419,------,638,492,73,45,23,3,2,0,0,0,2008
11420,------,343,254,40,31,16,1,0,1,0,0,2008
11421,------,405,304,54,24,18,4,0,1,0,0,2008
11422,------,310,202,52,32,16,7,1,0,0,0,2008
11423,------,332,222,62,24,16,6,1,1,0,0,2008
11426,------,226,169,28,13,11,3,0,2,0,0,2008
11427,------,222,164,19,19,12,6,1,0,0,1,2008
11428,------,289,196,42,28,15,6,2,0,0,0,2008
11429,------,201,131,26,14,21,5,4,0,0,0,2008
11430,------,367,114,78,47,56,29,16,17,5,5,2008
11432,------,1216,828,159,117,69,17,15,5,4,2,2008
11433,------,293,174,41,34,29,4,8,3,0,0,2008
11434,------,914,505,188,114,73,22,6,3,3,0,2008
11435,------,796,560,116,58,41,12,8,0,1,0,2008
11436,------,90,57,9,10,8,4,1,1,0,0,2008
11691,------,446,273,73,39,36,6,12,4,1,2,2008
11692,------,73,37,13,9,5,4,4,1,0,0,2008
11693,------,125,84,14,13,10,1,2,1,0,0,2008
11694,------,328,228,44,36,12,3,4,1,0,0,2008
11697,------,49,33,9,4,2,0,1,0,0,0,2008
10001,------,7305,4238,1249,811,601,207,133,37,20,9,2009
10002,------,2775,1990,370,227,134,35,14,4,0,1,2009
10003,------,4099,2434,627,460,342,124,78,17,10,7,2009
10004,------,1379,636,224,205,175,70,39,14,9,7,2009
10005,------,1274,628,187,165,157,77,37,14,5,4,2009
10006,------,828,386,145,131,95,40,19,8,2,2,2009
10007,------,1277,737,222,137,103,36,26,9,3,4,2009
10009,------,1049,725,159,102,49,8,4,1,1,0,2009
10010,------,2938,1595,510,370,263,101,71,16,6,6,2009
10011,------,3823,2203,650,404,342,117,77,19,6,5,2009
10012,------,2868,1618,512,370,258,66,36,7,0,1,2009
10013,------,5029,3129,854,492,352,120,54,19,3,6,2009
10014,------,2264,1378,339,256,162,67,46,9,6,1,2009
10016,------,5800,3212,991,752,509,181,115,27,8,5,2009
10017,------,5168,2518,930,688,562,220,158,55,23,14,2009
10018,------,6457,3463,1190,794,645,205,105,33,16,6,2009
10019,------,4932,2543,801,608,496,219,157,67,24,17,2009
10020,------,735,357,124,72,81,46,28,16,8,3,2009
10021,------,4029,2494,729,426,243,65,41,17,6,8,2009
10022,------,6620,3446,1157,866,650,258,167,43,19,14,2009
10023,------,2228,1393,305,240,157,65,41,18,4,5,2009
10024,------,1976,1303,281,207,128,38,12,3,2,2,2009
10025,------,1996,1306,290,225,121,39,10,1,3,1,2009
10026,------,364,256,44,33,23,6,2,0,0,0,2009
10027,------,939,547,124,106,112,33,10,3,1,3,2009
10028,------,1960,1160,370,264,117,31,15,1,0,2,2009
10029,------,908,583,129,91,66,26,7,2,0,4,2009
10030,------,231,155,30,21,17,4,4,0,0,0,2009
10031,------,662,506,69,55,25,5,1,0,1,0,2009
10032,------,727,538,91,50,29,11,5,1,1,1,2009
10033,------,963,713,125,61,48,8,7,0,1,0,2009
10034,------,560,440,64,27,21,4,4,0,0,0,2009
10035,------,536,325,73,49,47,24,11,3,0,4,2009
10036,------,6003,3496,912,636,498,219,157,45,17,23,2009
10037,------,196,125,37,14,15,2,1,1,0,1,2009
10038,------,2062,1174,344,248,186,54,31,14,8,3,2009
10039,------,161,104,25,16,10,4,2,0,0,0,2009
10040,------,514,411,60,28,9,1,3,0,1,1,2009
10044,------,94,60,11,13,6,2,1,0,0,1,2009
10065,------,1037,534,210,169,88,26,8,1,0,1,2009
10069,------,73,50,9,6,8,0,0,0,0,0,2009
10075,------,556,342,103,65,42,2,2,0,0,0,2009
10103,------,103,53,6,15,15,8,2,2,2,0,2009
10107,------,221,154,30,25,8,2,2,0,0,0,2009
10111,------,172,94,30,21,14,8,1,3,1,0,2009
10115,------,66,24,13,15,5,6,2,0,1,0,2009
10119,------,311,149,45,40,48,15,8,4,2,0,2009
10122,------,158,92,20,25,13,5,3,0,0,0,2009
10123,------,227,151,39,17,14,5,0,1,0,0,2009
10128,------,1687,1117,261,179,83,25,16,3,1,2,2009
10129,------,3,0,1,1,0,1,0,0,0,0,2009
10153,------,95,33,14,15,14,11,3,2,2,1,2009
10162,------,19,16,1,1,0,0,1,0,0,0,2009
10177,------,37,11,6,6,4,5,4,1,0,0,2009
10280,------,181,115,27,21,14,3,1,0,0,0,2009
10281,------,224,92,26,19,40,18,13,9,5,2,2009
10282,------,175,124,25,7,12,2,4,1,0,0,2009
10301,------,623,392,102,65,41,12,5,5,0,1,2009
10302,------,392,230,66,52,28,7,5,4,0,0,2009
10303,------,371,201,66,44,32,15,11,0,2,0,2009
10304,------,637,431,99,56,35,5,8,2,1,0,2009
10305,------,799,530,117,65,57,22,4,2,1,1,2009
10306,------,1045,684,168,110,61,9,9,1,2,1,2009
10307,------,249,186,29,18,13,2,1,0,0,0,2009
10308,------,397,289,54,34,18,2,0,0,0,0,2009
10309,------,649,396,115,71,47,9,7,2,2,0,2009
10310,------,464,293,73,54,31,5,5,2,0,1,2009
10312,------,837,574,135,80,28,13,7,0,0,0,2009
10314,------,1817,1061,327,221,138,43,21,4,2,0,2009
10451,------,777,464,106,98,59,26,14,6,2,2,2009
10452,------,651,459,86,49,36,13,7,1,0,0,2009
10453,------,616,450,62,60,35,4,4,1,0,0,2009
10454,------,578,320,104,70,56,14,12,2,0,0,2009
10455,------,660,419,106,64,43,17,9,2,0,0,2009
10456,------,548,391,67,33,38,11,3,4,0,1,2009
10457,------,727,495,88,64,54,17,6,1,0,2,2009
10458,------,1001,676,128,99,69,16,7,2,3,1,2009
10459,------,536,367,76,41,39,7,5,1,0,0,2009
10460,------,490,329,60,46,27,11,11,5,0,1,2009
10461,------,1212,774,194,128,69,21,14,5,6,1,2009
10462,------,1002,659,152,100,63,14,9,2,1,2,2009
10463,------,1015,713,142,83,49,14,9,4,1,0,2009
10464,------,149,102,23,7,12,2,3,0,0,0,2009
10465,------,473,298,78,47,23,14,9,3,0,1,2009
10466,------,599,411,74,67,34,6,4,2,1,0,2009
10467,------,1020,745,115,84,51,10,6,5,1,3,2009
10468,------,762,546,83,71,46,11,2,1,1,1,2009
10469,------,611,382,102,65,35,9,13,4,1,0,2009
10470,------,289,197,35,35,12,5,5,0,0,0,2009
10471,------,403,268,53,32,29,9,5,4,1,2,2009
10472,------,492,373,45,32,30,7,4,0,0,1,2009
10473,------,325,190,46,35,29,12,10,3,0,0,2009
10474,------,677,289,131,101,102,38,12,4,0,0,2009
10475,------,352,170,67,52,35,16,5,3,3,1,2009
11001,------,681,457,101,71,42,7,1,2,0,0,2009
11004,------,233,166,34,17,9,5,1,0,0,1,2009
11005,------,33,23,5,2,0,2,1,0,0,0,2009
11040,------,1475,897,225,172,126,35,15,2,1,2,2009
11096,------,291,185,45,31,16,8,5,1,0,0,2009
11101,------,2675,1249,457,400,333,134,73,22,5,2,2009
11102,------,681,471,99,62,31,10,3,4,0,1,2009
11103,------,1102,773,174,87,52,8,5,1,0,2,2009
11104,------,533,406,52,44,19,1,9,0,1,1,2009
11105,------,900,624,123,76,49,11,13,1,3,0,2009
11106,------,980,639,152,96,66,19,5,1,1,1,2009
11109,------,27,21,2,2,2,0,0,0,0,0,2009
11201,------,2510,1439,414,294,206,79,44,17,11,6,2009
11203,------,742,499,100,67,47,14,7,2,2,4,2009
11204,------,1817,1392,220,123,53,21,5,2,1,0,2009
11205,------,913,546,188,82,61,24,7,4,0,1,2009
11206,------,1030,658,148,108,75,20,14,3,1,3,2009
11207,------,845,529,112,78,74,28,17,6,1,0,2009
11208,------,717,478,93,66,50,15,11,1,2,1,2009
11209,------,1823,1314,256,145,80,16,7,4,0,1,2009
11210,------,919,633,122,92,55,8,6,1,1,1,2009
11211,------,2646,1770,422,220,157,43,20,6,5,3,2009
11212,------,647,453,91,50,39,8,3,0,1,2,2009
11213,------,621,428,91,58,35,3,5,0,0,1,2009
11214,------,1602,1210,198,117,52,10,9,4,2,0,2009
11215,------,1848,1266,267,173,100,28,11,1,0,2,2009
11216,------,566,399,73,47,32,10,5,0,0,0,2009
11217,------,1060,674,170,98,71,25,12,7,1,2,2009
11218,------,1457,1074,184,102,75,13,7,1,1,0,2009
11219,------,2487,1832,342,170,98,23,13,4,3,2,2009
11220,------,2073,1448,296,158,122,23,18,5,2,1,2009
11221,------,536,368,76,48,38,1,3,2,0,0,2009
11222,------,1352,827,202,161,111,26,20,2,2,1,2009
11223,------,1874,1445,218,119,62,14,9,2,3,2,2009
11224,------,659,476,84,48,34,9,4,2,2,0,2009
11225,------,543,409,65,39,18,8,3,1,0,0,2009
11226,------,1097,816,125,74,59,11,9,2,1,0,2009
11228,------,777,566,104,67,32,6,1,1,0,0,2009
11229,------,1890,1395,267,129,70,15,10,1,2,1,2009
11230,------,1984,1458,289,141,57,13,13,9,2,2,2009
11231,------,949,598,154,107,67,12,9,2,0,0,2009
11232,------,1178,665,198,148,107,34,21,5,0,0,2009
11233,------,346,253,31,30,21,5,4,1,1,0,2009
11234,------,1655,1066,291,158,100,27,9,1,2,1,2009
11235,------,2284,1766,268,134,82,18,10,3,2,1,2009
11236,------,966,617,149,88,71,27,8,4,1,1,2009
11237,------,828,504,127,102,68,15,9,2,0,1,2009
11238,------,753,536,103,62,38,8,3,2,0,1,2009
11239,------,74,34,11,3,11,5,7,3,0,0,2009
11241,------,71,50,9,5,3,3,1,0,0,0,2009
11242,------,129,96,17,9,6,0,1,0,0,0,2009
11354,------,2629,1953,344,170,105,31,13,10,3,0,2009
11355,------,1789,1387,218,102,62,14,2,1,1,2,2009
11356,------,700,448,89,75,47,23,13,4,0,1,2009
11357,------,929,650,132,70,45,23,5,1,2,1,2009
11358,------,1152,916,122,77,29,4,3,1,0,0,2009
11360,------,372,246,53,41,26,4,1,0,1,0,2009
11361,------,995,708,149,70,48,14,3,1,1,1,2009
11362,------,431,310,46,41,22,4,6,1,1,0,2009
11363,------,173,129,19,13,8,4,0,0,0,0,2009
11364,------,564,434,69,35,20,4,2,0,0,0,2009
11365,------,628,426,90,47,37,17,8,2,1,0,2009
11366,------,430,315,56,33,18,5,3,0,0,0,2009
11367,------,577,413,92,43,21,5,1,2,0,0,2009
11368,------,1243,904,155,93,55,17,13,5,1,0,2009
11369,------,279,199,27,18,17,8,7,2,1,0,2009
11370,------,281,194,35,19,22,7,3,0,1,0,2009
11371,------,100,29,14,15,10,16,9,4,2,1,2009
11372,------,1572,1172,231,107,47,11,2,2,0,0,2009
11373,------,1450,973,238,114,82,31,6,3,2,1,2009
11374,------,1086,781,134,89,49,18,11,1,3,0,2009
11375,------,2052,1432,309,184,85,24,13,2,1,2,2009
11377,------,1462,977,209,123,101,32,12,6,0,2,2009
11378,------,1113,623,193,120,104,38,27,5,2,1,2009
11379,------,526,380,72,28,29,12,4,1,0,0,2009
11385,------,1697,1164,228,160,98,31,15,1,0,0,2009
11411,------,131,93,16,11,6,3,2,0,0,0,2009
11412,------,234,165,30,24,14,0,1,0,0,0,2009
11413,------,428,247,72,57,37,7,7,0,1,0,2009
11414,------,431,297,50,48,30,4,2,0,0,0,2009
11415,------,417,300,54,39,9,8,6,1,0,0,2009
11416,------,383,253,44,35,31,12,3,4,0,1,2009
11417,------,373,274,39,30,25,3,0,1,1,0,2009
11418,------,678,471,88,50,39,18,8,2,0,2,2009
11419,------,640,502,72,38,22,5,0,1,0,0,2009
11420,------,364,281,37,26,17,2,0,1,0,0,2009
11421,------,424,328,50,24,16,3,2,1,0,0,2009
11422,------,302,191,57,32,14,7,0,1,0,0,2009
11423,------,342,231,64,26,11,8,1,1,0,0,2009
11426,------,237,185,26,9,12,3,0,2,0,0,2009
11427,------,219,163,20,17,10,7,1,0,0,1,2009
11428,------,295,210,31,31,15,6,2,0,0,0,2009
11429,------,212,142,20,20,22,3,4,1,0,0,2009
11430,------,342,102,74,47,50,20,23,18,3,5,2009
11432,------,1221,846,155,112,62,22,12,7,3,2,2009
11433,------,294,175,44,36,24,5,7,3,0,0,2009
11434,------,901,504,197,100,73,15,7,3,1,1,2009
11435,------,802,570,111,63,38,12,6,1,1,0,2009
11436,------,92,61,10,7,6,6,1,1,0,0,2009
11691,------,461,286,68,45,34,8,14,3,2,1,2009
11692,------,83,46,14,8,6,5,3,1,0,0,2009
11693,------,131,87,17,12,11,2,2,0,0,0,2009
11694,------,317,223,46,26,16,1,5,0,0,0,2009
11697,------,51,30,14,5,1,1,0,0,0,0,2009
10001,------,7241,4273,1266,734,565,200,130,40,22,11,2010
10002,------,2872,2052,410,228,128,33,17,3,0,1,2010
10003,------,4113,2509,593,483,311,117,70,15,9,6,2010
10004,------,1398,664,228,201,165,66,46,11,10,7,2010
10005,------,1266,626,190,151,155,78,38,19,5,4,2010
10006,------,843,401,150,119,103,43,17,5,3,2,2010
10007,------,1330,790,214,159,95,38,18,8,5,3,2010
10009,------,1090,755,170,103,46,9,4,2,0,1,2010
10010,------,2981,1672,481,362,265,110,66,11,8,6,2010
10011,------,3852,2227,655,422,327,114,79,18,5,5,2010
10012,------,2916,1664,517,357,267,71,33,6,0,1,2010
10013,------,5098,3194,861,485,355,122,53,19,2,7,2010
10014,------,2264,1383,332,250,166,71,44,9,8,1,2010
10016,------,5769,3259,948,740,498,181,109,22,6,6,2010
10017,------,5133,2533,916,682,554,209,152,53,23,11,2010
10018,------,6421,3512,1145,795,600,210,100,35,17,7,2010
10019,------,4867,2573,779,573,476,228,143,55,24,16,2010
10020,------,725,355,112,73,77,49,29,18,8,4,2010
10021,------,3879,2420,674,422,237,59,42,11,6,8,2010
10022,------,6595,3520,1136,841,616,261,147,44,16,14,2010
10023,------,2240,1429,287,246,157,55,40,15,5,6,2010
10024,------,2012,1342,286,204,113,47,14,3,2,1,2010
10025,------,2043,1343,296,233,108,48,9,3,2,1,2010
10026,------,396,276,50,34,28,6,2,0,0,0,2010
10027,------,954,565,121,106,105,37,11,4,2,3,2010
10028,------,1955,1171,344,279,115,28,15,1,0,2,2010
10029,------,1016,672,146,94,69,24,5,2,0,4,2010
10030,------,237,160,30,24,15,4,4,0,0,0,2010
10031,------,668,511,74,50,25,6,1,0,1,0,2010
10032,------,740,541,96,62,21,12,5,1,1,1,2010
10033,------,1000,737,129,62,54,10,7,0,1,0,2010
10034,------,575,445,69,28,23,5,5,0,0,0,2010
10035,------,572,335,87,54,51,24,12,5,1,3,2010
10036,------,5974,3558,875,603,499,206,148,48,17,20,2010
10037,------,206,135,38,15,13,1,2,1,0,1,2010
10038,------,1995,1139,338,230,169,54,38,14,7,6,2010
10039,------,183,119,21,28,10,4,1,0,0,0,2010
10040,------,521,408,68,26,12,2,3,0,1,1,2010
10044,------,93,55,15,11,8,2,1,0,0,1,2010
10065,------,1137,629,214,166,97,20,8,2,0,1,2010
10069,------,82,56,7,12,7,0,0,0,0,0,2010
10075,------,617,386,109,76,38,5,3,0,0,0,2010
10103,------,100,57,4,14,12,7,2,3,1,0,2010
10107,------,209,147,24,27,6,1,4,0,0,0,2010
10111,------,166,92,26,21,15,6,3,2,1,0,2010
10115,------,63,21,13,13,7,5,3,0,1,0,2010
10119,------,314,151,54,34,46,18,5,4,2,0,2010
10122,------,150,93,20,19,11,4,2,1,0,0,2010
10123,------,214,142,38,16,12,4,1,1,0,0,2010
10128,------,1706,1155,244,171,91,24,15,3,2,1,2010
10129,------,4,1,1,1,0,1,0,0,0,0,2010
10153,------,117,44,22,13,22,7,4,2,1,2,2010
10162,------,21,16,3,0,1,0,1,0,0,0,2010
10177,------,37,16,7,5,4,2,1,2,0,0,2010
10280,------,170,112,26,15,13,3,1,0,0,0,2010
10281,------,157,50,18,18,30,15,13,6,4,3,2010
10282,------,183,125,29,9,13,3,2,2,0,0,2010
10301,------,657,425,100,67,40,15,5,4,0,1,2010
10302,------,398,244,61,48,29,8,5,3,0,0,2010
10303,------,393,217,63,59,27,12,12,2,1,0,2010
10304,------,646,439,105,56,33,4,6,2,1,0,2010
10305,------,810,541,119,71,48,23,4,2,1,1,2010
10306,------,1057,689,160,128,60,11,5,1,2,1,2010
10307,------,257,189,36,16,12,3,1,0,0,0,2010
10308,------,405,287,60,36,16,6,0,0,0,0,2010
10309,------,686,436,114,74,41,10,7,2,1,1,2010
10310,------,485,316,70,57,27,8,4,2,0,1,2010
10312,------,842,587,121,82,31,14,7,0,0,0,2010
10314,------,1812,1074,298,238,136,37,23,5,1,0,2010
10451,------,809,466,129,95,70,23,16,6,2,2,2010
10452,------,687,488,85,53,40,14,5,1,1,0,2010
10453,------,630,460,63,58,38,7,3,1,0,0,2010
10454,------,577,322,101,65,60,18,10,1,0,0,2010
10455,------,675,436,89,71,53,12,9,5,0,0,2010
10456,------,581,416,64,40,44,9,3,3,1,1,2010
10457,------,753,512,95,68,58,12,5,1,0,2,2010
10458,------,1033,694,140,101,66,21,6,2,2,1,2010
10459,------,546,378,83,37,33,8,7,0,0,0,2010
10460,------,500,327,74,40,33,11,11,3,0,1,2010
10461,------,1220,773,196,133,75,16,15,4,7,1,2010
10462,------,1020,688,138,103,61,19,7,1,0,3,2010
10463,------,1025,714,146,88,46,16,7,5,3,0,2010
10464,------,145,95,25,11,10,2,2,0,0,0,2010
10465,------,496,323,71,49,27,15,6,4,0,1,2010
10466,------,612,421,74,66,35,7,6,2,1,0,2010
10467,------,1050,781,102,86,56,11,6,4,1,3,2010
10468,------,777,555,87,69,46,14,3,1,1,1,2010
10469,------,627,402,95,64,39,10,12,4,1,0,2010
10470,------,287,205,34,27,11,5,5,0,0,0,2010
10471,------,398,260,59,26,31,11,4,4,1,2,2010
10472,------,506,383,51,39,21,8,3,0,0,1,2010
10473,------,334,200,51,27,29,12,13,2,0,0,2010
10474,------,663,297,107,106,101,31,16,5,0,0,2010
10475,------,354,178,58,52,40,15,4,3,3,1,2010
11001,------,690,456,122,61,39,8,2,2,0,0,2010
11004,------,229,167,28,17,12,4,0,0,0,1,2010
11005,------,34,24,3,3,2,1,1,0,0,0,2010
11040,------,1494,926,227,167,117,37,14,3,1,2,2010
11096,------,300,189,54,26,17,6,6,2,0,0,2010
11101,------,2744,1320,474,391,335,128,65,20,8,3,2010
11102,------,679,474,100,58,30,12,2,2,0,1,2010
11103,------,1108,794,162,82,57,6,4,1,1,1,2010
11104,------,538,410,54,43,20,2,6,1,1,1,2010
11105,------,903,637,123,69,48,15,7,1,3,0,2010
11106,------,1028,700,156,73,71,18,7,1,1,1,2010
11109,------,34,26,4,4,0,0,0,0,0,0,2010
11201,------,2567,1465,413,312,218,83,46,14,10,6,2010
11203,------,796,549,100,69,51,11,7,3,2,4,2010
11204,------,1902,1463,235,115,59,18,6,5,1,0,2010
11205,------,953,576,181,103,58,19,11,4,0,1,2010
11206,------,1055,681,143,114,77,19,11,5,2,3,2010
11207,------,912,601,120,64,80,25,15,6,1,0,2010
11208,------,745,496,98,72,50,15,9,2,2,1,2010
11209,------,1842,1310,282,145,77,17,6,3,1,1,2010
11210,------,990,697,131,88,56,10,4,2,1,1,2010
11211,------,2766,1846,448,252,144,41,21,7,2,5,2010
11212,------,699,497,87,55,49,5,3,0,2,1,2010
11213,------,675,480,89,61,37,4,2,1,0,1,2010
11214,------,1679,1277,202,113,57,14,11,4,1,0,2010
11215,------,1916,1309,289,168,110,27,8,3,0,2,2010
11216,------,604,431,79,44,35,10,4,1,0,0,2010
11217,------,1117,707,178,108,78,26,11,6,2,1,2010
11218,------,1474,1074,186,114,75,17,5,1,2,0,2010
11219,------,2581,1895,341,198,98,31,11,3,2,2,2010
11220,------,2175,1526,314,175,114,26,11,5,3,1,2010
11221,------,566,393,84,44,37,3,3,2,0,0,2010
11222,------,1375,848,221,155,103,29,15,1,3,0,2010
11223,------,1948,1508,221,124,67,12,7,4,2,3,2010
11224,------,656,464,86,57,33,9,4,2,1,0,2010
11225,------,580,440,66,40,23,6,5,0,0,0,2010
11226,------,1127,833,135,76,59,13,8,1,2,0,2010
11228,------,787,584,100,67,28,4,4,0,0,0,2010
11229,------,1950,1445,262,134,80,15,9,2,2,1,2010
11230,------,2026,1502,275,143,65,15,14,10,0,2,2010
11231,------,985,626,145,122,67,13,10,2,0,0,2010
11232,------,1174,682,198,137,106,29,15,6,1,0,2010
11233,------,364,269,39,28,18,4,4,1,1,0,2010
11234,------,1717,1128,285,155,104,27,15,0,2,1,2010
11235,------,2394,1868,274,148,75,17,7,4,0,1,2010
11236,------,985,636,148,97,70,21,8,2,3,0,2010
11237,------,862,538,137,94,66,19,6,1,0,1,2010
11238,------,790,563,117,64,33,7,2,3,0,1,2010
11239,------,76,37,9,9,8,5,4,4,0,0,2010
11241,------,75,52,10,7,3,2,1,0,0,0,2010
11242,------,122,91,15,9,6,0,1,0,0,0,2010
11249,------,30,27,1,1,1,0,0,0,0,0,2010
11354,------,2704,1990,375,179,95,36,14,11,4,0,2010
11355,------,1832,1422,217,112,60,14,4,0,1,2,2010
11356,------,702,462,87,71,47,22,9,4,0,0,2010
11357,------,917,652,131,61,47,16,6,1,2,1,2010
11358,------,1160,925,123,75,27,6,3,1,0,0,2010
11360,------,361,241,52,37,22,7,1,0,1,0,2010
11361,------,1010,721,152,67,50,15,2,1,1,1,2010
11362,------,442,326,43,35,26,5,5,1,1,0,2010
11363,------,165,127,15,11,8,4,0,0,0,0,2010
11364,------,584,452,68,37,21,3,3,0,0,0,2010
11365,------,643,435,89,52,40,15,9,2,1,0,2010
11366,------,449,334,54,36,19,4,2,0,0,0,2010
11367,------,582,421,86,46,20,5,1,3,0,0,2010
11368,------,1277,944,146,102,57,13,9,6,0,0,2010
11369,------,280,202,27,19,15,8,7,1,1,0,2010
11370,------,297,208,37,22,20,6,3,0,1,0,2010
11371,------,95,29,14,11,16,9,8,5,2,1,2010
11372,------,1629,1237,226,109,46,7,2,2,0,0,2010
11373,------,1498,1019,239,128,70,28,8,2,3,1,2010
11374,------,1089,779,125,96,57,18,8,3,3,0,2010
11375,------,2060,1439,286,198,93,24,13,4,1,2,2010
11377,------,1492,1023,202,124,99,26,11,5,0,2,2010
11378,------,1101,638,180,117,97,36,23,6,3,1,2010
11379,------,543,397,69,36,23,13,4,1,0,0,2010
11385,------,1742,1203,246,146,100,29,17,1,0,0,2010
11411,------,140,98,20,10,7,4,1,0,0,0,2010
11412,------,239,172,21,35,8,2,1,0,0,0,2010
11413,------,433,252,75,54,38,5,8,0,1,0,2010
11414,------,438,290,59,47,33,6,3,0,0,0,2010
11415,------,419,299,53,40,10,10,6,0,1,0,2010
11416,------,393,261,37,44,29,12,5,4,1,0,2010
11417,------,391,294,34,33,22,6,0,1,1,0,2010
11418,------,718,509,87,58,38,16,5,3,0,2,2010
11419,------,682,540,80,37,20,4,0,1,0,0,2010
11420,------,373,290,38,21,19,3,1,1,0,0,2010
11421,------,443,342,56,25,14,5,0,1,0,0,2010
11422,------,307,197,56,26,19,7,2,0,0,0,2010
11423,------,359,250,62,26,11,7,2,1,0,0,2010
11426,------,248,198,26,13,8,1,0,2,0,0,2010
11427,------,237,174,23,18,12,7,2,0,0,1,2010
11428,------,310,225,32,30,17,6,0,0,0,0,2010
11429,------,222,147,29,20,19,2,5,0,0,0,2010
11430,------,342,103,76,47,45,23,23,14,6,5,2010
11432,------,1220,825,173,105,73,19,14,7,2,2,2010
11433,------,298,190,38,30,25,5,7,2,1,0,2010
11434,------,939,540,189,112,69,17,6,5,1,0,2010
11435,------,823,579,119,64,41,11,8,0,1,0,2010
11436,------,98,63,13,8,6,6,2,0,0,0,2010
11691,------,490,312,59,54,34,10,15,3,2,1,2010
11692,------,90,56,15,4,9,2,2,2,0,0,2010
11693,------,132,89,14,13,12,1,3,0,0,0,2010
11694,------,330,228,56,26,12,3,4,1,0,0,2010
11697,------,48,32,8,6,1,0,1,0,0,0,2010
10001,------,7227,4204,1273,743,586,215,132,40,21,13,2011
10002,------,2912,2070,401,245,135,41,17,2,0,1,2011
10003,------,4159,2510,629,456,332,129,70,16,10,7,2011
10004,------,1404,654,229,210,169,71,43,13,7,8,2011
10005,------,1301,667,191,140,156,71,49,17,5,5,2011
10006,------,834,398,138,132,99,41,14,6,4,2,2011
10007,------,1368,790,231,162,107,40,18,12,5,3,2011
10009,------,1128,762,177,112,62,8,3,3,0,1,2011
10010,------,3022,1704,491,344,276,108,70,15,7,7,2011
