zip,sic,est,n1_4,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000,year
11228,------,674,484,90,59,34,4,2,0,0,1,2003
11229,------,1678,1260,217,112,70,13,4,0,1,1,2003
11230,------,1874,1411,238,123,63,21,11,4,1,2,2003
11231,------,807,496,133,92,59,16,10,1,0,0,2003
11232,------,1124,602,184,158,120,33,20,5,1,1,2003
11233,------,291,203,31,29,18,6,1,3,0,0,2003
11234,------,1618,1009,269,176,116,33,10,1,3,1,2003
11235,------,1969,1470,269,123,75,16,9,5,1,1,2003
11236,------,927,600,152,88,57,16,11,2,1,0,2003
11237,------,736,438,90,93,78,21,13,0,1,2,2003
11238,------,610,409,88,60,35,13,2,2,0,1,2003
11239,------,86,44,10,9,10,5,6,2,0,0,2003
11241,------,84,57,10,8,5,3,1,0,0,0,2003
11242,------,131,101,16,10,3,1,0,0,0,0,2003
11354,------,2218,1640,283,135,108,25,13,11,3,0,2003
11355,------,1464,1152,162,81,46,15,4,1,1,2,2003
11356,------,634,373,89,78,58,19,11,5,1,0,2003
11357,------,878,594,135,75,43,19,9,2,1,0,2003
11358,------,972,722,136,67,35,10,2,0,0,0,2003
11360,------,364,249,48,40,15,8,3,0,1,0,2003
11361,------,896,612,134,74,53,15,5,2,1,0,2003
11362,------,395,283,43,32,27,4,4,1,0,1,2003
11363,------,182,135,20,9,13,4,1,0,0,0,2003
11364,------,504,364,74,36,24,4,2,0,0,0,2003
11365,------,582,384,85,49,41,12,8,2,1,0,2003
11366,------,368,254,58,33,16,6,1,0,0,0,2003
11367,------,547,411,69,36,20,7,3,1,0,0,2003
11368,------,1157,838,151,85,50,15,14,3,1,0,2003
11369,------,222,132,32,21,20,6,6,3,2,0,2003
11370,------,252,175,35,14,19,4,3,2,0,0,2003
11371,------,92,28,10,12,13,8,15,1,1,4,2003
11372,------,1521,1173,207,79,48,10,3,1,0,0,2003
11373,------,1359,948,203,95,73,25,7,5,2,1,2003
11374,------,1019,715,139,85,45,19,12,4,0,0,2003
11375,------,1963,1353,320,172,65,33,12,5,1,2,2003
11377,------,1446,979,189,128,100,33,12,4,1,0,2003
11378,------,1018,553,162,136,90,44,28,4,0,1,2003
11379,------,483,348,64,35,20,7,8,1,0,0,2003
11385,------,1518,1022,205,136,111,25,17,1,1,0,2003
11411,------,122,82,20,7,10,2,1,0,0,0,2003
11412,------,226,151,28,27,15,4,1,0,0,0,2003
11413,------,386,207,82,51,27,9,7,2,1,0,2003
11414,------,439,298,65,33,36,5,1,1,0,0,2003
11415,------,389,281,66,19,11,7,4,0,1,0,2003
11416,------,359,218,61,35,30,7,3,5,0,0,2003
11417,------,348,237,49,33,22,3,2,1,1,0,2003
11418,------,657,450,84,65,39,13,2,2,0,2,2003
11419,------,586,436,87,39,21,3,0,0,0,0,2003
11420,------,327,250,33,23,18,1,0,2,0,0,2003
11421,------,408,302,54,25,21,5,1,0,0,0,2003
11422,------,281,169,50,29,20,9,4,0,0,0,2003
11423,------,326,222,46,28,21,6,3,0,0,0,2003
11426,------,211,152,22,20,10,4,1,2,0,0,2003
11427,------,210,156,15,17,13,8,0,0,0,1,2003
11428,------,258,167,45,20,20,6,0,0,0,0,2003
11429,------,206,128,25,25,19,6,3,0,0,0,2003
11430,------,364,118,75,48,57,26,19,8,5,8,2003
11432,------,1206,834,180,67,71,26,17,6,2,3,2003
11433,------,289,152,53,41,30,4,7,1,1,0,2003
11434,------,861,455,176,114,85,19,8,3,1,0,2003
11435,------,716,493,106,62,35,10,8,1,1,0,2003
11436,------,74,49,7,8,4,5,1,0,0,0,2003
11691,------,426,254,67,41,35,13,10,2,3,1,2003
11692,------,74,38,12,7,7,6,3,1,0,0,2003
11693,------,98,61,15,12,9,0,0,0,1,0,2003
11694,------,302,206,44,33,12,1,6,0,0,0,2003
11697,------,43,29,7,3,3,1,0,0,0,0,2003
10001,------,7370,4339,1266,819,558,196,122,33,29,8,2004
10002,------,2551,1841,336,191,129,41,10,1,2,0,2004
10003,------,3776,2291,586,404,287,119,65,12,7,5,2004
10004,------,1283,580,236,182,145,67,43,20,5,5,2004
10005,------,1226,571,204,160,133,76,59,14,6,3,2004
10006,------,869,406,154,131,113,35,15,10,4,1,2004
10007,------,1635,937,304,206,126,28,23,7,2,2,2004
10009,------,982,683,132,100,51,5,9,1,1,0,2004
10010,------,3059,1710,520,353,286,89,62,24,3,12,2004
10011,------,3729,2214,602,423,319,83,58,22,6,2,2004
10012,------,2881,1711,521,316,219,80,31,2,0,1,2004
10013,------,5847,3494,1050,661,435,137,48,15,5,2,2004
10014,------,2247,1411,333,242,148,53,41,13,5,1,2004
10016,------,6080,3398,1071,761,487,192,126,24,14,7,2004
10017,------,5384,2721,946,737,513,222,160,48,24,13,2004
10018,------,6293,3393,1139,832,601,174,114,17,16,7,2004
10019,------,5068,2665,858,620,452,222,158,55,27,11,2004
10020,------,791,380,133,81,85,49,35,15,9,4,2004
10021,------,5632,3408,1024,662,354,98,50,16,11,9,2004
10022,------,6648,3508,1190,848,614,248,164,48,17,11,2004
10023,------,2296,1443,366,217,151,60,30,21,3,5,2004
10024,------,2024,1330,305,207,115,43,18,2,1,3,2004
10025,------,1898,1271,304,189,89,30,5,5,3,2,2004
10026,------,272,203,36,15,13,4,1,0,0,0,2004
10027,------,847,478,129,110,83,24,18,1,2,2,2004
10028,------,1995,1221,353,257,109,30,21,2,1,1,2004
10029,------,799,503,120,78,60,23,7,2,2,4,2004
10030,------,218,157,25,15,15,4,2,0,0,0,2004
10031,------,594,458,69,39,19,5,3,0,1,0,2004
10032,------,716,528,97,43,29,12,4,1,1,1,2004
10033,------,952,709,121,64,45,6,5,1,1,0,2004
10034,------,543,422,64,23,23,7,2,1,1,0,2004
10035,------,480,288,82,46,37,16,4,3,1,3,2004
10036,------,6241,3615,1054,614,504,216,152,48,16,22,2004
10037,------,163,95,26,24,12,3,2,0,0,1,2004
10038,------,2149,1195,363,268,179,71,36,20,11,6,2004
10039,------,140,96,20,13,7,4,0,0,0,0,2004
10040,------,537,436,60,23,10,5,1,0,1,1,2004
10044,------,62,38,10,4,6,2,1,0,0,1,2004
10048,------,81,45,13,11,7,2,2,0,1,0,2004
10069,------,33,24,0,2,7,0,0,0,0,0,2004
10103,------,143,66,14,23,12,9,7,10,1,1,2004
10107,------,207,141,39,13,9,3,1,1,0,0,2004
10111,------,185,119,20,17,17,3,5,3,1,0,2004
10115,------,57,17,13,15,4,5,2,0,1,0,2004
10119,------,267,130,45,32,27,18,11,4,0,0,2004
10122,------,215,145,30,24,10,4,2,0,0,0,2004
10123,------,236,158,39,23,14,2,0,0,0,0,2004
10128,------,1716,1152,281,168,72,22,15,3,2,1,2004
10129,------,3,1,0,1,0,1,0,0,0,0,2004
10153,------,98,46,21,11,12,4,3,0,0,1,2004
10162,------,22,20,0,0,1,0,1,0,0,0,2004
10177,------,27,9,3,2,7,1,4,1,0,0,2004
10280,------,154,104,16,22,8,3,1,0,0,0,2004
10281,------,108,32,19,11,22,6,8,2,4,4,2004
10282,------,181,124,30,14,6,5,1,1,0,0,2004
10301,------,624,387,101,67,42,18,4,2,3,0,2004
10302,------,379,228,60,48,29,9,2,3,0,0,2004
10303,------,347,201,50,38,32,14,8,3,1,0,2004
10304,------,599,369,112,68,38,4,7,1,0,0,2004
10305,------,757,508,104,69,48,18,5,3,1,1,2004
10306,------,995,624,190,85,67,16,9,1,3,0,2004
10307,------,241,178,34,20,6,1,2,0,0,0,2004
10308,------,387,280,58,26,20,3,0,0,0,0,2004
10309,------,603,380,103,54,47,10,6,2,0,1,2004
10310,------,446,266,78,61,30,4,6,1,0,0,2004
10312,------,831,562,146,67,37,12,7,0,0,0,2004
10314,------,1741,1022,304,216,129,46,14,7,2,1,2004
10451,------,725,400,118,93,73,23,11,4,1,2,2004
10452,------,634,471,67,40,39,10,6,1,0,0,2004
10453,------,547,395,63,49,30,6,2,2,0,0,2004
10454,------,559,308,87,67,59,27,10,0,1,0,2004
10455,------,590,375,106,40,39,15,9,3,2,1,2004
10456,------,494,357,53,35,32,8,6,1,1,1,2004
10457,------,660,444,77,53,60,17,6,1,0,2,2004
10458,------,993,665,138,95,64,17,8,3,2,1,2004
10459,------,497,354,61,37,33,6,5,1,0,0,2004
10460,------,451,309,45,43,35,5,9,4,1,0,2004
10461,------,1219,796,187,120,69,19,15,8,4,1,2004
10462,------,991,639,160,95,70,13,10,1,1,2,2004
10463,------,982,678,155,78,41,15,9,5,1,0,2004
10464,------,162,109,25,11,13,2,2,0,0,0,2004
10465,------,484,324,74,38,27,16,1,3,0,1,2004
10466,------,608,401,80,63,44,6,8,3,1,2,2004
10467,------,1006,755,104,80,45,9,8,1,1,3,2004
10468,------,756,549,87,61,41,12,1,2,2,1,2004
10469,------,618,408,86,67,36,8,9,2,2,0,2004
10470,------,291,202,40,30,8,8,3,0,0,0,2004
10471,------,375,255,46,30,26,6,6,2,2,2,2004
10472,------,460,335,50,33,30,8,4,0,0,0,2004
10473,------,345,210,41,43,29,8,11,3,0,0,2004
10474,------,601,253,104,98,103,26,13,4,0,0,2004
10475,------,327,151,56,51,36,15,12,4,1,1,2004
11001,------,670,445,109,72,31,9,3,0,0,1,2004
11004,------,226,155,34,18,12,5,1,0,0,1,2004
11005,------,34,24,3,4,0,2,1,0,0,0,2004
11040,------,1406,774,277,169,125,36,20,2,0,3,2004
11096,------,298,178,58,23,22,10,4,2,0,1,2004
11101,------,2653,1275,437,364,313,149,86,18,9,2,2004
11102,------,663,449,100,62,38,8,3,1,1,1,2004
11103,------,1047,743,139,90,59,10,3,0,2,1,2004
11104,------,522,394,61,37,19,3,7,0,0,1,2004
11105,------,871,609,116,70,47,8,14,3,4,0,2004
11106,------,938,600,151,86,73,17,7,2,1,1,2004
11109,------,14,13,0,1,0,0,0,0,0,0,2004
11201,------,2349,1367,365,277,199,68,42,11,12,8,2004
11203,------,701,465,86,80,43,18,3,2,1,3,2004
11204,------,1733,1320,234,98,55,20,4,2,0,0,2004
11205,------,766,461,134,80,64,15,8,3,0,1,2004
11206,------,913,560,130,100,82,23,10,3,1,4,2004
11207,------,737,431,104,81,77,16,18,8,1,1,2004
11208,------,713,457,92,63,67,18,10,3,1,2,2004
11209,------,1843,1306,276,160,69,20,9,0,2,1,2004
11210,------,842,562,140,82,45,7,3,2,1,0,2004
11211,------,2219,1457,328,201,154,37,23,11,5,3,2004
11212,------,586,394,97,38,40,8,5,1,2,1,2004
11213,------,570,389,87,50,35,3,3,1,0,2,2004
11214,------,1482,1086,228,82,60,13,8,3,2,0,2004
11215,------,1603,1053,268,136,99,34,11,0,1,1,2004
11216,------,534,366,76,49,32,7,4,0,0,0,2004
11217,------,908,597,149,65,56,20,15,4,2,0,2004
11218,------,1295,941,169,107,55,18,5,0,0,0,2004
11219,------,2286,1670,301,158,107,25,16,3,4,2,2004
11220,------,1749,1184,232,144,129,38,18,2,1,1,2004
11221,------,427,284,69,46,20,3,2,2,1,0,2004
11222,------,1283,779,181,143,124,34,19,1,2,0,2004
11223,------,1648,1230,222,104,64,14,7,4,2,1,2004
11224,------,563,399,71,48,30,6,5,3,1,0,2004
11225,------,492,368,57,36,20,7,3,1,0,0,2004
11226,------,1044,765,113,84,57,15,8,2,0,0,2004
11228,------,712,513,92,64,33,5,4,0,0,1,2004
11229,------,1698,1263,225,114,73,15,6,0,1,1,2004
11230,------,1925,1448,254,124,61,19,13,4,0,2,2004
11231,------,850,544,131,91,58,16,9,1,0,0,2004
11232,------,1095,570,190,162,122,27,18,5,0,1,2004
11233,------,301,208,38,28,17,7,1,2,0,0,2004
11234,------,1605,1006,270,157,123,37,7,2,2,1,2004
11235,------,2048,1568,253,117,73,22,9,4,0,2,2004
11236,------,944,596,164,93,55,24,9,2,1,0,2004
11237,------,762,461,87,102,75,23,9,2,1,2,2004
11238,------,642,434,93,64,35,12,1,2,0,1,2004
11239,------,87,45,11,9,9,5,5,2,1,0,2004
11241,------,83,52,14,9,4,3,1,0,0,0,2004
11242,------,138,108,17,7,5,0,1,0,0,0,2004
11354,------,2334,1719,314,144,103,25,15,11,2,1,2004
11355,------,1550,1227,181,75,43,16,5,1,0,2,2004
11356,------,646,393,79,72,59,23,13,6,1,0,2004
11357,------,902,619,148,62,45,16,9,1,2,0,2004
11358,------,1026,787,128,66,32,9,4,0,0,0,2004
11360,------,367,241,53,45,17,7,3,0,1,0,2004
11361,------,943,655,137,77,48,19,5,1,1,0,2004
11362,------,398,279,48,33,25,6,5,1,0,1,2004
11363,------,175,123,24,11,12,4,1,0,0,0,2004
11364,------,495,364,61,40,23,5,2,0,0,0,2004
11365,------,599,418,76,39,44,13,7,0,1,1,2004
11366,------,367,241,68,34,18,5,0,0,1,0,2004
11367,------,559,408,80,45,15,8,2,1,0,0,2004
11368,------,1181,862,139,76,62,22,16,3,1,0,2004
11369,------,228,145,30,17,21,7,5,3,0,0,2004
11370,------,283,201,36,19,18,4,3,1,1,0,2004
11371,------,84,22,13,8,16,9,7,5,3,1,2004
11372,------,1554,1190,220,85,46,10,2,1,0,0,2004
11373,------,1418,1001,211,97,71,23,8,3,2,2,2004
11374,------,1051,749,135,78,55,15,14,5,0,0,2004
11375,------,2010,1392,327,169,70,33,13,2,2,2,2004
11377,------,1456,994,187,130,95,31,13,4,2,0,2004
11378,------,1024,565,161,120,108,41,24,4,0,1,2004
11379,------,521,374,77,31,25,6,7,1,0,0,2004
11385,------,1558,1058,216,140,101,25,15,2,1,0,2004
11411,------,126,88,15,8,10,4,1,0,0,0,2004
11412,------,239,163,30,27,16,1,2,0,0,0,2004
11413,------,385,216,68,60,26,6,6,2,1,0,2004
11414,------,454,309,67,41,29,6,1,1,0,0,2004
11415,------,398,292,59,25,11,4,6,1,0,0,2004
11416,------,363,223,58,33,32,8,5,3,1,0,2004
11417,------,357,245,52,27,24,5,2,1,0,1,2004
11418,------,669,459,89,61,39,14,3,2,0,2,2004
11419,------,594,450,80,37,22,4,1,0,0,0,2004
11420,------,328,249,31,26,20,0,0,2,0,0,2004
11421,------,412,308,50,25,21,4,3,0,1,0,2004
11422,------,271,170,33,36,20,10,1,1,0,0,2004
11423,------,341,238,42,33,20,6,1,1,0,0,2004
11426,------,221,163,30,10,10,6,0,2,0,0,2004
11427,------,224,165,21,14,14,8,1,0,0,1,2004
11428,------,261,168,44,22,23,4,0,0,0,0,2004
11429,------,212,136,23,26,17,5,4,1,0,0,2004
11430,------,374,123,81,52,46,32,19,7,4,10,2004
11432,------,1217,830,172,90,75,22,15,6,3,4,2004
11433,------,292,149,58,38,35,6,4,1,0,1,2004
11434,------,869,462,186,104,84,17,11,2,3,0,2004
11435,------,728,488,116,66,38,10,8,1,1,0,2004
11436,------,84,57,7,8,5,6,1,0,0,0,2004
11691,------,436,265,66,39,37,15,9,1,3,1,2004
11692,------,68,33,11,8,7,4,5,0,0,0,2004
11693,------,96,53,18,14,10,0,0,1,0,0,2004
11694,------,303,209,49,24,16,0,5,0,0,0,2004
11697,------,43,28,9,3,2,1,0,0,0,0,2004
10001,------,7312,4356,1228,793,540,202,120,38,26,9,2005
10002,------,2682,1953,360,179,130,44,12,2,1,1,2005
10003,------,3867,2369,602,391,298,111,67,17,6,6,2005
10004,------,1260,566,221,175,151,73,40,17,12,5,2005
10005,------,1214,558,206,163,131,73,59,16,4,4,2005
10006,------,870,423,147,120,116,34,17,9,3,1,2005
10007,------,1311,771,236,145,103,18,26,6,3,3,2005
10009,------,1029,731,139,94,48,7,8,1,1,0,2005
10010,------,3060,1728,504,351,274,99,71,19,1,13,2005
10011,------,3784,2264,613,402,319,90,64,21,8,3,2005
10012,------,2963,1715,568,302,251,84,35,6,0,2,2005
10013,------,4948,3127,824,472,332,110,53,11,12,7,2005
10014,------,2271,1429,343,247,143,50,43,12,3,1,2005
10016,------,6116,3480,1009,752,511,190,137,16,10,11,2005
10017,------,5346,2678,958,705,525,236,160,49,24,11,2005
10018,------,6344,3468,1153,778,596,180,116,32,15,6,2005
10019,------,5058,2676,803,612,488,217,159,59,29,15,2005
10020,------,750,349,135,82,81,40,36,13,9,5,2005
10021,------,5670,3493,1007,628,358,97,56,13,10,8,2005
10022,------,6668,3551,1166,857,596,269,147,44,23,15,2005
10023,------,2291,1481,324,216,151,55,38,17,4,5,2005
10024,------,2009,1342,303,177,117,46,17,2,2,3,2005
10025,------,1907,1284,304,177,93,36,5,2,4,2,2005
10026,------,293,213,35,25,14,6,0,0,0,0,2005
10027,------,877,505,121,114,88,25,17,2,2,3,2005
10028,------,2021,1248,363,246,109,32,17,3,0,3,2005
10029,------,813,500,132,73,64,30,6,4,0,4,2005
10030,------,226,158,30,15,16,3,4,0,0,0,2005
10031,------,608,467,74,39,20,5,2,0,1,0,2005
10032,------,718,523,100,50,25,13,4,1,1,1,2005
10033,------,939,704,123,55,43,10,3,0,0,1,2005
10034,------,536,418,60,24,27,4,2,0,1,0,2005
10035,------,491,299,79,44,39,18,5,3,1,3,2005
10036,------,6282,3745,964,617,500,211,158,48,17,22,2005
10037,------,157,89,31,22,11,1,2,0,0,1,2005
10038,------,2095,1162,382,243,177,63,37,19,6,6,2005
10039,------,144,97,21,15,7,4,0,0,0,0,2005
10040,------,535,423,67,27,9,6,1,0,1,1,2005
10044,------,67,46,8,3,6,2,1,0,0,1,2005
10048,------,69,39,15,7,4,2,1,0,1,0,2005
10069,------,43,30,2,4,7,0,0,0,0,0,2005
10103,------,120,52,16,21,7,11,5,7,0,1,2005
10107,------,213,155,33,14,8,0,2,1,0,0,2005
10111,------,181,115,23,16,15,5,4,3,0,0,2005
10115,------,58,18,15,12,5,5,2,0,1,0,2005
10119,------,272,133,44,28,33,21,9,4,0,0,2005
10122,------,201,129,32,21,14,3,1,1,0,0,2005
10123,------,254,176,38,22,14,4,0,0,0,0,2005
10128,------,1719,1179,265,157,75,20,20,2,1,0,2005
10129,------,5,2,1,1,1,0,0,0,0,0,2005
10153,------,94,45,16,14,10,5,2,1,0,1,2005
10162,------,23,17,3,1,0,2,0,0,0,0,2005
10177,------,28,10,2,5,4,3,3,1,0,0,2005
10280,------,158,109,20,16,10,2,1,0,0,0,2005
10281,------,107,38,14,10,23,3,8,3,5,3,2005
10282,------,186,126,34,14,7,3,0,2,0,0,2005
10301,------,634,412,82,70,43,16,5,5,0,1,2005
10302,------,368,213,60,49,31,9,3,3,0,0,2005
10303,------,350,203,52,41,28,15,6,4,1,0,2005
10304,------,613,394,98,72,36,5,6,2,0,0,2005
10305,------,760,523,107,54,50,14,7,3,1,1,2005
10306,------,1027,668,164,94,78,11,8,1,3,0,2005
10307,------,256,190,37,18,8,2,1,0,0,0,2005
10308,------,379,271,59,32,13,4,0,0,0,0,2005
10309,------,646,409,109,67,43,9,6,2,0,1,2005
10310,------,456,265,91,55,33,5,6,1,0,0,2005
10312,------,860,608,126,74,33,13,6,0,0,0,2005
10314,------,1814,1094,300,208,145,43,16,5,3,0,2005
10451,------,727,404,102,103,73,21,17,3,2,2,2005
10452,------,644,473,72,42,45,6,5,1,0,0,2005
10453,------,547,392,65,49,32,5,2,2,0,0,2005
10454,------,554,305,87,64,62,25,8,1,2,0,2005
10455,------,613,403,92,46,43,12,11,5,0,1,2005
10456,------,496,349,60,41,29,9,3,3,1,1,2005
10457,------,671,453,85,48,62,14,5,2,0,2,2005
10458,------,1002,686,129,101,57,17,9,0,2,1,2005
10459,------,498,346,68,35,36,7,5,1,0,0,2005
10460,------,459,308,52,43,36,6,9,4,1,0,2005
10461,------,1219,796,187,128,60,20,16,6,4,2,2005
10462,------,993,652,158,96,62,12,9,1,1,2,2005
10463,------,988,678,161,76,40,16,9,7,1,0,2005
10464,------,155,103,25,11,13,1,2,0,0,0,2005
10465,------,483,323,71,37,28,17,2,4,0,1,2005
10466,------,632,423,78,66,44,5,12,2,1,1,2005
10467,------,1038,785,106,82,42,8,8,3,1,3,2005
10468,------,746,542,82,60,45,12,1,2,1,1,2005
10469,------,609,394,101,57,34,9,9,2,2,1,2005
10470,------,291,205,34,32,10,5,5,0,0,0,2005
10471,------,386,269,44,29,25,7,5,3,2,2,2005
10472,------,473,349,52,34,26,8,3,1,0,0,2005
10473,------,345,212,48,34,26,9,13,2,1,0,2005
10474,------,618,267,111,95,102,25,14,2,2,0,2005
10475,------,343,157,68,49,36,16,10,5,2,0,2005
11001,------,685,461,113,64,34,9,3,0,0,1,2005
11004,------,225,160,32,15,13,3,1,0,0,1,2005
11005,------,32,23,2,4,1,0,2,0,0,0,2005
11040,------,1441,845,237,180,114,40,19,3,0,3,2005
11096,------,301,178,57,23,28,6,7,1,0,1,2005
11101,------,2644,1274,434,370,308,149,83,13,9,4,2005
11102,------,660,447,105,57,35,9,3,1,2,1,2005
11103,------,1045,742,155,78,58,7,3,0,1,1,2005
11104,------,518,398,53,39,20,3,4,0,0,1,2005
11105,------,907,645,125,57,53,12,9,2,4,0,2005
11106,------,950,641,128,80,77,14,6,2,1,1,2005
11109,------,11,10,0,0,1,0,0,0,0,0,2005
11201,------,2385,1376,425,233,202,77,40,11,11,10,2005
11203,------,724,483,98,75,42,16,4,2,1,3,2005
11204,------,1778,1365,222,112,53,15,7,1,3,0,2005
11205,------,787,473,148,80,57,16,8,4,0,1,2005
11206,------,929,572,136,103,76,23,10,4,1,4,2005
11207,------,746,451,108,64,78,18,17,8,1,1,2005
11208,------,698,448,83,79,57,14,10,5,1,1,2005
11209,------,1840,1331,255,145,78,20,6,3,1,1,2005
11210,------,875,606,133,71,54,5,2,3,0,1,2005
11211,------,2357,1557,350,218,148,43,23,9,4,5,2005
11212,------,587,399,85,48,38,8,6,1,1,1,2005
11213,------,556,390,72,54,30,3,4,1,0,2,2005
11214,------,1579,1200,218,77,57,13,8,5,1,0,2005
11215,------,1651,1125,237,150,93,34,9,1,1,1,2005
11216,------,538,366,83,42,34,8,5,0,0,0,2005
11217,------,937,627,143,63,60,25,12,3,3,1,2005
11218,------,1332,979,170,100,59,18,4,2,0,0,2005
11219,------,2343,1729,299,171,102,22,11,5,1,3,2005
11220,------,1741,1197,223,141,128,29,16,4,2,1,2005
11221,------,440,290,70,47,26,2,2,2,1,0,2005
11222,------,1294,780,201,141,113,35,21,1,2,0,2005
11223,------,1664,1251,228,102,59,12,7,2,2,1,2005
11224,------,566,404,70,44,32,8,4,2,2,0,2005
11225,------,491,367,52,32,29,7,4,0,0,0,2005
11226,------,1049,761,123,84,54,14,10,3,0,0,2005
11228,------,738,543,92,55,37,9,1,0,0,1,2005
11229,------,1713,1277,230,106,78,13,7,0,1,1,2005
11230,------,1930,1451,261,123,57,20,12,4,0,2,2005
11231,------,869,558,130,96,57,22,6,0,0,0,2005
11232,------,1107,601,190,135,127,31,18,4,0,1,2005
11233,------,295,202,32,31,19,7,3,1,0,0,2005
11234,------,1636,1041,275,169,103,36,6,2,2,2,2005
11235,------,2088,1598,255,117,84,19,10,4,0,1,2005
11236,------,984,640,164,88,60,18,10,3,1,0,2005
11237,------,728,444,89,94,69,22,7,0,1,2,2005
11238,------,645,450,80,67,32,11,2,2,0,1,2005
11239,------,83,43,12,5,11,5,3,4,0,0,2005
11241,------,79,52,9,11,3,3,1,0,0,0,2005
11242,------,132,102,18,6,5,1,0,0,0,0,2005
11354,------,2400,1805,283,149,103,35,12,9,4,0,2005
11355,------,1629,1292,177,86,49,19,2,2,0,2,2005
11356,------,668,409,88,74,54,22,15,5,1,0,2005
11357,------,904,619,144,66,54,11,7,3,0,0,2005
11358,------,1055,820,122,69,32,9,3,0,0,0,2005
11360,------,375,251,57,41,16,5,4,0,1,0,2005
11361,------,984,711,132,66,55,13,4,1,2,0,2005
11362,------,410,297,45,30,26,6,4,1,1,0,2005
11363,------,180,138,17,9,12,4,0,0,0,0,2005
11364,------,505,380,64,28,27,4,2,0,0,0,2005
11365,------,604,416,89,39,38,11,9,1,0,1,2005
11366,------,381,268,52,37,19,4,0,0,1,0,2005
11367,------,555,411,69,46,20,5,3,1,0,0,2005
11368,------,1209,892,138,76,66,21,10,5,1,0,2005
11369,------,244,152,38,14,25,6,5,3,1,0,2005
11370,------,292,203,36,17,25,4,5,0,2,0,2005
11371,------,92,30,9,12,12,12,8,4,4,1,2005
11372,------,1539,1188,206,84,51,8,1,1,0,0,2005
11373,------,1434,1019,180,116,73,32,7,3,2,2,2005
11374,------,1093,783,145,76,57,19,8,5,0,0,2005
11375,------,2057,1472,301,162,73,33,11,1,2,2,2005
11377,------,1464,1000,192,129,99,29,11,3,1,0,2005
11378,------,1031,584,164,115,92,42,28,4,1,1,2005
11379,------,509,367,68,34,24,8,6,2,0,0,2005
11385,------,1626,1158,197,133,95,23,18,1,1,0,2005
11411,------,132,88,23,8,9,3,0,1,0,0,2005
11412,------,236,169,22,25,18,1,1,0,0,0,2005
11413,------,398,217,77,60,29,7,5,2,1,0,2005
11414,------,460,316,66,41,30,5,1,1,0,0,2005
11415,------,409,306,53,27,11,5,5,2,0,0,2005
11416,------,369,229,53,38,31,11,3,3,1,0,2005
11417,------,364,252,50,30,26,2,0,3,1,0,2005
11418,------,653,453,77,55,45,15,4,2,0,2,2005
11419,------,615,474,73,40,24,4,0,0,0,0,2005
11420,------,349,269,38,21,19,0,1,1,0,0,2005
11421,------,424,315,57,26,19,3,3,0,1,0,2005
11422,------,274,175,42,29,17,8,2,1,0,0,2005
11423,------,338,230,53,28,19,6,1,1,0,0,2005
11426,------,226,161,32,16,10,4,1,2,0,0,2005
11427,------,230,175,18,16,12,7,1,0,0,1,2005
11428,------,270,181,40,23,21,5,0,0,0,0,2005
11429,------,210,132,28,25,17,3,5,0,0,0,2005
11430,------,371,115,82,48,51,33,19,9,6,8,2005
11432,------,1262,894,153,82,80,25,15,5,4,4,2005
11433,------,296,165,56,29,32,7,5,1,0,1,2005
11434,------,873,464,183,115,77,19,10,2,3,0,2005
11435,------,758,540,104,57,40,8,6,2,1,0,2005
11436,------,82,58,6,6,6,5,1,0,0,0,2005
11691,------,449,279,67,38,35,14,9,3,3,1,2005
11692,------,65,32,11,6,7,4,5,0,0,0,2005
11693,------,97,66,11,8,11,0,0,1,0,0,2005
11694,------,317,232,37,29,14,1,3,1,0,0,2005
11697,------,42,28,6,4,3,1,0,0,0,0,2005
10001,------,7415,4356,1264,821,577,217,107,38,24,11,2006
10002,------,2686,1923,380,206,121,38,14,3,0,1,2006
10003,------,3909,2343,635,411,293,121,78,15,8,5,2006
10004,------,1311,612,220,176,149,79,41,17,10,7,2006
10005,------,1259,592,203,157,153,74,52,17,7,4,2006
10006,------,874,407,167,126,108,32,23,8,2,1,2006
10007,------,1292,738,237,148,104,28,24,6,4,3,2006
10009,------,1016,711,139,90,59,10,4,1,2,0,2006
10010,------,3047,1698,516,347,280,94,80,16,3,13,2006
10011,------,3823,2248,607,438,315,110,72,24,4,5,2006
10012,------,2975,1697,544,329,270,91,35,7,1,1,2006
10013,------,5002,3190,833,479,313,110,46,17,9,5,2006
10014,------,2302,1450,333,257,142,59,46,9,5,1,2006
10016,------,6088,3406,1044,770,507,186,141,14,13,7,2006
10017,------,5433,2704,954,737,539,226,171,62,23,17,2006
10018,------,6365,3461,1125,796,614,197,118,32,14,8,2006
10019,------,5173,2741,811,618,515,219,160,63,31,15,2006
10020,------,764,370,125,83,81,41,31,20,7,6,2006
10021,------,5527,3306,1012,649,383,90,59,10,10,8,2006
10022,------,6804,3601,1186,890,603,271,172,47,20,14,2006
10023,------,2256,1436,334,209,153,62,36,14,6,6,2006
10024,------,2007,1314,315,176,136,41,18,2,2,3,2006
10025,------,1959,1303,318,186,100,40,5,2,3,2,2006
10026,------,293,205,39,29,13,5,2,0,0,0,2006
10027,------,877,502,120,102,97,31,14,7,1,3,2006
10028,------,2002,1247,331,264,108,32,15,2,0,3,2006
