,census_tract,cluster,code
390,36047007000,0,3007000
391,36047007100,3,3007100
392,36047007200,0,3007200
393,36047007400,3,3007400
394,36047007500,1,3007500
395,36047007600,3,3007600
396,36047007700,1,3007700
397,36047007800,3,3007800
398,36047008000,3,3008000
399,36047008200,3,3008200
400,36047008400,3,3008400
401,36047008500,1,3008500
402,36047008600,0,3008600
403,36047008800,3,3008800
404,36047009000,0,3009000
405,36047009200,3,3009200
406,36047009400,3,3009400
407,36047009600,1,3009600
408,36047009800,3,3009800
409,36047010000,1,3010000
410,36047010100,3,3010100
411,36047010200,3,3010200
412,36047010400,1,3010400
413,36047010600,3,3010600
414,36047010800,3,3010800
415,36047011000,0,3011000
416,36047011200,1,3011200
417,36047011400,3,3011400
418,36047011600,3,3011600
419,36047011700,4,3011700
420,36047011800,0,3011800
421,36047011900,0,3011900
422,36047012000,0,3012000
423,36047012100,0,3012100
424,36047012200,3,3012200
425,36047012600,0,3012600
426,36047012700,3,3012700
427,36047012801,0,3012801
428,36047012901,3,3012901
429,36047012902,0,3012902
430,36047013000,3,3013000
431,36047013100,3,3013100
432,36047013200,0,3013200
433,36047013300,3,3013300
434,36047013400,3,3013400
435,36047013500,3,3013500
436,36047013600,3,3013600
437,36047013700,3,3013700
438,36047013800,3,3013800
439,36047013900,3,3013900
440,36047014000,0,3014000
441,36047014100,3,3014100
442,36047014200,0,3014200
443,36047014300,4,3014300
444,36047014500,1,3014500
445,36047014700,3,3014700
446,36047014800,0,3014800
447,36047014900,3,3014900
448,36047015000,0,3015000
449,36047015100,3,3015100
450,36047015200,0,3015200
451,36047015300,3,3015300
452,36047015400,0,3015400
453,36047015500,3,3015500
454,36047015700,3,3015700
455,36047015900,3,3015900
456,36047016000,3,3016000
457,36047016100,3,3016100
458,36047016200,0,3016200
459,36047016300,3,3016300
460,36047016400,0,3016400
461,36047016500,3,3016500
462,36047016600,0,3016600
463,36047016700,3,3016700
464,36047016800,0,3016800
465,36047016900,1,3016900
466,36047017000,3,3017000
467,36047017100,3,3017100
468,36047017200,0,3017200
469,36047017400,0,3017400
470,36047017500,0,3017500
471,36047017600,0,3017600
472,36047017700,0,3017700
473,36047017800,4,3017800
474,36047017900,3,3017900
475,36047018000,0,3018000
476,36047018100,3,3018100
477,36047018200,3,3018200
478,36047018300,3,3018300
479,36047018400,0,3018400
480,36047018501,3,3018501
481,36047018600,0,3018600
482,36047018700,0,3018700
483,36047018800,0,3018800
484,36047019000,3,3019000
485,36047019100,0,3019100
486,36047019200,0,3019200
487,36047019300,3,3019300
488,36047019400,3,3019400
489,36047019500,3,3019500
490,36047019600,3,3019600
491,36047019700,3,3019700
492,36047019800,4,3019800
493,36047019900,3,3019900
494,36047020000,3,3020000
495,36047020100,3,3020100
496,36047020200,0,3020200
497,36047020300,0,3020300
498,36047020400,0,3020400
499,36047020500,3,3020500
500,36047020600,0,3020600
501,36047020700,3,3020700
502,36047020800,3,3020800
503,36047021000,1,3021000
504,36047021100,0,3021100
505,36047021200,1,3021200
506,36047021300,3,3021300
507,36047021400,0,3021400
508,36047021500,1,3021500
509,36047021600,3,3021600
510,36047021700,3,3021700
511,36047021800,3,3021800
512,36047021900,3,3021900
513,36047022000,3,3022000
514,36047022100,3,3022100
515,36047022200,4,3022200
516,36047022400,3,3022400
517,36047022600,0,3022600
518,36047022700,3,3022700
519,36047022800,3,3022800
520,36047022900,3,3022900
521,36047023000,3,3023000
522,36047023100,3,3023100
523,36047023200,3,3023200
524,36047023300,3,3023300
525,36047023400,3,3023400
526,36047023500,3,3023500
527,36047023600,3,3023600
528,36047023800,3,3023800
529,36047024000,3,3024000
530,36047024100,0,3024100
531,36047024200,0,3024200
532,36047024300,3,3024300
533,36047024400,0,3024400
534,36047024500,3,3024500
535,36047024600,0,3024600
536,36047024700,0,3024700
537,36047024800,0,3024800
538,36047024900,3,3024900
539,36047025000,0,3025000
540,36047025100,0,3025100
541,36047025200,3,3025200
542,36047025300,0,3025300
543,36047025400,3,3025400
544,36047025500,3,3025500
545,36047025600,3,3025600
546,36047025700,0,3025700
547,36047025800,3,3025800
548,36047025901,0,3025901
549,36047025902,0,3025902
550,36047026000,3,3026000
551,36047026100,3,3026100
552,36047026200,0,3026200
553,36047026300,0,3026300
554,36047026400,3,3026400
555,36047026500,3,3026500
556,36047026600,3,3026600
557,36047026700,3,3026700
558,36047026800,3,3026800
559,36047026900,0,3026900
560,36047027000,0,3027000
561,36047027100,0,3027100
562,36047027200,3,3027200
563,36047027300,0,3027300
564,36047027400,3,3027400
565,36047027500,3,3027500
566,36047027600,3,3027600
567,36047027700,3,3027700
568,36047027800,3,3027800
569,36047027900,0,3027900
570,36047028000,0,3028000
571,36047028100,3,3028100
572,36047028200,3,3028200
573,36047028300,3,3028300
574,36047028400,3,3028400
575,36047028501,0,3028501
576,36047028502,0,3028502
577,36047028600,3,3028600
578,36047028700,0,3028700
579,36047028800,3,3028800
580,36047028900,3,3028900
581,36047029000,3,3029000
582,36047029100,0,3029100
583,36047029200,0,3029200
584,36047029300,0,3029300
585,36047029400,0,3029400
586,36047029500,0,3029500
587,36047029600,1,3029600
588,36047029700,0,3029700
589,36047029800,3,3029800
590,36047029900,0,3029900
591,36047030000,3,3030000
592,36047030100,0,3030100
593,36047030200,3,3030200
594,36047030300,3,3030300
595,36047030400,3,3030400
596,36047030500,1,3030500
597,36047030600,0,3030600
598,36047030700,0,3030700
599,36047030800,0,3030800
600,36047030900,0,3030900
601,36047031100,0,3031100
602,36047031300,3,3031300
603,36047031400,3,3031400
604,36047031500,3,3031500
605,36047031701,3,3031701
606,36047031702,3,3031702
607,36047031900,3,3031900
608,36047032100,3,3032100
609,36047032300,3,3032300
610,36047032500,1,3032500
611,36047032600,3,3032600
612,36047032700,0,3032700
613,36047032800,0,3032800
614,36047032900,3,3032900
615,36047033000,3,3033000
616,36047033100,3,3033100
617,36047033300,3,3033300
618,36047033500,0,3033500
619,36047033600,3,3033600
620,36047033700,3,3033700
621,36047033900,3,3033900
622,36047034000,0,3034000
623,36047034100,0,3034100
624,36047034200,3,3034200
625,36047034300,3,3034300
626,36047034500,0,3034500
627,36047034700,0,3034700
628,36047034800,0,3034800
629,36047034900,3,3034900
630,36047035000,0,3035000
631,36047035100,3,3035100
632,36047035200,0,3035200
633,36047035300,3,3035300
634,36047035400,3,3035400
635,36047035500,3,3035500
636,36047035601,0,3035601
637,36047035602,4,3035602
638,36047035700,0,3035700
639,36047035900,3,3035900
640,36047036001,0,3036001
641,36047036002,0,3036002
642,36047036100,0,3036100
643,36047036200,0,3036200
644,36047036300,0,3036300
645,36047036400,0,3036400
646,36047036501,0,3036501
647,36047036502,0,3036502
648,36047036600,3,3036600
649,36047036700,0,3036700
650,36047036900,3,3036900
651,36047037000,3,3037000
652,36047037100,3,3037100
653,36047037300,3,3037300
654,36047037401,3,3037401
655,36047037402,3,3037402
656,36047037500,0,3037500
657,36047037700,0,3037700
658,36047037900,3,3037900
659,36047038100,3,3038100
660,36047038200,1,3038200
661,36047038300,3,3038300
662,36047038500,0,3038500
663,36047038600,3,3038600
664,36047038700,3,3038700
665,36047038800,0,3038800
666,36047038900,0,3038900
667,36047039000,0,3039000
668,36047039100,0,3039100
669,36047039200,0,3039200
670,36047039300,3,3039300
671,36047039400,0,3039400
672,36047039500,3,3039500
673,36047039600,0,3039600
674,36047039700,3,3039700
675,36047039800,0,3039800
676,36047039900,3,3039900
677,36047040000,0,3040000
678,36047040100,3,3040100
679,36047040200,0,3040200
680,36047040300,0,3040300
681,36047040400,0,3040400
682,36047040500,0,3040500
683,36047040600,0,3040600
684,36047040700,0,3040700
685,36047040800,3,3040800
686,36047040900,3,3040900
687,36047041000,0,3041000
688,36047041100,0,3041100
689,36047041200,3,3041200
690,36047041300,3,3041300
691,36047041401,0,3041401
692,36047041402,0,3041402
693,36047041500,3,3041500
694,36047041600,0,3041600
695,36047041700,3,3041700
696,36047041800,0,3041800
697,36047041900,3,3041900
698,36047042000,0,3042000
699,36047042100,3,3042100
700,36047042200,0,3042200
701,36047042300,3,3042300
702,36047042400,3,3042400
703,36047042500,3,3042500
704,36047042600,3,3042600
705,36047042700,3,3042700
706,36047042800,3,3042800
707,36047042900,3,3042900
708,36047043000,3,3043000
709,36047043100,3,3043100
710,36047043200,3,3043200
711,36047043300,3,3043300
712,36047043400,3,3043400
713,36047043500,3,3043500
714,36047043600,3,3043600
715,36047043700,3,3043700
716,36047043800,0,3043800
717,36047043900,3,3043900
718,36047044000,0,3044000
719,36047044100,1,3044100
720,36047044200,0,3044200
721,36047044300,1,3044300
722,36047044400,0,3044400
723,36047044500,3,3044500
724,36047044600,0,3044600
725,36047044700,3,3044700
726,36047044800,0,3044800
727,36047044900,3,3044900
728,36047045000,0,3045000
729,36047045200,0,3045200
730,36047045300,0,3045300
731,36047045400,0,3045400
732,36047045600,0,3045600
733,36047045800,0,3045800
734,36047046000,3,3046000
735,36047046201,0,3046201
736,36047046202,0,3046202
737,36047046400,0,3046400
738,36047046800,0,3046800
739,36047047000,0,3047000
740,36047047200,0,3047200
741,36047047400,0,3047400
742,36047047600,0,3047600
743,36047047700,1,3047700
744,36047047800,3,3047800
745,36047048000,3,3048000
746,36047048100,3,3048100
747,36047048200,3,3048200
748,36047048400,3,3048400
749,36047048500,3,3048500
750,36047048600,0,3048600
751,36047048800,3,3048800
752,36047048900,3,3048900
753,36047049000,3,3049000
754,36047049100,4,3049100
755,36047049200,0,3049200
756,36047049300,1,3049300
757,36047049400,3,3049400
758,36047049500,3,3049500
759,36047049600,3,3049600
760,36047049700,3,3049700
761,36047049800,3,3049800
762,36047049900,3,3049900
763,36047050000,3,3050000
764,36047050100,3,3050100
765,36047050202,0,3050202
766,36047050300,3,3050300
767,36047050400,3,3050400
768,36047050500,1,3050500
769,36047050600,3,3050600
770,36047050700,0,3050700
771,36047050801,3,3050801
772,36047050803,0,3050803
773,36047050804,1,3050804
774,36047050900,3,3050900
775,36047051001,3,3051001
776,36047051002,3,3051002
777,36047051100,3,3051100
778,36047051200,1,3051200
779,36047051300,1,3051300
780,36047051400,1,3051400
781,36047051500,0,3051500
782,36047051601,3,3051601
783,36047051602,3,3051602
784,36047051700,0,3051700
785,36047051800,3,3051800
786,36047051900,1,3051900
787,36047052000,3,3052000
788,36047052300,1,3052300
789,36047052500,3,3052500
790,36047052600,3,3052600
791,36047052700,1,3052700
792,36047052800,0,3052800
793,36047052900,3,3052900
794,36047053000,0,3053000
795,36047053100,1,3053100
796,36047053200,0,3053200
797,36047053300,1,3053300
798,36047053400,3,3053400
799,36047053500,3,3053500
800,36047053700,0,3053700
801,36047053800,3,3053800
802,36047053900,3,3053900
803,36047054200,3,3054200
804,36047054300,0,3054300
805,36047054400,3,3054400
806,36047054500,1,3054500
807,36047054600,1,3054600
808,36047054700,3,3054700
809,36047054800,0,3054800
810,36047054900,3,3054900
811,36047055000,3,3055000
812,36047055100,1,3055100
813,36047055200,0,3055200
814,36047055300,3,3055300
815,36047055400,3,3055400
816,36047055500,3,3055500
817,36047055600,3,3055600
818,36047055700,0,3055700
819,36047055800,0,3055800
820,36047056000,3,3056000
821,36047056100,3,3056100
822,36047056200,0,3056200
823,36047056300,3,3056300
824,36047056400,0,3056400
825,36047056500,3,3056500
826,36047056600,0,3056600
827,36047056800,0,3056800
828,36047056900,0,3056900
829,36047057000,0,3057000
830,36047057100,1,3057100
831,36047057200,3,3057200
832,36047057300,3,3057300
833,36047057400,0,3057400
834,36047057500,1,3057500
835,36047057600,0,3057600
836,36047057800,0,3057800
837,36047057900,0,3057900
838,36047058000,0,3058000
839,36047058200,0,3058200
840,36047058400,3,3058400
841,36047058600,0,3058600
842,36047058800,3,3058800
843,36047058900,0,3058900
844,36047059000,0,3059000
845,36047059100,3,3059100
846,36047059200,3,3059200
847,36047059300,3,3059300
848,36047059401,1,3059401
849,36047059402,3,3059402
850,36047059600,0,3059600
851,36047059800,3,3059800
852,36047060000,1,3060000
853,36047060600,0,3060600
854,36047060800,3,3060800
855,36047061002,3,3061002
856,36047061003,4,3061003
857,36047061004,1,3061004
858,36047061200,0,3061200
859,36047061600,0,3061600
860,36047062000,0,3062000
861,36047062200,3,3062200
862,36047062600,0,3062600
863,36047062800,3,3062800
864,36047063200,0,3063200
865,36047063600,0,3063600
866,36047063800,0,3063800
867,36047064000,0,3064000
868,36047064200,0,3064200
869,36047064400,0,3064400
870,36047064600,0,3064600
871,36047064800,0,3064800
872,36047065000,0,3065000
873,36047065200,0,3065200
874,36047065400,0,3065400
875,36047065600,0,3065600
876,36047065800,0,3065800
877,36047066000,0,3066000
878,36047066200,0,3066200
879,36047066600,0,3066600
880,36047067000,0,3067000
881,36047067200,0,3067200
882,36047067400,0,3067400
883,36047067600,0,3067600
884,36047067800,0,3067800
885,36047068000,0,3068000
886,36047068200,0,3068200
887,36047068600,0,3068600
888,36047068800,0,3068800
889,36047069000,0,3069000
890,36047069200,0,3069200
891,36047069601,3,3069601
892,36047069602,1,3069602
893,36047069800,0,3069800
894,36047070000,0,3070000
895,36047070201,1,3070201
896,36047070202,0,3070202
897,36047070203,0,3070203
898,36047070600,0,3070600
899,36047072000,0,3072000
900,36047072200,0,3072200
901,36047072400,0,3072400
902,36047072600,0,3072600
903,36047072800,0,3072800
904,36047073000,0,3073000
905,36047073200,0,3073200
906,36047073400,0,3073400
907,36047073600,0,3073600
908,36047073800,0,3073800
909,36047074000,3,3074000
910,36047074200,3,3074200
911,36047074400,0,3074400
912,36047074600,0,3074600
913,36047074800,0,3074800
914,36047075000,0,3075000
915,36047075200,0,3075200
916,36047075400,0,3075400
917,36047075600,0,3075600
918,36047075800,0,3075800
919,36047076000,0,3076000
920,36047076200,4,3076200
921,36047076400,3,3076400
922,36047076600,0,3076600
923,36047076800,3,3076800
924,36047077000,3,3077000
925,36047077200,3,3077200
926,36047077400,3,3077400
927,36047077600,3,3077600
928,36047078000,0,3078000
929,36047078200,3,3078200
930,36047078400,0,3078400
931,36047078600,3,3078600
932,36047078800,3,3078800
933,36047079000,3,3079000
934,36047079200,3,3079200
935,36047079400,0,3079400
936,36047079601,3,3079601
937,36047079602,3,3079602
938,36047079801,3,3079801
939,36047079802,1,3079802
940,36047080000,3,3080000
941,36047080200,3,3080200
942,36047080400,3,3080400
943,36047080600,3,3080600
944,36047080800,0,3080800
945,36047081000,0,3081000
946,36047081400,0,3081400
947,36047081600,0,3081600
948,36047081800,1,3081800
949,36047082000,3,3082000
950,36047082200,1,3082200
951,36047082400,3,3082400
952,36047082600,1,3082600
953,36047082800,3,3082800
954,36047083000,1,3083000
955,36047083200,0,3083200
956,36047083400,0,3083400
957,36047083600,0,3083600
958,36047083800,0,3083800
959,36047084000,0,3084000
960,36047084600,0,3084600
961,36047084800,0,3084800
962,36047085000,0,3085000
963,36047085200,0,3085200
964,36047085400,0,3085400
965,36047085600,3,3085600
966,36047085800,0,3085800
967,36047086000,3,3086000
968,36047086200,3,3086200
969,36047086400,0,3086400
970,36047086600,0,3086600
971,36047086800,0,3086800
972,36047087000,0,3087000
973,36047087200,0,3087200
974,36047087401,0,3087401
975,36047087600,0,3087600
976,36047087800,0,3087800
977,36047088000,0,3088000
978,36047088200,3,3088200
979,36047088400,3,3088400
980,36047088600,3,3088600
981,36047088800,3,3088800
982,36047089000,3,3089000
983,36047089200,0,3089200
984,36047089400,0,3089400
985,36047089600,0,3089600
986,36047089800,0,3089800
987,36047090000,3,3090000
988,36047090200,0,3090200
989,36047090600,3,3090600
990,36047090800,0,3090800
991,36047091000,3,3091000
992,36047091200,3,3091200
993,36047091600,3,3091600
994,36047091800,0,3091800
995,36047092000,0,3092000
996,36047092200,0,3092200
997,36047092400,0,3092400
998,36047092800,0,3092800
999,36047093000,0,3093000
1000,36047093200,0,3093200
1001,36047093400,0,3093400
1002,36047093600,0,3093600
1003,36047093800,0,3093800
1004,36047094401,3,3094401
1005,36047094402,0,3094402
1006,36047094600,0,3094600
1007,36047095000,0,3095000
1008,36047095400,3,3095400
1009,36047095600,3,3095600
1010,36047095800,3,3095800
1011,36047096000,0,3096000
1012,36047096200,0,3096200
1013,36047096400,0,3096400
1014,36047096600,0,3096600
1015,36047096800,0,3096800
1016,36047097000,0,3097000
1017,36047097400,0,3097400
1018,36047098200,3,3098200
1019,36047098400,0,3098400
1020,36047098600,3,3098600
1021,36047098800,3,3098800
1022,36047099000,0,3099000
1023,36047099200,0,3099200
1024,36047099400,0,3099400
1025,36047099600,3,3099600
1026,36047099800,3,3099800
1027,36047100400,0,3100400
1028,36047100600,0,3100600
1029,36047100800,0,3100800
1030,36047101000,0,3101000
1031,36047101200,0,3101200
1032,36047101400,0,3101400
1033,36047101600,0,3101600
1034,36047101800,0,3101800
1035,36047102000,0,3102000
1036,36047102200,0,3102200
1037,36047102400,0,3102400
1038,36047102600,0,3102600
1039,36047102800,0,3102800
1040,36047103400,3,3103400
1041,36047105801,1,3105801
1042,36047105804,1,3105804
1043,36047107000,0,3107000
1044,36047107800,3,3107800
1045,36047109800,0,3109800
1046,36047110400,3,3110400
1047,36047110600,3,3110600
1048,36047111000,0,3111000
1049,36047111600,3,3111600
1050,36047111800,0,3111800
1051,36047112000,0,3112000
1052,36047112200,0,3112200
1053,36047112400,3,3112400
1054,36047112600,3,3112600
1055,36047112800,3,3112800
1056,36047113000,3,3113000
1057,36047113200,0,3113200
1058,36047113400,0,3113400
1059,36047114201,0,3114201
1060,36047114202,0,3114202
1061,36047114400,0,3114400
1062,36047114600,0,3114600
1063,36047115000,0,3115000
1064,36047115200,0,3115200
1065,36047115600,3,3115600
1066,36047115800,3,3115800
1067,36047116000,0,3116000
1068,36047116200,0,3116200
1069,36047116400,0,3116400
1070,36047116600,0,3116600
1071,36047116800,0,3116800
1072,36047117000,0,3117000
1073,36047117201,0,3117201
1074,36047117202,3,3117202
1075,36047117400,3,3117400
1076,36047117601,0,3117601
1077,36047117602,3,3117602
1078,36047117800,0,3117800
1079,36047118000,0,3118000
1080,36047118201,3,3118201
1081,36047118202,3,3118202
1082,36047118400,3,3118400
1083,36047118600,0,3118600
1084,36047118800,3,3118800
1085,36047119000,0,3119000
1086,36047119200,0,3119200
1087,36047119400,3,3119400
1088,36047119600,3,3119600
1089,36047119800,3,3119800
1090,36047120000,0,3120000
1091,36047120200,0,3120200
1092,36047120800,1,3120800
1093,36047121000,3,3121000
1094,36047121400,3,3121400
1095,36047122000,3,3122000
1096,36047123700,1,3123700
1097,36047150200,4,3150200
1098,36047152200,3,3152200
1099,36047990100,0,3990100
1100,36061000100,0,1000100
1101,36061000201,3,1000201
1102,36061000202,1,1000202
1103,36061000500,0,1000500
1104,36061000600,1,1000600
1105,36061000700,2,1000700
1106,36061000800,1,1000800
1107,36061000900,0,1000900
1108,36061001001,0,1001001
1109,36061001002,3,1001002
1110,36061001200,3,1001200
1111,36061001300,3,1001300
1112,36061001401,0,1001401
1113,36061001402,0,1001402
1114,36061001501,1,1001501
1115,36061001502,2,1001502
1116,36061001600,1,1001600
1117,36061001800,1,1001800
1118,36061002000,3,1002000
1119,36061002100,2,1002100
1120,36061002201,1,1002201
1121,36061002202,3,1002202
1122,36061002400,3,1002400
1123,36061002500,3,1002500
1124,36061002601,3,1002601
1125,36061002602,3,1002602
1126,36061002700,4,1002700
1127,36061002800,1,1002800
1128,36061002900,1,1002900
1129,36061003001,1,1003001
1130,36061003002,3,1003002
1131,36061003100,0,1003100
1132,36061003200,2,1003200
1133,36061003300,3,1003300
1134,36061003400,2,1003400
1135,36061003601,3,1003601
1136,36061003602,3,1003602
1137,36061003700,3,1003700
1138,36061003800,2,1003800
1139,36061003900,2,1003900
1140,36061004000,2,1004000
1141,36061004100,1,1004100
1142,36061004200,1,1004200
1143,36061004300,3,1004300
1144,36061004400,2,1004400
1145,36061004500,0,1004500
1146,36061004700,0,1004700
1147,36061004800,2,1004800
1148,36061004900,3,1004900
1149,36061005000,2,1005000
1150,36061005200,3,1005200
1151,36061005400,3,1005400
1152,36061005501,3,1005501
1153,36061005502,0,1005502
1154,36061005600,3,1005600
1155,36061005700,3,1005700
1156,36061005800,3,1005800
1157,36061005900,3,1005900
1158,36061006000,3,1006000
1159,36061006100,3,1006100
1160,36061006200,0,1006200
1161,36061006300,4,1006300
1162,36061006400,2,1006400
1163,36061006500,2,1006500
1164,36061006600,2,1006600
1165,36061006700,2,1006700
1166,36061006800,2,1006800
1167,36061006900,3,1006900
1168,36061007000,2,1007000
1169,36061007100,2,1007100
1170,36061007200,2,1007200
1171,36061007300,2,1007300
1172,36061007400,3,1007400
1173,36061007500,1,1007500
1174,36061007600,3,1007600
1175,36061007700,2,1007700
1176,36061007800,2,1007800
1177,36061007900,1,1007900
1178,36061008000,2,1008000
1179,36061008100,2,1008100
1180,36061008200,3,1008200
1181,36061008300,3,1008300
1182,36061008400,0,1008400
1183,36061008601,3,1008601
1184,36061008602,0,1008602
1185,36061008603,3,1008603
1186,36061008700,2,1008700
1187,36061008800,2,1008800
1188,36061008900,2,1008900
1189,36061009000,2,1009000
1190,36061009100,2,1009100
1191,36061009200,3,1009200
1192,36061009300,2,1009300
1193,36061009400,0,1009400
1194,36061009500,3,1009500
1195,36061009600,0,1009600
1196,36061009700,1,1009700
1197,36061009800,2,1009800
1198,36061009900,3,1009900
1199,36061010000,0,1010000
1200,36061010100,0,1010100
1201,36061010200,0,1010200
1202,36061010300,3,1010300
1203,36061010400,0,1010400
1204,36061010601,2,1010601
1205,36061010602,3,1010602
1206,36061010800,2,1010800
1207,36061010900,0,1010900
1208,36061011000,2,1011000
1209,36061011100,1,1011100
1210,36061011201,0,1011201
1211,36061011202,0,1011202
1212,36061011203,0,1011203
1213,36061011300,0,1011300
1214,36061011401,0,1011401
1215,36061011402,3,1011402
1216,36061011500,3,1011500
1217,36061011600,3,1011600
1218,36061011700,3,1011700
1219,36061011800,2,1011800
1220,36061011900,0,1011900
1221,36061012000,3,1012000
1222,36061012100,2,1012100
1223,36061012200,3,1012200
1224,36061012400,2,1012400
1225,36061012500,3,1012500
1226,36061012600,2,1012600
1227,36061012700,2,1012700
1228,36061012800,1,1012800
1229,36061012900,2,1012900
1230,36061013000,3,1013000
1231,36061013100,3,1013100
1232,36061013200,2,1013200
1233,36061013300,2,1013300
1234,36061013400,2,1013400
1235,36061013500,2,1013500
1236,36061013600,2,1013600
1237,36061013700,2,1013700
1238,36061013800,2,1013800
1239,36061013900,2,1013900
1240,36061014000,2,1014000
1241,36061014200,3,1014200
1242,36061014300,0,1014300
1243,36061014401,3,1014401
1244,36061014402,2,1014402
1245,36061014500,1,1014500
1246,36061014601,3,1014601
1247,36061014602,2,1014602
1248,36061014700,3,1014700
1249,36061014801,0,1014801
1250,36061014802,2,1014802
1251,36061014900,2,1014900
1252,36061015001,0,1015001
1253,36061015002,3,1015002
1254,36061015100,2,1015100
1255,36061015200,2,1015200
1256,36061015300,2,1015300
1257,36061015400,2,1015400
1258,36061015500,2,1015500
1259,36061015601,2,1015601
1260,36061015602,0,1015602
1261,36061015700,2,1015700
1262,36061015801,3,1015801
1263,36061015802,3,1015802
1264,36061015900,2,1015900
1265,36061016001,0,1016001
1266,36061016002,0,1016002
1267,36061016100,2,1016100
1268,36061016200,1,1016200
1269,36061016300,2,1016300
1270,36061016400,1,1016400
1271,36061016500,4,1016500
1272,36061016600,1,1016600
1273,36061016700,2,1016700
1274,36061016800,3,1016800
1275,36061016900,2,1016900
1276,36061017000,1,1017000
1277,36061017100,2,1017100
1278,36061017200,3,1017200
1279,36061017300,2,1017300
1280,36061017401,3,1017401
1281,36061017402,0,1017402
1282,36061017500,2,1017500
1283,36061017700,2,1017700
1284,36061017800,3,1017800
1285,36061017900,2,1017900
1286,36061018000,1,1018000
1287,36061018100,2,1018100
1288,36061018200,3,1018200
1289,36061018300,2,1018300
1290,36061018400,1,1018400
1291,36061018500,3,1018500
1292,36061018600,3,1018600
1293,36061018700,2,1018700
1294,36061018800,1,1018800
1295,36061018900,2,1018900
1296,36061019000,3,1019000
1297,36061019100,2,1019100
1298,36061019200,3,1019200
1299,36061019300,2,1019300
1300,36061019400,1,1019400
1301,36061019500,2,1019500
1302,36061019600,3,1019600
1303,36061019701,0,1019701
1304,36061019702,0,1019702
1305,36061019800,0,1019800
1306,36061019900,2,1019900
1307,36061020000,0,1020000
1308,36061020101,0,1020101
1309,36061020102,3,1020102
1310,36061020300,0,1020300
1311,36061020500,3,1020500
1312,36061020600,0,1020600
1313,36061020701,3,1020701
1314,36061020800,3,1020800
1315,36061020901,3,1020901
1316,36061021000,1,1021000
1317,36061021100,2,1021100
1318,36061021200,3,1021200
1319,36061021303,1,1021303
1320,36061021400,3,1021400
1321,36061021500,3,1021500
1322,36061021600,1,1021600
1323,36061021703,0,1021703
1324,36061021800,1,1021800
1325,36061021900,1,1021900
1326,36061022000,1,1022000
1327,36061022102,0,1022102
1328,36061022200,0,1022200
1329,36061022301,1,1022301
1330,36061022302,3,1022302
1331,36061022400,1,1022400
1332,36061022500,2,1022500
1333,36061022600,3,1022600
1334,36061022700,3,1022700
1335,36061022800,1,1022800
1336,36061022900,1,1022900
1337,36061023000,1,1023000
1338,36061023100,1,1023100
1339,36061023200,1,1023200
1340,36061023300,1,1023300
1341,36061023400,3,1023400
1342,36061023501,1,1023501
1343,36061023502,0,1023502
1344,36061023600,3,1023600
1345,36061023700,1,1023700
1346,36061023801,1,1023801
1347,36061023802,0,1023802
1348,36061023900,0,1023900
1349,36061024000,0,1024000
1350,36061024100,1,1024100
1351,36061024200,3,1024200
1352,36061024301,3,1024301
1353,36061024302,3,1024302
1354,36061024500,2,1024500
1355,36061024700,1,1024700
1356,36061024900,0,1024900
1357,36061025100,0,1025100
1358,36061025300,2,1025300
1359,36061025500,1,1025500
1360,36061025700,3,1025700
1361,36061025900,3,1025900
1362,36061026100,1,1026100
1363,36061026300,1,1026300
1364,36061026500,1,1026500
1365,36061026700,0,1026700
1366,36061026900,1,1026900
1367,36061027100,1,1027100
1368,36061027300,2,1027300
1369,36061027500,3,1027500
1370,36061027700,1,1027700
1371,36061027900,1,1027900
1372,36061028100,3,1028100
1373,36061028300,1,1028300
1374,36061028500,1,1028500
1375,36061028700,3,1028700
1376,36061029100,1,1029100
1377,36061029300,1,1029300
1378,36061029500,2,1029500
1379,36061029700,0,1029700
1380,36061029900,3,1029900
1381,36061030300,3,1030300
1382,36061030700,3,1030700
1383,36061030900,4,1030900
1384,36061031100,0,1031100
1385,36061031703,2,1031703
1386,36061031704,2,1031704
1387,36061031900,0,1031900
1388,36081000100,3,4000100
1389,36081000200,0,4000200
1390,36081000400,3,4000400
1391,36081000600,3,4000600
1392,36081000700,3,4000700
1393,36081000800,0,4000800
1394,36081001000,3,4001000
1395,36081001200,3,4001200
1396,36081001400,3,4001400
1397,36081001600,3,4001600
1398,36081001800,0,4001800
1399,36081001900,0,4001900
1400,36081002000,0,4002000
1401,36081002200,0,4002200
1402,36081002400,0,4002400
1403,36081002500,1,4002500
1404,36081002600,0,4002600
1405,36081002800,0,4002800
1406,36081003000,0,4003000
1407,36081003100,0,4003100
1408,36081003200,0,4003200
1409,36081003300,3,4003300
1410,36081003400,0,4003400
1411,36081003600,3,4003600
1412,36081003700,0,4003700
1413,36081003800,0,4003800
1414,36081003900,0,4003900
1415,36081004001,0,4004001
1416,36081004002,0,4004002
1417,36081004200,3,4004200
1418,36081004300,0,4004300
1419,36081004401,3,4004401
1420,36081004500,3,4004500
1421,36081004700,3,4004700
1422,36081005000,0,4005000
1423,36081005100,0,4005100
1424,36081005200,0,4005200
1425,36081005300,1,4005300
1426,36081005400,3,4005400
1427,36081005500,0,4005500
1428,36081005700,3,4005700
1429,36081005800,1,4005800
1430,36081005900,3,4005900
1431,36081006100,1,4006100
